estacion,altitud_m,noches_tropicales_anio,noches_ecuatoriales_anio,latitud,longitud,anios_datos
Cuéllar,795,0.2,0.0,41.384,-4.266,9.0
Fresno de Cantespino,993,0.6,0.0,41.373,-3.507,9.0
"La Pinilla, Estación de Esquí",1798,1.4,0.0,41.192,-3.475,9.0
San Rafael,1237,2.6,0.0,40.719,-4.212,9.0
Miguelañez,870,5.0,0.0,41.126,-4.376,9.0
Pedraza,1107,7.0,0.2,41.134,-3.79,9.0
Segovia,1008,10.3,0.8,40.945,-4.126,9.0
Aldeanueva de Serrezuela,1135,11.1,0.3,41.464,-3.786,9.0
