id,nombre,lat,lon,provincia,tipo
cantiz,Cantíz,42.9004,-7.1117,Lugo,aldea
cantoblanco,Cantoblanco,39.25,-1.25,Albacete,aldea
cantoral,Cantoral,42.8128,-4.5489,Palencia,aldea
cantoria,Cantoria,37.3515,-2.1921,Almería,base
canyamars,Canyamars,41.6,2.45,Barcelona,aldea
canyamel,Canyamel,39.6586,3.4392,Illes Balears,aldea
canyelles,Canyelles,41.4451,2.1635,Barcelona,base
canyet,Canyet,41.7612,2.9799,Girona,aldea
cap-de-barranch,Cap de Barranch,40.7,-0.1167,Castellón,aldea
cap-martinet,Cap Martinet,38.9186,1.4603,Illes Balears,base
capafonts,Capafonts,41.3,1.0333,Tarragona,base
caparacena,Caparacena,37.2651,-3.7137,Granada,aldea
caparroso,Caparroso,42.3413,-1.6496,Navarra,base
capcanes,Capçanes,41.0993,0.8077,Tarragona,municipio
capdepera,Capdepera,39.7024,3.4353,Illes Balears,base
capdesaso,Capdesaso,41.8429,-0.1832,Huesca,base
capela,Capela,38.6714,-6.8281,Badajoz,aldea
capela-a,"Capela, A",43.4361,-8.0443,A Coruña,municipio
capelada,Capelada,43.6889,-7.9382,A Coruña,aldea
capella,Capella,42.1964,0.3964,Huesca,base
capellades,Capellades,41.5301,1.6865,Barcelona,base
capellania,Capellanía,37.9144,-2.1193,Murcia,aldea
capicorp,Capicorp,40.2,-0.2667,Castellón,aldea
capileira,Capileira,36.9615,-3.3586,Granada,base
capilla,Capilla,38.8204,-5.0842,Badajoz,base
capillas,Capillas,42.0136,-4.8905,Palencia,base
capmany,Capmany,42.3735,2.9203,Girona,base
capolat,Capolat,42.0772,1.7535,Barcelona,base
capones,Capones,38.035,-3.5769,Jaén,aldea
caprala,Caprala,38.5304,-0.7608,Alicante,aldea
capres,Caprés,38.2313,-1.1366,Murcia,aldea
capsec,Capsec,42.2333,2.4833,Girona,aldea
carabana,Carabaña,40.2542,-3.2357,Madrid,base
carabanchel,Carabanchel,40.3909,-3.7242,Madrid,base
carabantes,Carabantes,41.5521,-1.9981,Soria,base
carabanzo,Cárabanzo,43.1858,-5.7862,Asturias,aldea
carabias,Carabias,41.4427,-3.6742,Segovia,aldea
carabusino,Carabusino,40.4479,-6.2844,Cáceres,aldea
caracena,Caracena,41.3832,-3.0915,Soria,base
caracena-del-valle,Caracena del Valle,40.1371,-2.5377,Cuenca,aldea
caracenilla,Caracenilla,40.141,-2.5687,Cuenca,aldea
caracuel,Caracuel,38.8452,-4.0634,Ciudad Real,aldea
caranca,Caranca,42.8666,-3.0746,Araba,aldea
carande,Carande,42.9472,-5.0176,León,aldea
carandia,Carandía,43.3352,-3.9757,Cantabria,aldea
caranga,Caranga,43.2189,-6.038,Asturias,aldea
carangas,Carangas,43.2248,-5.1909,Asturias,aldea
carano,Caraño,43.1301,-7.3033,Lugo,aldea
carantona,Carantoña,43.3664,-8.1692,A Coruña,aldea
caranza,Caranza,43.4836,-8.2035,A Coruña,aldea
caraquiz,Caraquiz,40.7952,-3.4955,Guadalajara,aldea
carasa,Carasa,43.3712,-3.4611,Cantabria,aldea
carasta,Carasta,42.7778,-2.9226,Araba,aldea
carataunas,Carataunas,36.922,-3.4083,Granada,base
caravaca,Caravaca,38.1056,-1.8634,Murcia,base
caravaca-de-la-cruz,Caravaca de la Cruz,37.9912,-2.0348,Murcia,municipio
caravedo,Caravedo,43.4981,-5.727,Asturias,aldea
caraves,Cáraves,43.3152,-4.7294,Asturias,aldea
caravia,Caravia,43.4672,-5.1878,Asturias,municipio
carazo,Carazo,41.9683,-3.3531,Burgos,base
carazuelo,Carazuelo,41.7242,-2.3141,Soria,aldea
carbajal,Carbajal,43.4478,-5.917,Asturias,aldea
carbajal-de-la-legua,Carbajal de la Legua,42.6558,-5.607,León,aldea
carbajal-de-rueda,Carbajal de Rueda,42.6935,-5.1843,León,aldea
carbajales-de-alba,Carbajales de Alba,41.6535,-5.9971,Zamora,base
carbajales-de-la-encomienda,Carbajales de la Encomienda,42.0912,-6.418,Zamora,aldea
carbajalinos,Carbajalinos,42.1303,-6.5018,Zamora,aldea
carbajo,Carbajo,39.6033,-7.1956,Cáceres,base
carbajosa,Carbajosa,42.6361,-5.4738,León,aldea
carbajosa-de-armuna,Carbajosa de Armuña,41.0736,-5.6161,Salamanca,aldea
carbajosa-de-la-sagrada,Carbajosa de la Sagrada,40.9331,-5.6503,Salamanca,base
carballa,Carballa,42.5789,-8.9742,A Coruña,aldea
carballal,Carballal,43.1996,-8.9247,A Coruña,aldea
carballeda,Carballeda,42.3833,-6.8833,Ourense,aldea
carballeda-de-avia,Carballeda de Avia,42.3214,-8.1646,Ourense,base
carballeda-de-valdeorras,Carballeda de Valdeorras,42.3489,-6.8558,Ourense,municipio
carballedo,Carballedo,42.5219,-7.8284,Lugo,base
carballido,Carballido,43.3109,-7.5532,Lugo,aldea
carballo,Carballo,43.213,-8.691,A Coruña,base
carballoblanco,Carballoblanco,43.5167,-7.2333,Lugo,aldea
carbayal,Carbayal,43.5,-5.9,Asturias,aldea
carbayin,Carbayín,43.35,-5.6333,Asturias,aldea
carbellino,Carbellino,41.2298,-6.149,Zamora,base
carboal,Carboal,42.9642,-9.1471,A Coruña,aldea
carboentes,Carboentes,42.6127,-7.97,Pontevedra,aldea
carbonera,Carbonera,42.5926,-4.7363,Palencia,aldea
carbonera-de-frentes,Carbonera de Frentes,41.7538,-2.5523,Soria,aldea
carboneras,Carboneras,36.9967,-1.8965,Almería,base
carboneras-de-guadazaon,Carboneras de Guadazaón,39.8833,-1.8,Cuenca,base
carbonero-de-ahusin,Carbonero de Ahusín,41.0391,-4.2368,Segovia,aldea
carbonero-el-mayor,Carbonero el Mayor,41.1226,-4.2648,Segovia,base
carboneros,Carboneros,38.2296,-3.6314,Jaén,base
carbonills,Carbonills,42.3363,2.723,Girona,aldea
carcabal,Carcabal,43.2696,-3.7507,Cantabria,aldea
carcabon,Carcabón,43.45,-5.95,Asturias,aldea
carcaboso,Carcaboso,40.0497,-6.2138,Cáceres,base
carcabuey,Carcabuey,37.4442,-4.2747,Córdoba,base
carcaixent,Carcaixent,39.1218,-0.4481,Valencia,base
carcar,Cárcar,42.3931,-1.979,Navarra,base
carcastillo,Carcastillo,42.3791,-1.4438,Navarra,base
carcauz,Carcáuz,36.8767,-2.7262,Almería,aldea
carcediel,Carcediel,43.3007,-6.5891,Asturias,aldea
carcedo,Carcedo,43.465,-5.6277,Asturias,aldea
carcedo-de-bureba,Carcedo de Bureba,42.5782,-3.4983,Burgos,base
carcedo-de-burgos,Carcedo de Burgos,42.287,-3.6227,Burgos,base
carcelen,Carcelén,39.102,-1.3088,Albacete,base
carcer,Càrcer,39.0667,-0.5667,Valencia,base
carche,Carche,38.4833,-1.1333,Murcia,aldea
carchelejo,Carchelejo,37.636,-3.6406,Jaén,aldea
carcheles,Cárcheles,37.6533,-3.6362,Jaén,municipio
carchuna,Carchuna,36.7012,-3.4449,Granada,aldea
carda,Carda,43.4908,-5.421,Asturias,aldea
cardama,Cardama,42.9746,-8.3703,A Coruña,aldea
cardano-de-abajo,Cardaño de Abajo,42.921,-4.764,Palencia,aldea
cardano-de-arriba,Cardaño de Arriba,42.9707,-4.7571,Palencia,aldea
cardedeu,Cardedeu,41.6398,2.3574,Barcelona,base
cardeiro,Cardeiro,43.0167,-8.15,A Coruña,aldea
cardejon,Cardejón,41.6645,-2.1202,Soria,aldea
cardell,Cardell,41.4959,0.2058,Huesca,aldea
cardelle,Cardelle,42.4261,-8.2311,Ourense,aldea
cardena,Cardeña,38.2702,-4.3236,Córdoba,base
cardenadijo,Cardeñadijo,42.3022,-3.6678,Burgos,base
cardenajimeno,Cardeñajimeno,42.3304,-3.621,Burgos,base
cardenal,Cardenal,40.3528,-5.4267,Ávila,aldea
cardenas,Cárdenas,42.3746,-2.7673,La Rioja,base
cardenete,Cardenete,39.7667,-1.6833,Cuenca,base
cardenosa,Cardeñosa,40.7424,-4.7458,Ávila,base
cardenosa-de-volpejera,Cardeñosa de Volpejera,42.2321,-4.702,Palencia,base
cardenuela-riopico,Cardeñuela-Ríopico,42.3602,-3.5582,Burgos,aldea
cardes,Cardes,43.3391,-5.3444,Asturias,aldea
cardiel-de-los-montes,Cardiel de los Montes,40.0635,-4.6549,Toledo,base
cardona,Cardona,41.9137,1.6785,Barcelona,base
caregne,Caregné,42.4696,1.1044,Lleida,aldea
careguela,Caregüela,37.5381,-3.1489,Granada,aldea
carelle,Carelle,43.0168,-8.0579,A Coruña,aldea
carenas,Carenas,41.2775,-1.7975,Zaragoza,base
caricedo,Caricedo,42.7006,-2.7632,Burgos,aldea
carija,Carija,36.8779,-5.7312,Cádiz,aldea
carinena,Cariñena,41.3373,-1.2244,Zaragoza,base
carino,Cariño,43.7413,-7.8671,A Coruña,base
cariseda,Cariseda,42.857,-6.6195,León,aldea
caritel,Caritel,42.3797,-8.4639,Pontevedra,aldea
carleo-de-abajo,Carleo de Abajo,42.8416,-8.9476,A Coruña,aldea
carlet,Carlet,39.2266,-0.5214,Valencia,base
carlin,Carlín,43.084,-7.8289,Lugo,aldea
carme,Carme,41.532,1.6207,Barcelona,aldea
carmena,Carmena,39.9556,-4.4015,Toledo,base
carmenes,Cármenes,42.9586,-5.5735,León,base
carmenes-madrid,Cármenes (Madrid),40.4015,-3.7359,Madrid,base
carmoega,Carmoega,42.7833,-8.0833,Pontevedra,aldea
carmona,Carmona,37.4712,-5.6461,Sevilla,base
carmonita,Carmonita,39.1546,-6.3386,Badajoz,base
carnero,Carnero,40.889,-5.8658,Salamanca,aldea
carnoedo,Carnoedo,43.375,-8.2667,A Coruña,aldea
carnota,Carnota,42.8233,-9.0891,A Coruña,base
caroceiro,Caroceiro,43.456,-6.8703,Asturias,aldea
caroi,Caroi,42.4868,-8.4158,Pontevedra,aldea
caroyas,Caroyas,43.5477,-6.4778,Asturias,aldea
carpazas,Carpazás,42.035,-7.9135,Ourense,aldea
carpio,Carpio,41.2133,-5.1091,Valladolid,base
carpio-de-azaba,Carpio de Azaba,40.596,-6.6468,Salamanca,base
carpio-bernardo,Carpio-Bernardo,40.872,-5.518,Salamanca,aldea
carpio-medianero,Carpio-Medianero,40.6619,-5.3572,Ávila,aldea
carracedelo,Carracedelo,42.556,-6.7332,León,base
carracedo,Carracedo,42.2523,-7.063,Ourense,aldea
carracedo-de-compludo,Carracedo de Compludo,42.4674,-6.4353,León,aldea
carracedo-del-monasterio,Carracedo del Monasterio,42.5719,-6.728,León,aldea
carracido,Carracido,42.1773,-8.608,Pontevedra,aldea
carral,Carral,43.2286,-8.3554,A Coruña,base
carramaiza,Carramaiza,37.6434,-2.8489,Granada,aldea
carrandi,Carrandi,43.4616,-5.2718,Asturias,aldea
carranque,Carranque,40.1698,-3.9009,Toledo,base
carranzo,Carranzo,43.3777,-4.629,Asturias,aldea
carrascal,Carrascal,41.4848,-5.8121,Zamora,aldea
carrascal-de-barregas,Carrascal de Barregas,40.9787,-5.7623,Salamanca,base
carrascal-de-cocejon,Carrascal de Cocejón,43.0893,-3.8726,Cantabria,aldea
carrascal-de-la-cuesta,Carrascal de la Cuesta,41.0953,-3.9873,Segovia,aldea
carrascal-de-sanchiricones,Carrascal de Sanchiricones,40.8135,-5.8739,Salamanca,aldea
carrascal-de-velambelez,Carrascal de Velambélez,41.0546,-5.8583,Salamanca,aldea
carrascal-del-obispo,Carrascal del Obispo,40.7638,-5.9991,Salamanca,base
carrascal-del-rio,Carrascal del Río,41.368,-3.8982,Segovia,base
carrascalejo,Carrascalejo,39.6333,-5.2167,Cáceres,base
carrascalejo-de-huebra,Carrascalejo de Huebra,40.72,-6.0542,Salamanca,aldea
carrascalino,Carrascalino,40.8722,-5.7894,Salamanca,aldea
carrasco,Carrasco,41.1055,-6.3863,Salamanca,aldea
carrascosa,Carrascosa,40.5909,-2.1631,Cuenca,base
carrascosa-de-abajo,Carrascosa de Abajo,41.4234,-3.0896,Soria,base
carrascosa-de-haro,Carrascosa de Haro,39.5976,-2.5418,Cuenca,base
carrascosa-de-henares,Carrascosa de Henares,40.9061,-3.0084,Guadalajara,aldea
carrascosa-de-la-sierra,Carrascosa de la Sierra,41.8954,-2.28,Soria,base
carrascosa-de-tajo,Carrascosa de Tajo,40.725,-2.4838,Guadalajara,aldea
carrascosa-del-campo,Carrascosa del Campo,40.0377,-2.7367,Cuenca,aldea
carrascosilla,Carrascosilla,40.1812,-2.6258,Cuenca,aldea
carraspite,Carraspite,36.7834,-4.0163,Málaga,aldea
carrasquilla,Carrasquilla,38.1347,-1.7578,Murcia,aldea
carratraca,Carratraca,36.8529,-4.82,Málaga,base
carraxo,Carraxo,42.0861,-7.5316,Ourense,aldea
carrea,Carrea,43.1446,-6.0713,Asturias,aldea
carrena,Carreña,43.3174,-4.8461,Asturias,base
carrias,Carrias,42.4814,-3.2832,Burgos,base
carriazo,Carriazo,43.4545,-3.6717,Cantabria,aldea
carriches,Carriches,39.9642,-4.4586,Toledo,base
carricola,Carrícola,38.8413,-0.4726,Valencia,base
carril,Carril,42.6139,-8.7762,Pontevedra,aldea
carrio,Carrio,43.4285,-6.7117,Asturias,aldea
carrion-de-calatrava,Carrión de Calatrava,39.019,-3.8168,Ciudad Real,base
carrion-de-los-cespedes,Carrión de los Céspedes,37.3701,-6.3292,Sevilla,base
carrion-de-los-condes,Carrión de los Condes,42.3413,-4.6007,Palencia,base
carrion-y-duenas-de-medina,Carrión y Dueñas de Medina,41.3254,-4.9921,Valladolid,aldea
carrioncillo,Carrioncillo,41.3377,-5.0018,Valladolid,aldea
carrizal,Carrizal,27.9116,-15.4056,Las Palmas,base
carrizo-de-la-ribera,Carrizo de la Ribera,42.584,-5.8288,León,base
carrizosa,Carrizosa,38.842,-2.9925,Ciudad Real,base
carrocera,Carrocera,42.7961,-5.7437,León,base
carrugueiro,Carrugueiro,43.4129,-6.846,Asturias,aldea
cartagena,Cartagena,37.602,-0.984,Murcia,base
cartajima,Cartajima,36.6455,-5.1541,Málaga,base
cartama,Cártama,36.7107,-4.633,Málaga,base
cartaojal,Cartaojal,37.1099,-4.5132,Málaga,aldea
cartavio,Cartavio,43.5474,-6.7886,Asturias,aldea
cartaya,Cartaya,37.2811,-7.1507,Huelva,base
cartea,Cartea,43.1691,-7.1743,Lugo,aldea
carteire,Carteire,42.9,-7.7667,Lugo,aldea
cartella,Cartellà,42.0167,2.7667,Girona,aldea
cartelle,Cartelle,42.2511,-8.0706,Ourense,base
cartes,Cartes,43.326,-4.0689,Cantabria,base
cartirana,Cartirana,42.5318,-0.382,Huesca,aldea
cartuja-baja,Cartuja Baja,41.6025,-0.8246,Zaragoza,aldea
carucedo,Carucedo,42.4903,-6.7656,León,base
carzoa,Carzoá,41.9646,-7.5846,Ourense,aldea
cas-concos,Cas Concos,39.4166,3.1382,Illes Balears,aldea
casa-ale,Casa Ale,39.3,-0.3833,Valencia,aldea
casa-aparicio,Casa Aparicio,38.9594,-1.4038,Albacete,aldea
casa-blanca,Casa Blanca,38.6316,-1.9676,Albacete,aldea
casa-caballos,Casa Caballos,39.0381,-2.0481,Albacete,aldea
casa-canete,Casa Cañete,38.7957,-2.0215,Albacete,aldea
casa-capitan,Casa Capitán,39.0623,-2.0427,Albacete,aldea
casa-caurilla,Casa Caurilla,37.4,-3.7167,Granada,aldea
casa-colorada,Casa Colorada,38.5831,-1.8577,Albacete,aldea
casa-cosa,Casa Cosa,40.3833,-0.75,Teruel,aldea
casa-de-campo,Casa de Campo,40.4236,-3.753,Madrid,base
casa-de-delgado,Casa de Delgado,38.9507,-1.2874,Albacete,aldea
casa-de-eulogio,Casa de Eulogio,40.3191,-3.5465,Madrid,aldea
casa-de-jaime,Casa de Jaime,38.717,-1.3231,Albacete,aldea
casa-de-la-cabeza,Casa de la Cabeza,38.1922,-2.3059,Albacete,aldea
casa-de-la-vega,Casa de la Vega,40.0348,-2.9236,Cuenca,aldea
casa-de-las-tablas,Casa de las Tablas,38.0496,-2.8176,Jaén,aldea
casa-de-los-catalinorros,Casa de los Catalinorros,38.7432,-1.3497,Albacete,aldea
casa-de-los-frailes,Casa de los Frailes,37.9929,-3.4115,Jaén,aldea
casa-de-megina,Casa de Megina,37.3833,-6.1,Sevilla,aldea
casa-de-pena,Casa de Peña,39.2416,-2.3883,Albacete,aldea
casa-de-uceda,Casa de Uceda,40.8411,-3.3685,Guadalajara,base
casa-del-administrador,Casa del Administrador,38.7552,-1.3772,Albacete,aldea
casa-del-cerro,Casa del Cerro,39.0345,-2.5286,Albacete,aldea
casa-del-conde,Casa del Conde,39.1833,-1.3167,Albacete,aldea
casa-del-pino,Casa del Pino,39.3046,-2.6984,Albacete,aldea
casa-grande,Casa Grande,39.0387,-1.9678,Albacete,aldea
casa-jara,Casa Jara,39.25,-1.9833,Albacete,aldea
casa-lloma-rasa,Casa Lloma Rasa,38.8167,-0.7,Valencia,aldea
casa-madres,Casa Madres,39.3065,-2.6157,Albacete,aldea
casa-matao,Casa Matao,39.1106,-2.0959,Albacete,aldea
casa-motor-de-don-pedro,Casa Motor de Don Pedro,39.3167,-0.4333,Valencia,aldea
casa-nova,Casa Nova,41.7861,2.9965,Girona,aldea
casa-nueva,Casa Nueva,39.0833,-2.5333,Albacete,aldea
casa-olivos,Casa Olivos,37.5,-3.5833,Jaén,aldea
casa-puerto-blanco,Casa Puerto Blanco,37.3833,-3.6833,Granada,aldea
casa-rabosa,Casa Rabosa,38.9041,-0.8529,Valencia,aldea
casa-san-vicente,Casa San Vicente,38.8167,-0.6667,Valencia,aldea
casa-sola,Casa Sola,38.6533,-2.0481,Albacete,aldea
casa-villalon,Casa Villalón,37.0256,-6.1339,Sevilla,aldea
casa-zapata,Casa Zapata,39.1145,-2.0282,Albacete,aldea
casa-lluna,Casa-Lluna,40.2711,-0.1495,Castellón,aldea
casabermeja,Casabermeja,36.8926,-4.4294,Málaga,base
casablanca,Casablanca,38.2992,-1.2977,Murcia,aldea
casablanquilla,Casablanquilla,37.5167,-5.8667,Sevilla,aldea
casafranca,Casafranca,40.5927,-5.7604,Salamanca,base
casal,Casal,43.5,-7.0,Asturias,aldea
casalarreina,Casalarreina,42.5491,-2.9099,La Rioja,base
casalgordo,Casalgordo,39.6422,-3.9672,Toledo,aldea
casamaria,Casamaría,43.318,-4.5131,Cantabria,aldea
casanova,Casanova,41.6849,-3.4486,Burgos,aldea
casapapio,Casapapío,43.2511,-5.5446,Asturias,aldea
casar-de-caceres,Casar de Cáceres,39.5611,-6.4194,Cáceres,base
casar-de-palomero,Casar de Palomero,40.2948,-6.257,Cáceres,base
casar-de-talavera,Casar de Talavera,39.9629,-4.918,Toledo,aldea
casarabonela,Casarabonela,36.7862,-4.8428,Málaga,base
casardeita,Casardeita,42.18,-7.9841,Ourense,aldea
casarejo,Casarejo,37.8039,-3.6499,Jaén,aldea
casarejos,Casarejos,41.7965,-3.0325,Soria,base
casares,Casares,36.4469,-5.2858,Málaga,base
casares-de-arbas,Casares de Arbas,42.9392,-5.7779,León,aldea
casares-de-las-hurdes,Casares de las Hurdes,40.4333,-6.2833,Cáceres,base
casariche,Casariche,37.2939,-4.7597,Sevilla,base
casariego,Casariego,43.5528,-6.9451,Asturias,aldea
casarrosa,Casarrosa,38.6036,-2.2828,Albacete,aldea
casarrubios-del-monte,Casarrubios del Monte,40.187,-4.0364,Toledo,base
casarrubuelos,Casarrubuelos,40.1715,-3.831,Madrid,base
casas-altas,Casas Altas,40.0333,-1.2667,Valencia,base
casas-bajas,Casas Bajas,40.0167,-1.2667,Valencia,base
casas-blancas,Casas Blancas,37.8615,-0.8749,Murcia,aldea
casas-carrasco,Casas Carrasco,38.1298,-2.6907,Jaén,aldea
casas-coloradas,Casas Coloradas,38.1709,-1.6548,Murcia,aldea
casas-de-abajo,Casas de Abajo,38.7789,-2.1576,Albacete,aldea
casas-de-abril,Casas de Abril,39.0627,-2.2689,Albacete,aldea
casas-de-alcance,Casas de Alcance,39.25,-1.0833,Valencia,aldea
casas-de-architana,Casas de Architana,38.2835,-1.7869,Murcia,aldea
casas-de-arriba,Casas de Arriba,37.8833,-6.6833,Huelva,aldea
casas-de-belvis,Casas de Belvis,39.8254,-5.5901,Cáceres,aldea
casas-de-benitez,Casas de Benítez,39.3667,-2.1333,Cuenca,base
casas-de-cuadra,Casas de Cuadra,39.4527,-1.2554,Valencia,aldea
casas-de-cuerva,Casas de Cuerva,38.9892,-2.2449,Albacete,aldea
casas-de-don-antonio,Casas de Don Antonio,39.2358,-6.2914,Cáceres,base
casas-de-don-gomez,Casas de Don Gómez,40.0093,-6.6007,Cáceres,base
casas-de-don-juan,Casas de Don Juan,37.8321,-2.4297,Granada,aldea
casas-de-don-pedro,Casas de Don Pedro,39.1082,-5.3308,Badajoz,base
casas-de-echeverri,Casas de Echeverri,43.0015,-1.5165,Navarra,aldea
casas-de-egea,Casas de Egea,37.6985,-1.2115,Murcia,aldea
casas-de-esper,Casas de Esper,42.1695,-0.8042,Zaragoza,aldea
casas-de-fernando-alonso,Casas de Fernando Alonso,39.3507,-2.324,Cuenca,base
casas-de-frias,Casas de Frías,40.3758,-1.6429,Teruel,aldea
casas-de-galiana,Casas de Galiana,38.2799,-0.9134,Alicante,aldea
casas-de-garcimolina,Casas de Garcimolina,40.0,-1.4167,Cuenca,base
casas-de-guijarro,Casas de Guijarro,39.35,-2.1667,Cuenca,base
casas-de-haro,Casas de Haro,39.3336,-2.2727,Cuenca,base
casas-de-ibanez,Casas de Ibáñez,38.4049,-1.0816,Alicante,aldea
casas-de-jordan,Casas de Jordán,38.6092,-0.9082,Alicante,aldea
casas-de-juan-fernandez,Casas de Juan Fernández,39.4,-1.8,Cuenca,aldea
casas-de-juan-gil,Casas de Juan Gil,39.1279,-1.241,Albacete,aldea
casas-de-juan-nunez,Casas de Juan Núñez,39.1019,-1.5582,Albacete,base
casas-de-la-callera,Casas de la Callera,37.2383,-6.4016,Huelva,aldea
casas-de-la-loma,Casas de la Loma,39.3526,-2.2337,Cuenca,aldea
casas-de-la-parra-de-abajo,Casas de la Parra de Abajo,39.2167,-0.6167,Valencia,aldea
casas-de-la-parra-de-arriba,Casas de la Parra de Arriba,39.2333,-0.6333,Valencia,aldea
casas-de-la-pena,Casas de la Peña,38.6777,-1.526,Albacete,aldea
casas-de-lazaro,Casas de Lázaro,38.7706,-2.2404,Albacete,base
casas-de-los-garcias,Casas de los Garcías,37.8346,-1.1848,Murcia,aldea
casas-de-los-losares,Casas de los Losares,38.2262,-1.5639,Murcia,aldea
casas-de-los-pinos,Casas de los Pinos,39.3338,-2.3698,Cuenca,base
casas-de-matias,Casas de Matías,38.6452,-0.9736,Alicante,aldea
casas-de-millan,Casas de Millán,39.8176,-6.3297,Cáceres,base
casas-de-miravete,Casas de Miravete,39.7269,-5.7436,Cáceres,base
casas-de-monleon,Casas de Monleón,40.5677,-5.8361,Salamanca,aldea
casas-de-montoya,Casas de Montoya,39.012,-2.3268,Albacete,aldea
casas-de-moya,Casas de Moya,39.4667,-1.4,Valencia,aldea
casas-de-navancuerda,Casas de Navancuerda,40.4401,-5.3315,Ávila,aldea
casas-de-penen-de-albosa,Casas de Penén de Albosa,39.4,-1.25,Valencia,aldea
casas-de-pradas,Casas de Pradas,39.45,-1.3333,Valencia,aldea
casas-de-reina,Casas de Reina,38.2,-5.9667,Badajoz,base
casas-de-roldan,Casas de Roldán,39.2879,-2.3767,Cuenca,aldea
casas-de-san-galindo,Casas de San Galindo,40.8723,-2.9575,Guadalajara,base
casas-de-santa-cruz,Casas de Santa Cruz,39.4,-1.85,Cuenca,aldea
casas-de-sebastian-perez,Casas de Sebastián Pérez,40.4708,-5.3556,Ávila,aldea
casas-de-tallante,Casas de Tallante,37.6464,-1.1586,Murcia,aldea
casas-de-tornajuelo,Casas de Tornajuelo,37.9799,-2.096,Murcia,aldea
casas-de-torrat,Casas de Torrat,38.6667,0.0667,Alicante,aldea
casas-de-ves,Casas de Ves,39.25,-1.3333,Albacete,base
casas-del-aljibe,Casas del Aljibe,37.7626,-1.3428,Murcia,aldea
casas-del-arroyo,Casas del Arroyo,38.3445,-1.9086,Albacete,aldea
casas-del-castanar,Casas del Castañar,40.1078,-5.9051,Cáceres,base
casas-del-cerro,Casas del Cerro,39.1833,-1.4167,Albacete,aldea
casas-del-civil,Casas del Civil,37.8652,-1.0564,Murcia,aldea
casas-del-conejo,Casas del Conejo,38.4018,-1.2237,Murcia,aldea
casas-del-cura,Casas del Cura,37.8388,-1.0259,Murcia,aldea
casas-del-hondo,Casas del Hondo,37.8,-0.9224,Murcia,aldea
casas-del-jinete,Casas del Jinete,38.5281,-2.0842,Albacete,aldea
casas-del-llano,Casas del Llano,37.7747,-1.2377,Murcia,aldea
casas-del-manco,Casas del Manco,40.0319,-6.1423,Cáceres,aldea
casas-del-molino-alto,Casas del Molino Alto,37.6667,-1.15,Murcia,aldea
casas-del-monte,Casas del Monte,40.2032,-5.9615,Cáceres,base
casas-del-obrero,Casas del Obrero,39.0261,-0.7805,Valencia,aldea
casas-del-olmo,Casas del Olmo,39.3,-1.7667,Cuenca,aldea
casas-del-puerto,Casas del Puerto,40.525,-5.1681,Ávila,municipio
casas-del-puerto-de-villatoro,Casas del Puerto de Villatoro,40.5287,-5.1974,Ávila,aldea
casas-del-rey,Casas del Rey,39.4833,-1.3833,Valencia,aldea
casas-del-rio,Casas del Río,39.3,-1.1333,Valencia,aldea
casas-del-zorra,Casas del Zorra,37.6172,-0.9651,Murcia,aldea
casas-detirma,Casas deTirma,28.0306,-15.724,Las Palmas,aldea
casas-las-basas,Casas Las Basas,39.05,-0.2,Valencia,aldea
casas-los-collados,Casas Los Collados,38.8,-0.85,Valencia,aldea
casas-marques-de-la-encomienda,Casas Marqués de la Encomienda,38.7384,-6.4925,Badajoz,aldea
casas-nuevas,Casas Nuevas,37.9241,-1.5978,Murcia,aldea
casas-pontet,Casas Pontet,38.8,0.0167,Alicante,aldea
casas-valverde,Casas Valverde,40.0833,-6.2,Cáceres,aldea
casas-viejas,Casas Viejas,38.8375,-1.2837,Albacete,aldea
casas-ibanez,Casas-Ibáñez,39.2833,-1.4667,Albacete,base
casasana,Casasana,40.5324,-2.6332,Guadalajara,aldea
casasbuenas,Casasbuenas,39.7612,-4.1256,Toledo,base
casaseca-de-campean,Casaseca de Campeán,41.3743,-5.7465,Zamora,base
casaseca-de-las-chanas,Casaseca de las Chanas,41.4387,-5.6755,Zamora,base
casasimarro,Casasimarro,39.3667,-2.0333,Cuenca,base
casasola,Casasola,42.3667,-7.1333,Ourense,aldea
casasola-de-arion,Casasola de Arión,41.5782,-5.2408,Valladolid,base
casasola-de-la-encomienda,Casasola de la Encomienda,40.8988,-6.182,Salamanca,aldea
casasola-de-rueda,Casasola de Rueda,42.5975,-5.2736,León,aldea
casasola-del-campo,Casasola del Campo,40.7516,-5.9033,Salamanca,aldea
casasuertes,Casasuertes,43.0598,-4.9517,León,aldea
casatejada,Casatejada,39.8864,-5.6819,Cáceres,base
casavegas,Casavegas,43.0223,-4.5127,Palencia,aldea
casavells,Casavells,42.0,3.0333,Girona,aldea
casavieja,Casavieja,40.2833,-4.7667,Ávila,base
casayo,Casayo,42.3408,-6.8052,Ourense,aldea
casbas-de-huesca,Casbas de Huesca,42.1555,-0.1399,Huesca,base
casbas-de-jaca,Casbas de Jaca,42.5617,-0.2924,Huesca,aldea
cascajares,Cascajares,41.3899,-3.4977,Segovia,aldea
cascajares-de-bureba,Cascajares de Bureba,42.6788,-3.2377,Burgos,base
cascajares-de-la-sierra,Cascajares de la Sierra,42.0618,-3.3994,Burgos,base
cascajosa,Cascajosa,41.5853,-2.6798,Soria,aldea
cascante,Cascante,41.9977,-1.681,Navarra,base
