id,nombre,lat,lon,provincia,tipo
las-herreras,Las Herreras,40.6188,-4.2777,Madrid,aldea
las-herrerias,Las Herrerías,37.611,-7.2926,Huelva,aldea
las-higueras,Las Higueras,37.6944,-3.8796,Jaén,aldea
las-hormazas,Las Hormazas,42.5283,-3.8899,Burgos,municipio
las-hortichuelas,Las Hortichuelas,36.8098,-2.6,Almería,aldea
las-hortichuelas-bajas,Las Hortichuelas Bajas,36.8748,-2.0292,Almería,aldea
las-hoyas-del-barranco,Las Hoyas del Barranco,36.7643,-3.1309,Almería,aldea
las-huertas,Las Huertas,39.3517,-7.276,Cáceres,aldea
las-huertecicas-altas,Las Huertecicas Altas,37.2927,-2.2477,Almería,aldea
las-ilces,Las Ilces,43.1148,-4.7692,Cantabria,aldea
las-indias,Las Indias,28.5019,-17.861,Santa Cruz de Tenerife,aldea
las-infantas,Las Infantas,40.0014,-3.682,Madrid,aldea
las-inviernas,Las Inviernas,40.8629,-2.667,Guadalajara,municipio
las-islas,Las Islas,39.2006,-4.2867,Ciudad Real,aldea
las-jarillas,Las Jarillas,37.7806,-5.8432,Sevilla,aldea
las-jaulas,Las Jaulas,37.3167,-1.7833,Almería,aldea
las-juncosas,Las Juncosas,40.2741,-0.4946,Teruel,aldea
las-juntas,Las Juntas,37.6,-2.8333,Granada,aldea
las-labores,Las Labores,39.166,-3.4736,Ciudad Real,municipio
las-laderas,Las Laderas,29.0833,-13.5667,Las Palmas,aldea
las-lagunetas,Las Lagunetas,28.3167,-16.7833,Santa Cruz de Tenerife,aldea
las-lagunillas,Las Lagunillas,37.3555,-4.249,Córdoba,aldea
las-lapas,Las Lapas,38.05,-6.35,Badajoz,aldea
las-llamas,Las Llamas,43.2522,-3.338,Bizkaia,aldea
las-llanadas,Las Llanadas,28.3525,-16.5838,Santa Cruz de Tenerife,aldea
las-llanas,Las Llanas,43.118,-5.9152,Asturias,aldea
las-lomas,Las Lomas,37.4,-2.0,Almería,aldea
las-lomas-de-laston,Las Lomas de Lastón,37.8333,-1.8167,Murcia,aldea
las-majadas,Las Majadas,40.2909,-1.9897,Cuenca,municipio
las-mallas,Las Mallas,37.35,-6.7167,Huelva,aldea
las-manchas,Las Manchas,28.5971,-17.8825,Santa Cruz de Tenerife,aldea
las-manicas,Las Mañicas,36.9723,-2.2944,Almería,aldea
las-maravillas,Las Maravillas,38.0833,-1.7833,Murcia,aldea
las-marinas,Las Marinas,36.7325,-2.6208,Almería,aldea
las-masucas,Las Masucas,41.295,1.6414,Barcelona,aldea
las-matanzas,Las Matanzas,36.9616,-2.2531,Almería,aldea
las-matas,Las Matas,40.5578,-3.8917,Madrid,base
las-medulas,Las Médulas,42.4584,-6.7684,León,aldea
las-mercedes,Las Mercedes,28.5195,-16.2953,Santa Cruz de Tenerife,aldea
las-mesas,Las Mesas,39.3887,-2.7652,Cuenca,base
las-mestas,Las Mestas,40.4255,-6.146,Cáceres,aldea
las-mijaradas,Las Mijaradas,42.4133,-3.5949,Burgos,aldea
las-minas,Las Minas,38.3366,-1.6856,Albacete,aldea
las-mohedas,Las Mohedas,38.6036,-2.2649,Albacete,aldea
las-molineras,Las Molineras,37.4,-2.6833,Granada,aldea
las-monas,Las Monas,43.0694,-5.8435,Asturias,aldea
las-monjas,Las Monjas,39.4667,-1.3,Valencia,aldea
las-montanas,Las Montañas,36.7998,-5.5734,Cádiz,aldea
las-montanetas,Las Montañetas,27.8019,-17.8911,Santa Cruz de Tenerife,aldea
las-morras,Las Morras,38.35,-5.0,Córdoba,aldea
las-munecas,Las Muñecas,42.8528,-5.0275,León,aldea
las-murias,Las Murias,43.309,-6.0806,Asturias,aldea
las-murtas,Las Murtas,38.2747,-1.845,Murcia,aldea
las-navas,Las Navas,36.85,-5.9,Cádiz,aldea
las-navas-de-buitrago,Las Navas de Buitrago,40.9337,-3.5945,Madrid,aldea
las-navas-de-la-concepcion,Las Navas de la Concepción,37.9316,-5.4534,Sevilla,municipio
las-navas-del-marques,Las Navas del Marqués,40.6024,-4.3345,Ávila,base
las-navillas,Las Navillas,39.5588,-4.3569,Ciudad Real,aldea
las-negras,Las Negras,36.8802,-2.0047,Almería,aldea
las-nieves,Las Nieves,38.1167,-6.6667,Badajoz,aldea
las-nogueras,Las Nogueras,39.5833,-1.0833,Valencia,aldea
las-norias,Las Norias,37.4598,-1.8589,Almería,aldea
las-noritas,Las Noritas,38.4167,-6.4,Badajoz,aldea
las-omanas,Las Omañas,42.6849,-5.8539,León,municipio
las-orderias,Las Orderías,43.1518,-6.2204,Asturias,aldea
las-orillas,Las Orillas,37.2833,-1.8333,Almería,aldea
las-pajanosas,Las Pajanosas,37.5667,-6.1,Sevilla,aldea
las-palmas,Las Palmas,28.5823,-16.1655,Santa Cruz de Tenerife,aldea
las-palmas-de-gran-canaria,Las Palmas de Gran Canaria,28.1018,-15.4157,Las Palmas,base
las-palomas,Las Palomas,28.1167,-16.5333,Santa Cruz de Tenerife,aldea
las-parideras,Las Parideras,38.5731,-2.5038,Albacete,aldea
las-parras-de-castellote,Las Parras de Castellote,40.7606,-0.2299,Teruel,municipio
las-parras-de-martin,Las Parras de Martín,40.7938,-0.9308,Teruel,aldea
las-pebradas,Las Pebradas,38.7798,-0.8508,Alicante,aldea
las-pedreras,Las Pedreras,37.591,-1.3595,Murcia,aldea
las-pedroneras,Las Pedroñeras,39.45,-2.6739,Cuenca,base
las-pedrosas,Las Pedrosas,42.0381,-0.8763,Zaragoza,aldea
las-penas-de-riglos,Las Peñas de Riglos,42.4068,-0.7342,Huesca,municipio
las-pilas,Las Pilas,43.4235,-3.6405,Cantabria,aldea
las-piletas,Las Piletas,37.2513,-2.9184,Granada,aldea
las-pinedas,Las Pinedas,37.7091,-4.9481,Córdoba,aldea
las-playas,Las Playas,28.2281,-13.9861,Las Palmas,aldea
las-poblas,Las Poblas,41.3611,1.402,Tarragona,aldea
las-pocicas,Las Pocicas,37.4783,-2.1497,Almería,aldea
las-porquerizas,Las Porquerizas,43.3096,-3.7705,Cantabria,aldea
las-pueblas,Las Pueblas,41.813,0.2912,Huesca,aldea
las-pullas,Las Pullas,38.0675,-1.2583,Murcia,aldea
las-quebradas,Las Quebradas,38.4667,-1.0667,Murcia,aldea
las-quemadas,Las Quemadas,37.8967,-4.7132,Córdoba,aldea
las-quintanas,Las Quintanas,43.3263,-5.7598,Asturias,aldea
las-quintanillas,Las Quintanillas,42.3722,-3.8431,Burgos,aldea
las-rabinadas,Las Rabinadas,39.1888,-4.1526,Ciudad Real,aldea
las-rabinadillas,Las Rabinadillas,39.2373,-4.1641,Ciudad Real,aldea
las-rebolledas,Las Rebolledas,42.4581,-3.7597,Burgos,aldea
las-regueras,Las Regueras,43.4052,-5.9676,Asturias,municipio
las-rosas,Las Rosas,28.0154,-16.6537,Santa Cruz de Tenerife,base
las-rosuelas,Las Rosuelas,37.1245,-4.0432,Granada,aldea
las-rozas-de-madrid,Las Rozas de Madrid,40.4929,-3.8737,Madrid,base
las-rozas-de-valdearroyo,Las Rozas de Valdearroyo,42.9655,-4.0201,Cantabria,municipio
las-ruedas-de-ocon,Las Ruedas de Ocón,42.2923,-2.221,La Rioja,aldea
las-saladas,Las Saladas,38.3,-0.6333,Alicante,aldea
las-salas,Las Salas,42.9352,-5.1043,León,aldea
las-salinas,Las Salinas,38.736,1.4441,Illes Balears,aldea
las-tablas,Las Tablas,40.5065,-3.6723,Madrid,base
las-tejedas,Las Tejedas,42.5072,-6.4069,León,aldea
las-tiendas,Las Tiendas,39.0007,-6.4774,Badajoz,aldea
las-tinas,Las Tinas,42.6,-0.65,Huesca,aldea
las-tinosillas,Las Tiñosillas,39.1658,-4.2716,Ciudad Real,aldea
las-torrecillas,Las Torrecillas,37.1628,-2.7674,Almería,aldea
las-torres,Las Torres,37.3299,-3.6988,Granada,aldea
las-torres-de-aliste,Las Torres de Aliste,41.8393,-6.3097,Zamora,aldea
las-torres-de-cotillas,Las Torres de Cotillas,38.0282,-1.2419,Murcia,base
las-tres-cales,Las Tres Cales,40.9116,0.8094,Tarragona,aldea
las-tres-palmas,Las Tres Palmas,28.1317,-15.5984,Las Palmas,aldea
las-tres-torres,Las Tres Torres,41.3999,2.1293,Barcelona,base
las-tres-villas,Las Tres Villas,37.1594,-2.7216,Almería,municipio
las-uces,Las Uces,41.0923,-6.4718,Salamanca,aldea
las-valeras,Las Valeras,39.8075,-2.147,Cuenca,municipio
las-vallinas,Las Vallinas,43.1833,-5.9667,Asturias,aldea
las-vegas,Las Vegas,28.1433,-16.5476,Santa Cruz de Tenerife,aldea
las-veguillas,Las Veguillas,40.7434,-5.8263,Salamanca,municipio
las-ventanas,Las Ventanas,38.1685,-1.4924,Murcia,aldea
las-ventas,Las Ventas,38.5731,-0.9418,Alicante,aldea
las-ventas-con-pena-aguilera,Las Ventas con Peña Aguilera,39.5697,-4.2321,Toledo,municipio
las-ventas-de-retamosa,Las Ventas de Retamosa,40.1553,-4.1146,Toledo,base
las-ventas-de-san-julian,Las Ventas de San Julián,40.0089,-5.2951,Toledo,aldea
las-vertientes,Las Vertientes,37.5963,-2.3948,Granada,aldea
las-vesgas,Las Vesgas,42.6354,-3.3474,Burgos,aldea
las-viadas,Las Viadas,42.8367,-3.2597,Burgos,aldea
las-villas,Las Villas,40.0667,0.05,Castellón,aldea
las-villas-nuevas,Las Villas Nuevas,39.0084,-2.1184,Albacete,aldea
las-vinas,Las Viñas,37.4023,-3.0112,Granada,aldea
las-vinicas,Las Viñicas,37.1167,-2.0333,Almería,aldea
las-virtudes,Las Virtudes,38.6268,-0.9314,Alicante,aldea
las-viudas,Las Viudas,36.8946,-2.3708,Almería,aldea
las-yeguarizas,Las Yeguarizas,38.5507,-2.2738,Albacete,aldea
las-yeguas,Las Yeguas,38.7,-6.65,Badajoz,aldea
las-zocas,Las Zocas,28.0667,-16.5833,Santa Cruz de Tenerife,aldea
las-zomas,Las Zomas,39.9833,-2.0167,Cuenca,aldea
las-zorreras,Las Zorreras,40.1333,-6.8333,Cáceres,aldea
las-zorrillas,Las Zorrillas,36.8148,-4.1714,Málaga,aldea
lasao,Lasao,43.216,-2.2564,Gipuzkoa,aldea
lasaosa,Lasaosa,42.3794,-0.2598,Huesca,aldea
lasarte,Lasarte,43.2677,-2.0217,Gipuzkoa,base
lasartealdea,Lasartealdea,43.0906,-2.1863,Gipuzkoa,aldea
lascasas,Lascasas,42.0714,-0.3849,Huesca,aldea
lascellas-ponzano,Lascellas-Ponzano,42.0721,-0.0849,Huesca,municipio
lascorz,Lascorz,42.3988,0.3172,Huesca,aldea
lascuarre,Lascuarre,42.1961,0.5201,Huesca,base
lasieso,Lasieso,42.4231,-0.4375,Huesca,aldea
laspaules,Laspaúles,42.4714,0.597,Huesca,base
laspuna,Laspuña,42.5037,0.1544,Huesca,base
lastanosa,Lastanosa,41.8507,-0.0829,Huesca,aldea
lastra-de-las-eras,Lastra de las Eras,43.0519,-3.4336,Burgos,aldea
lastras-de-cuellar,Lastras de Cuéllar,41.2976,-4.1067,Segovia,base
lastras-de-la-torre,Lastras de la Torre,43.0113,-3.2683,Burgos,aldea
lastras-del-pozo,Lastras del Pozo,40.8792,-4.3466,Segovia,base
lastres,Lastres,43.514,-5.2698,Asturias,aldea
lastrilla,Lastrilla,40.3594,-5.4014,Ávila,aldea
lastur,Lastur,43.2507,-2.3336,Gipuzkoa,aldea
lasturbea,Lasturbea,43.2549,-2.3507,Gipuzkoa,aldea
lasturgoia,Lasturgoia,43.247,-2.3162,Gipuzkoa,aldea
latasa,Latasa,42.9546,-1.8228,Navarra,aldea
latedo,Latedo,41.6994,-6.5254,Zamora,aldea
latina,Latina,40.389,-3.7457,Madrid,base
latores,Latores,43.3333,-5.8667,Asturias,aldea
latorre,Latorre,42.3131,0.156,Huesca,aldea
latorrecilla,Latorrecilla,42.4032,0.0859,Huesca,aldea
latras,Latrás,42.4383,-0.4595,Huesca,aldea
laudio-llodio,Laudio/Llodio,43.1432,-2.962,Araba,base
laujar-de-andarax,Laujar de Andarax,36.9952,-2.8903,Almería,base
laurgain,Laurgain,43.2476,-2.163,Gipuzkoa,aldea
lauztierreka,Lauztierreka,42.965,-2.2018,Gipuzkoa,aldea
lavacolla,Lavacolla,42.8947,-8.3868,A Coruña,aldea
lavadores,Lavadores,42.2333,-8.6833,Pontevedra,aldea
lavandera,Lavandera,42.9499,-5.514,León,aldea
lavapies,Lavapiés,40.408,-3.7013,Madrid,base
lavares,Lavares,43.2887,-5.9592,Asturias,aldea
lavelilla,Lavelilla,42.4749,-0.0053,Huesca,aldea
lavern,Lavern,41.3904,1.7725,Barcelona,aldea
lavid-de-ojeda,Lavid de Ojeda,42.6598,-4.3842,Palencia,aldea
lavilla,Lavilla,42.3543,0.3318,Huesca,aldea
laxe,Laxe,43.2202,-9.0063,A Coruña,base
layana,Layana,42.2955,-1.2448,Zaragoza,base
layas,Layas,42.3333,-8.0333,Ourense,aldea
layes,Layés,42.4125,-0.4217,Huesca,aldea
layna,Layna,41.0991,-2.3044,Soria,aldea
layos,Layos,39.777,-4.0645,Toledo,base
layosa,Layosa,42.6333,-7.4167,Lugo,aldea
laza,Laza,42.0614,-7.462,Ourense,base
lazado,Lazado,42.8565,-6.1643,León,aldea
lazagurria,Lazagurría,42.4929,-2.2402,Navarra,base
lazana,Lazana,43.415,-5.9843,Asturias,aldea
lazkao,Lazkao,43.0324,-2.1862,Gipuzkoa,base
lazo,Lazo,43.1698,-9.1193,A Coruña,aldea
lea,Lea,43.05,-7.8167,Lugo,aldea
leaburu,Leaburu,43.1219,-2.0543,Gipuzkoa,base
leache,Leache,42.6072,-1.4073,Navarra,base
learza,Learza,42.6168,-2.1795,Navarra,aldea
lebanza,Lebanza,42.9685,-4.5276,Palencia,aldea
lebena,Lebeña,43.2152,-4.5864,Cantabria,aldea
leboreiro,Leboreiro,42.8881,-7.9666,A Coruña,aldea
leborey,Leborey,42.8221,-7.8151,Lugo,aldea
lebosende,Lebosende,42.3667,-8.1333,Ourense,aldea
lebozan,Lebozán,42.4833,-8.25,Ourense,aldea
lebrancon,Lebrancón,40.7865,-2.0457,Guadalajara,aldea
lebredo,Lebredo,43.4835,-6.8133,Asturias,aldea
lebrija,Lebrija,36.9208,-6.0753,Sevilla,base
lebrujo,Lebrujo,42.8805,-7.3043,Lugo,aldea
lecera,Lécera,41.2049,-0.7113,Zaragoza,base
leces,Leces,43.4641,-5.1102,Asturias,aldea
lechago,Lechago,40.9585,-1.2728,Teruel,aldea
lechon,Lechón,41.0863,-1.2848,Zaragoza,base
lecina,Lecina,42.2294,0.0358,Huesca,aldea
lecinana-de-la-oca,Leciñana de la Oca,42.7593,-2.8626,Araba,aldea
lecinana-de-mena,Leciñana de Mena,43.0926,-3.4022,Burgos,aldea
lecinena,Leciñena,41.7987,-0.6117,Zaragoza,base
ledana,Ledaña,39.3667,-1.7,Cuenca,base
ledanca,Ledanca,40.8688,-2.8434,Guadalajara,base
ledantes,Ledantes,43.07,-4.6916,Cantabria,aldea
ledas-de-arriba,Ledas de Arriba,28.6333,-17.7667,Santa Cruz de Tenerife,aldea
ledesma,Ledesma,41.0883,-6.0018,Salamanca,base
ledesma-de-la-cogolla,Ledesma de la Cogolla,42.3203,-2.719,La Rioja,base
ledesma-de-soria,Ledesma de Soria,41.5974,-2.2087,Soria,aldea
ledigos,Ledigos,42.3548,-4.8648,Palencia,base
ledo,Ledo,43.2615,-3.0894,Bizkaia,aldea
ledoira,Ledoira,43.0167,-8.2333,A Coruña,aldea
ledono,Ledoño,43.2655,-8.4174,A Coruña,aldea
ledrada,Ledrada,40.4688,-5.7204,Salamanca,base
ledrado,Ledrado,42.021,-2.3851,Soria,aldea
leganes,Leganés,40.3272,-3.7635,Madrid,base
leganiel,Leganiel,40.1657,-2.9497,Cuenca,base
legarda,Legarda,42.7118,-1.7685,Navarra,base
legaria,Legaria,42.6492,-2.1739,Navarra,base
legazpi,Legazpi,43.0532,-2.3369,Gipuzkoa,base
legazpi-madrid,Legazpi (Madrid),40.3888,-3.6871,Madrid,base
legizamon,Legizamon,43.2538,-2.8831,Bizkaia,aldea
legorreta,Legorreta,43.0846,-2.1502,Gipuzkoa,base
legutio,Legutio,42.9829,-2.6452,Araba,municipio
leiloyo,Leiloyo,43.2695,-8.7625,A Coruña,aldea
leiman,Leimán,42.7833,-7.4833,Lugo,aldea
leintz-gatzaga,Leintz-Gatzaga,42.9868,-2.5685,Gipuzkoa,base
leioa,Leioa,43.3269,-2.9888,Bizkaia,base
leira,Leira,43.1167,-8.4,A Coruña,aldea
leiras,Leiras,43.2352,-7.2737,Lugo,aldea
leiriella,Leiriella,43.4674,-6.5303,Asturias,aldea
leirio,Leirío,43.3967,-6.9638,Asturias,aldea
leiro,Leiro,42.3745,-8.1566,Ourense,municipio
leis,Leis,43.1156,-9.1552,A Coruña,aldea
leituego,Leituego,43.1328,-7.1596,Lugo,aldea
leitza,Leitza,43.0833,-1.9167,Navarra,base
leitzaran,Leitzaran,43.1345,-1.942,Gipuzkoa,aldea
leiva,Leiva,42.5028,-3.047,La Rioja,base
leixa,Leixa,43.5167,-8.2,A Coruña,aldea
leixazos,Leixazós,42.5333,-7.2,Lugo,aldea
leiz-minota,Leiz-Miñota,43.1491,-2.5525,Bizkaia,aldea
leizotz,Leizotz,43.2089,-1.9914,Gipuzkoa,aldea
lejocairo,Lejocairo,42.85,-7.2167,Lugo,aldea
lekaroz,Lekaroz,43.1464,-1.5397,Navarra,aldea
lekeitio,Lekeitio,43.3642,-2.5049,Bizkaia,base
lekunberri,Lekunberri,43.0005,-1.8926,Navarra,base
lel,Lel,38.4491,-1.0221,Alicante,aldea
lema,Lema,43.2833,-8.6667,A Coruña,aldea
lemaio,Lemaio,43.2585,-8.6415,A Coruña,aldea
lemoa,Lemoa,43.2167,-2.7833,Bizkaia,municipio
lemoiz,Lemoiz,43.4288,-2.8868,Bizkaia,municipio
lena,Lena,43.1,-5.7333,Asturias,municipio
lences,Lences,42.6311,-3.4914,Burgos,aldea
lende-forno,Lende forno,43.383,-6.679,Asturias,aldea
lendepena,Lendepeña,43.5034,-6.299,Asturias,aldea
lendequintana,Lendequintana,43.3978,-6.6956,Asturias,aldea
lendinez,Lendínez,37.7647,-4.1227,Jaén,aldea
lendo,Lendo,43.2833,-8.6,A Coruña,aldea
lendono-de-abajo,Lendoño de Abajo,43.0131,-3.0338,Bizkaia,aldea
lenguar,Lenguar,41.6547,-5.5381,Zamora,aldea
lentegi,Lentegí,36.8361,-3.6743,Granada,base
lentellais,Lentelláis,42.3167,-7.1167,Ourense,aldea
lentille,Lentille,42.3407,-8.1082,Ourense,aldea
lentomil,Lentomil,43.2517,-7.1303,Lugo,aldea
leobalde,Leobalde,43.0333,-8.4667,A Coruña,aldea
leon,León,42.6,-5.5703,León,base
leorio,Leorio,43.4833,-5.6833,Asturias,aldea
leoz,Leoz,42.6448,-1.5197,Navarra,aldea
lepe,Lepe,37.2548,-7.2043,Huelva,base
lerate,Lerate,42.7185,-1.9356,Navarra,aldea
leres,Lerés,42.5831,-0.4495,Huesca,aldea
lerez,Lérez,42.45,-8.6167,Pontevedra,aldea
lerga,Lerga,42.5678,-1.5011,Navarra,base
leria,Lería,42.1308,-2.3176,Soria,aldea
lerin,Lerín,42.4832,-1.9718,Navarra,base
lerma,Lerma,42.0261,-3.7598,Burgos,base
lerono,Leroño,42.7891,-8.7301,A Coruña,aldea
lerruz,Lérruz,42.7881,-1.4947,Navarra,aldea
les,Les,42.8108,0.7105,Lleida,base
les-avellanes,les Avellanes,41.9,0.7667,Lleida,aldea
les-avellanes-i-santa-linya,les Avellanes i Santa Linya,41.9228,0.7976,Lleida,municipio
les-borges-blanques,les Borges Blanques,41.5077,0.8529,Lleida,municipio
les-borges-del-camp,les Borges del Camp,41.1667,1.0167,Tarragona,base
les-cabanyes,Les Cabanyes,41.3667,1.7,Barcelona,aldea
les-candeales,Les Candeales,40.5833,-0.1167,Castellón,aldea
les-cases-d-alcanar,Les Cases d'Alcanar,40.5536,0.5302,Tarragona,base
les-cases-de-l-hostalet,les Cases de l'Hostalet,42.1354,0.6192,Huesca,aldea
les-cases-del-riu,Les Cases del Riu,40.6337,0.2755,Castellón,aldea
les-corts,Les Corts,41.3871,2.1301,Barcelona,base
les-costes,les Costes,42.3398,3.0246,Girona,aldea
les-encies,Les Encies,42.0667,2.5833,Girona,aldea
les-escaules,les Escaules,42.3203,2.8822,Girona,aldea
les-fonts,Les Fonts,41.5262,2.0341,Barcelona,aldea
les-forques,les Forques,42.248,2.9587,Girona,aldea
les-franqueses-del-valles,Les Franqueses del Vallès,41.6193,2.2983,Barcelona,base
les-llosses,les Llosses,42.15,2.1167,Girona,base
les-olives,les Olives,42.3189,2.9961,Girona,aldea
les-oluges,les Oluges,41.6944,1.3393,Lleida,municipio
les-pallargues,les Pallargues,41.7667,1.2,Lleida,aldea
les-piles,les Piles,41.5012,1.3482,Tarragona,municipio
les-planes-d-hostoles,les Planes d'Hostoles,42.0567,2.5409,Girona,base
les-preses,les Preses,42.1451,2.4602,Girona,aldea
les-ramblelles,Les Ramblelles,40.1924,-0.0442,Castellón,aldea
les-roquetes,les Roquetes,41.4481,2.1752,Barcelona,base
les-rotes,Les Rotes,38.8333,0.15,Alicante,aldea
les-salines,les Salines,42.4211,2.7491,Girona,aldea
les-serres,Les Serres,42.0,2.6833,Girona,aldea
les-solanes,Les Solanes,40.5988,-0.1539,Castellón,aldea
les-valls-d-aguilar,les Valls d'Aguilar,42.2977,1.2612,Lleida,municipio
les-valls-de-valira,les Valls de Valira,42.4173,1.4578,Lleida,municipio
lesa,Lesa,43.2334,-8.1635,A Coruña,aldea
lesaka,Lesaka,43.25,-1.7,Navarra,base
lesende,Lesende,42.7919,-8.8207,A Coruña,aldea
leson,Lesón,42.6092,-8.9566,A Coruña,aldea
lesta,Lesta,43.1167,-8.45,A Coruña,aldea
lestedo,Lestedo,42.8733,-7.8147,Lugo,aldea
lestelle,Lestelle,42.813,-8.9642,A Coruña,aldea
leston,Lestón,43.25,-8.55,A Coruña,aldea
letosa,Letosa,42.3385,-0.0602,Huesca,aldea
letur,Letur,38.3663,-2.1021,Albacete,base
letux,Letux,41.2551,-0.8027,Zaragoza,base
leva,Leva,42.9583,-3.705,Burgos,aldea
levinco,Levinco,43.1518,-5.6021,Asturias,aldea
lexartzaga,Lexartzaga,43.2363,-3.0883,Bizkaia,aldea
leza,Leza,42.5655,-2.6332,Araba,base
leza-de-rio-leza,Leza de Río Leza,42.3295,-2.4061,La Rioja,base
lezama,Lezama,43.028,-2.9726,Araba,base
lezaun,Lezaun,42.7774,-1.9938,Navarra,base
lezinana,Leziñana,42.7432,-2.984,Araba,aldea
lezo,Lezo,43.3214,-1.8974,Gipuzkoa,base
lezuza,Lezuza,38.9497,-2.3542,Albacete,base
liano,Liaño,43.3796,-3.8417,Cantabria,aldea
lians,Liáns,43.3339,-8.3518,A Coruña,aldea
libao,Libao,43.35,-2.75,Bizkaia,aldea
libardon,Libardón,43.4302,-5.3127,Asturias,aldea
liboi,Liboi,42.5333,-9.0333,A Coruña,aldea
libran,Librán,42.7282,-6.5038,León,aldea
libre,Libre,42.8992,-7.0111,Lugo,aldea
librilla,Librilla,37.8864,-1.3556,Murcia,base
libros,Libros,40.1631,-1.2336,Teruel,base
liceras,Liceras,41.3794,-3.2437,Soria,base
lidon,Lidón,40.7172,-1.1125,Teruel,base
liebres,Liebres,39.3167,-6.8,Badajoz,aldea
liedena,Liédena,42.6194,-1.2758,Navarra,base
liegos,Liegos,43.0248,-5.0753,León,aldea
lienas,Lieñas,42.2291,-0.3947,Huesca,aldea
liencres,Liencres,43.4601,-3.9291,Cantabria,base
liendo,Liendo,43.4008,-3.3703,Cantabria,base
lier,Lier,42.7632,-7.371,Lugo,aldea
lieres,Lieres,43.3833,-5.5667,Asturias,aldea
lierganes,Liérganes,43.3461,-3.7467,Cantabria,base
lierta,Lierta,42.2463,-0.4919,Huesca,aldea
liesa,Liesa,42.1369,-0.2204,Huesca,aldea
lietor,Liétor,38.5427,-1.9537,Albacete,base
ligonde,Ligonde,42.8588,-7.7788,Lugo,aldea
ligos,Ligos,41.4085,-3.3171,Soria,aldea
liguerre-de-cinca,Ligüerre de Cinca,42.2862,0.2152,Huesca,aldea
liguerzana,Ligüérzana,42.8573,-4.4585,Palencia,aldea
lijar,Lijar,37.2949,-2.2194,Almería,aldea
lijon,Lijón,43.2972,-6.8767,Asturias,aldea
lilla,Lilla,41.3485,1.2124,Tarragona,aldea
lillo,Lillo,39.7233,-3.3062,Toledo,base
lillo-del-bierzo,Lillo del Bierzo,42.7853,-6.6125,León,aldea
limanes,Limanes,43.3667,-5.7833,Asturias,aldea
liminon,Limiñón,43.25,-8.2333,A Coruña,aldea
limodre,Limodre,43.4333,-8.1833,A Coruña,aldea
limones,Limones,37.3843,-3.7802,Granada,aldea
limpias,Limpias,43.364,-3.4178,Cantabria,base
linaran,Liñarán,42.45,-7.5667,Lugo,aldea
linarejos,Linarejos,38.3191,-2.621,Jaén,aldea
linares,Linares,38.0952,-3.636,Jaén,base
linares-de-la-sierra,Linares de la Sierra,37.8796,-6.6232,Huelva,base
linares-de-maderne,Linares de Maderne,43.1929,-7.1041,Lugo,aldea
linares-de-mora,Linares de Mora,40.3216,-0.5747,Teruel,base
linares-de-riofrio,Linares de Riofrío,40.5834,-5.9209,Salamanca,base
linares-del-arroyo,Linares del Arroyo,41.5333,-3.55,Segovia,aldea
linas-de-broto,Linás de Broto,42.6198,-0.1693,Huesca,aldea
linas-de-marcuello,Linás de Marcuello,42.3171,-0.6966,Huesca,aldea
linayo,Liñayo,42.8833,-8.7833,A Coruña,aldea
lincora,Líncora,42.588,-7.7485,Lugo,aldea
lindes,Lindes,43.0854,-5.9045,Asturias,aldea
lindin,Lindín,43.4167,-7.3333,Lugo,aldea
lindoso,Lindoso,42.6676,-7.0019,León,aldea
lindota,Lindota,43.0592,-6.4756,Asturias,aldea
lineiras,Liñeiras,43.3167,-7.2,Lugo,aldea
lineres,Lineres,43.4316,-5.8725,Asturias,aldea
linto,Linto,43.2748,-3.7017,Cantabria,aldea
linyola,Linyola,41.7,0.9167,Lleida,base
linzoain,Linzoáin,42.9632,-1.4367,Navarra,aldea
lira,Lira,42.15,-8.4667,Pontevedra,aldea
lires,Lires,42.9975,-9.2448,A Coruña,aldea
liri,Lirí,42.5355,0.506,Huesca,aldea
liripio,Liripio,42.621,-8.3993,Pontevedra,aldea
lista,Lista,40.432,-3.6758,Madrid,base
litago,Litago,41.8141,-1.7528,Zaragoza,base
litos,Litos,41.9047,-6.0154,Zamora,aldea
lituenigo,Lituénigo,41.8353,-1.762,Zaragoza,base
lizarraga,Lizarraga,42.8746,-2.0366,Navarra,aldea
lizartza,Lizartza,43.1024,-2.0349,Gipuzkoa,base
lizaso,Lizaso,42.9686,-1.686,Navarra,aldea
lizasoain,Lizasoáin,42.8349,-1.7699,Navarra,aldea
lizoain,Lizoáin,42.7987,-1.4675,Navarra,base
llaberia,Llaberia,41.0857,0.8418,Tarragona,aldea
llabia,Llabià,42.0195,3.0874,Girona,aldea
llaborre,Llaborre,42.609,1.1517,Lleida,aldea
llacunes,Llacunes,38.6777,-0.5308,Alicante,aldea
llado,Lladó,42.2477,2.8137,Girona,base
lladorre,Lladorre,42.6804,1.2772,Lleida,municipio
lladros,Lladrós,42.6051,1.2414,Lleida,aldea
lladurs,Lladurs,42.0726,1.4681,Lleida,municipio
llagostera,Llagostera,41.8269,2.8937,Girona,base
llagunes,Llagunes,42.3692,1.1913,Lleida,aldea
llaguno,Llaguno,43.3015,-3.265,Cantabria,aldea
llama-de-colle,Llama de Colle,42.8333,-5.25,León,aldea
