indicativo,nombre,provincia,altitud_m,lat,lon,dist_costa_km,grupo_costa,franja_altitud,region,dia_mas_frio,dia_mas_calido,desfase_invierno_dias,desfase_verano_dias,desfase_invierno_tmin,desfase_verano_tmin,desfase_invierno_tmax,desfase_verano_tmax,verano_termico_ini,verano_termico_fin,verano_termico_dias,invierno_termico_ini,invierno_termico_fin,invierno_termico_dias,cuartil_calido_ini,cuartil_calido_fin,amplitud_anual_c,tmed_min_c,tmed_max_c,fuente
2503B,"OLMEDO, DEPÓSITO DE AGUA",VALLADOLID,786.0,41.28,-4.6919,234.7,interior,500-800,peninsula,8 de enero,31 de julio,18,40,18,38,17,35,29 de junio,25 de agosto,58,9 de diciembre,2 de febrero,56,10 de junio,8 de septiembre,20.21,3.79,24.0,AEMET
2507Y,RUEDA,VALLADOLID,724.0,41.4194,-4.9636,220.9,interior,500-800,peninsula,8 de enero,31 de julio,18,40,25,38,17,40,27 de junio,25 de agosto,60,12 de diciembre,31 de enero,51,10 de junio,8 de septiembre,19.9,4.14,24.04,AEMET
2512Y,RIVILLA DE BARAJAS,AVILA,925.0,40.8822,-5.0186,280.8,interior,800-1200,peninsula,9 de enero,31 de julio,19,40,19,41,18,40,7 de julio,22 de agosto,47,12 de diciembre,3 de febrero,54,11 de junio,9 de septiembre,19.25,4.1,23.35,AEMET
2517A,FUENTE EL SOL,VALLADOLID,755.0,41.1728,-4.9397,247.9,interior,500-800,peninsula,8 de enero,31 de julio,18,40,24,41,17,40,2 de julio,24 de agosto,54,15 de diciembre,31 de enero,48,11 de junio,9 de septiembre,19.64,4.09,23.73,AEMET
2536D,MORALES DEL TORO,ZAMORA,710.0,41.5483,-5.2714,211.0,interior,500-800,peninsula,8 de enero,31 de julio,18,40,25,36,18,40,28 de junio,26 de agosto,60,21 de diciembre,29 de enero,40,11 de junio,9 de septiembre,19.44,4.57,24.01,AEMET
2539,VALLADOLID AEROPUERTO,VALLADOLID,846.0,41.7119,-4.8556,187.6,interior,800-1200,peninsula,8 de enero,31 de julio,18,40,21,38,18,40,20 de julio,14 de agosto,26,2 de diciembre,8 de febrero,69,11 de junio,9 de septiembre,18.87,3.57,22.44,AEMET
2555B,FUENTESAUCO,ZAMORA,811.0,41.2367,-5.4814,244.6,interior,800-1200,peninsula,8 de enero,31 de julio,18,40,24,41,17,40,6 de julio,22 de agosto,48,11 de diciembre,2 de febrero,54,11 de junio,9 de septiembre,19.44,3.94,23.38,AEMET
2568D,"SANTERVÁS DE LA VEGA, VILLAPÚN",PALENCIA,985.0,42.5236,-4.8511,98.1,interior,800-1200,peninsula,11 de enero,31 de julio,21,40,25,41,19,40,,,0,21 de noviembre,5 de marzo,105,11 de junio,9 de septiembre,17.52,3.22,20.74,AEMET
2593D,VILLALÓN DE CAMPOS,VALLADOLID,782.0,42.0942,-5.0411,147.7,interior,500-800,peninsula,10 de enero,31 de julio,20,40,26,40,18,40,5 de julio,22 de agosto,49,4 de diciembre,6 de febrero,65,11 de junio,9 de septiembre,19.72,3.7,23.42,AEMET
2604B,MEDINA DE RIOSECO,VALLADOLID,731.0,41.8758,-5.0403,171.6,interior,500-800,peninsula,10 de enero,31 de julio,20,40,25,36,18,40,12 de julio,19 de agosto,39,3 de diciembre,9 de febrero,69,11 de junio,9 de septiembre,19.41,3.61,23.03,AEMET
2614,ZAMORA,ZAMORA,656.0,41.5156,-5.7353,213.6,interior,500-800,peninsula,8 de enero,31 de julio,18,40,25,41,17,40,21 de junio,3 de septiembre,75,25 de diciembre,27 de enero,34,10 de junio,8 de septiembre,20.15,4.96,25.1,AEMET
2626Y,CUBILLAS DE RUEDA,LEON,916.0,42.62,-5.1933,93.2,interior,800-1200,peninsula,11 de enero,31 de julio,21,40,25,35,19,40,,,0,20 de noviembre,9 de marzo,110,11 de junio,9 de septiembre,17.37,2.83,20.2,AEMET
2661,"LEÓN, VIRGEN DEL CAMINO",LEON,916.0,42.5883,-5.6511,104.1,interior,800-1200,peninsula,10 de enero,31 de julio,20,40,21,37,19,40,,,0,2 de diciembre,20 de febrero,81,11 de junio,9 de septiembre,17.62,3.89,21.51,AEMET
2728B,"QUINTANA DEL CASTILLO, VILLAMECA",LEON,995.0,42.6483,-6.0708,100.3,interior,800-1200,peninsula,11 de enero,31 de julio,21,40,25,35,17,40,,,0,28 de noviembre,24 de febrero,89,11 de junio,9 de septiembre,16.87,3.87,20.74,AEMET
2734D,ASTORGA,LEON,919.0,42.4767,-6.0744,119.4,interior,800-1200,peninsula,9 de enero,31 de julio,19,40,18,37,19,40,,,0,11 de diciembre,3 de febrero,55,11 de junio,9 de septiembre,17.37,4.39,21.76,AEMET
2755X,BENAVENTE,ZAMORA,715.0,42.0108,-5.6667,166.3,interior,500-800,peninsula,8 de enero,31 de julio,18,40,25,35,17,40,30 de junio,24 de agosto,56,21 de diciembre,30 de enero,41,10 de junio,8 de septiembre,19.22,4.56,23.78,AEMET
2863C,PEDRAZA DE ALBA  ,SALAMANCA,897.0,40.7322,-5.3661,280.3,interior,800-1200,peninsula,11 de enero,31 de julio,21,40,21,42,19,40,25 de julio,3 de agosto,10,4 de diciembre,18 de febrero,77,11 de junio,9 de septiembre,18.47,3.63,22.1,AEMET
3013,MOLINA DE ARAGÓN,GUADALAJARA,1062.0,40.8417,-1.8789,185.8,interior,800-1200,peninsula,11 de enero,31 de julio,21,40,21,41,27,37,,,0,20 de noviembre,25 de febrero,98,10 de junio,8 de septiembre,19.37,2.6,21.97,AEMET
3044X,CAÑIZARES,CUENCA,928.0,40.5303,-2.15,188.9,interior,800-1200,peninsula,13 de enero,31 de julio,23,40,23,36,29,40,1 de julio,24 de agosto,55,23 de diciembre,29 de enero,38,11 de junio,9 de septiembre,19.05,4.56,23.61,AEMET
3104Y,RASCAFRÍA,MADRID,1159.0,40.8897,-3.8883,279.1,interior,800-1200,peninsula,15 de enero,31 de julio,25,40,18,36,25,40,,,0,28 de noviembre,26 de febrero,91,11 de junio,9 de septiembre,16.77,3.87,20.64,AEMET
3125Y,SAN SEBASTIÁN DE LOS REYES,MADRID,672.0,40.55,-3.6167,302.7,interior,500-800,peninsula,7 de enero,31 de julio,17,40,18,39,17,40,6 de junio,10 de septiembre,97,,,0,10 de junio,8 de septiembre,21.6,6.44,28.04,AEMET
3170Y,ALCALA DE HENARES,MADRID,605.0,40.5283,-3.2897,276.1,interior,500-800,peninsula,8 de enero,31 de julio,18,40,18,38,17,40,12 de junio,9 de septiembre,90,30 de diciembre,22 de enero,24,11 de junio,9 de septiembre,21.68,5.4,27.08,AEMET
3209Y,BRIHUEGA,GUADALAJARA,835.0,40.7653,-2.8742,255.2,interior,800-1200,peninsula,15 de enero,31 de julio,25,40,21,41,25,34,30 de junio,24 de agosto,56,16 de diciembre,4 de febrero,51,11 de junio,9 de septiembre,19.62,4.49,24.11,AEMET
3330Y,ROZAS DE PUERTO REAL,MADRID,890.0,40.3131,-4.4872,316.8,interior,800-1200,peninsula,15 de enero,31 de julio,25,40,18,51,25,40,26 de junio,1 de septiembre,68,31 de diciembre,22 de enero,23,12 de junio,10 de septiembre,19.52,5.63,25.14,AEMET
3362Y,CASTILLO DE BAYUELA,TOLEDO,560.0,40.1083,-4.6806,289.0,interior,500-800,peninsula,7 de enero,31 de julio,17,40,18,51,17,40,3 de junio,20 de septiembre,110,,,0,11 de junio,9 de septiembre,21.57,7.09,28.66,AEMET
3391,SOTILLO DE LA ADRADA,AVILA,630.0,40.2886,-4.5908,308.8,interior,500-800,peninsula,7 de enero,31 de julio,17,40,18,40,10,40,4 de junio,16 de septiembre,105,,,0,11 de junio,9 de septiembre,20.81,7.29,28.11,AEMET
4007Y,OSSA DE MONTIEL,ALBACETE,905.0,38.9658,-2.745,198.4,interior,800-1200,peninsula,14 de enero,31 de julio,24,40,18,41,28,34,13 de junio,8 de septiembre,88,4 de enero,25 de enero,22,11 de junio,9 de septiembre,21.1,5.57,26.67,AEMET
4138Y,VILLANUEVA DE LOS INFANTES,CIUDAD REAL,900.0,38.7375,-3.0044,192.3,interior,800-1200,peninsula,18 de enero,31 de julio,28,40,30,40,27,37,10 de junio,11 de septiembre,94,,,0,11 de junio,9 de septiembre,21.51,6.17,27.69,AEMET
5038Y,CAZORLA,JAEN,799.0,37.9158,-3.0039,127.5,interior,500-800,peninsula,18 de enero,31 de julio,28,40,29,41,23,34,29 de mayo,27 de septiembre,122,,,0,11 de junio,9 de septiembre,21.35,8.61,29.96,AEMET
5047E,BAZA,GRANADA,785.0,37.5058,-2.735,77.1,interior,500-800,peninsula,8 de enero,31 de julio,18,40,15,40,23,34,10 de junio,11 de septiembre,94,,,0,11 de junio,9 de septiembre,20.81,6.25,27.06,AEMET
5164B,BAEZA,JAEN,771.0,37.9967,-3.4619,138.6,interior,500-800,peninsula,13 de enero,31 de julio,23,40,19,41,28,40,30 de mayo,28 de septiembre,122,,,0,12 de junio,10 de septiembre,21.18,8.41,29.59,AEMET
5165X,TORRES,JAEN,910.0,37.7808,-3.5636,114.7,interior,800-1200,peninsula,18 de enero,31 de julio,28,40,28,41,28,34,8 de junio,13 de septiembre,98,,,0,12 de junio,10 de septiembre,20.55,7.46,28.01,AEMET
5181D,ARROYO DEL OJANCO,JAEN,580.0,38.3147,-2.8897,150.6,interior,500-800,peninsula,13 de enero,31 de julio,23,40,18,41,23,38,30 de mayo,27 de septiembre,121,,,0,13 de junio,11 de septiembre,21.27,8.34,29.61,AEMET
5270B,JAÉN,JAEN,580.0,37.7775,-3.8092,114.3,interior,500-800,peninsula,13 de enero,31 de julio,23,40,23,40,23,34,28 de mayo,1 de octubre,127,,,0,12 de junio,10 de septiembre,20.52,9.08,29.6,AEMET
5279X,LINARES,JAEN,515.0,38.1511,-3.6294,155.8,interior,500-800,peninsula,13 de enero,31 de julio,23,40,23,40,23,34,26 de mayo,1 de octubre,129,,,0,11 de junio,9 de septiembre,21.1,8.94,30.05,AEMET
5281X,BAILÉN,JAEN,345.0,38.0931,-3.7825,149.3,interior,200-500,peninsula,8 de enero,31 de julio,18,40,21,40,17,40,18 de mayo,5 de octubre,141,,,0,12 de junio,10 de septiembre,21.14,9.33,30.47,AEMET
5341C,FUENCALIENTE,CIUDAD REAL,710.0,38.4289,-4.3017,187.7,interior,500-800,peninsula,13 de enero,31 de julio,23,40,24,52,29,40,13 de junio,11 de septiembre,91,,,0,13 de junio,11 de septiembre,19.22,7.63,26.85,AEMET
5346X,CARDEÑA,CORDOBA,720.0,38.1867,-4.2725,160.7,interior,500-800,peninsula,17 de enero,31 de julio,27,40,25,51,27,40,7 de junio,20 de septiembre,106,,,0,13 de junio,11 de septiembre,19.44,8.42,27.85,AEMET
5394X,"CÓRDOBA, EMBALSE DE GUADANUÑO",CORDOBA,525.0,38.0208,-4.7967,148.0,interior,500-800,peninsula,13 de enero,31 de julio,23,40,20,47,23,40,3 de junio,23 de septiembre,113,,,0,13 de junio,11 de septiembre,19.58,8.43,28.01,AEMET
5402,CÓRDOBA AEROPUERTO,CORDOBA,90.0,37.8489,-4.8467,130.8,interior,<200,peninsula,9 de enero,31 de julio,19,40,19,52,18,40,21 de mayo,6 de octubre,139,,,0,13 de junio,11 de septiembre,20.29,9.34,29.63,AEMET
5406X,ALCALÁ LA REAL,JAEN,908.0,37.4975,-3.9081,83.1,interior,800-1200,peninsula,13 de enero,31 de julio,23,40,19,40,28,34,14 de junio,9 de septiembre,88,,,0,12 de junio,10 de septiembre,19.38,7.46,26.84,AEMET
5412X,PRIEGO DE CÓRDOBA,CORDOBA,550.0,37.4847,-4.2078,82.5,interior,500-800,peninsula,9 de enero,31 de julio,19,40,17,40,28,34,3 de junio,20 de septiembre,110,,,0,12 de junio,10 de septiembre,20.16,7.98,28.14,AEMET
5459X,ESPIEL,CORDOBA,465.0,38.1111,-4.9286,160.8,interior,200-500,peninsula,12 de enero,31 de julio,22,40,21,39,22,40,6 de junio,17 de septiembre,104,,,0,12 de junio,10 de septiembre,19.51,7.87,27.38,AEMET
5470,FUENTE PALMERA,CORDOBA,120.0,37.7531,-5.1006,130.0,interior,<200,peninsula,9 de enero,31 de julio,19,40,19,52,16,40,19 de mayo,8 de octubre,143,,,0,13 de junio,11 de septiembre,19.75,10.03,29.78,AEMET
5514,GRANADA BASE AÉREA,GRANADA,687.0,37.1372,-3.6314,43.1,interior,500-800,peninsula,10 de enero,31 de julio,20,40,18,41,22,34,6 de junio,17 de septiembre,104,,,0,12 de junio,10 de septiembre,20.59,7.31,27.9,AEMET
5515D,VÍZNAR,GRANADA,1258.0,37.2369,-3.5506,54.3,interior,>1200,peninsula,19 de enero,31 de julio,29,40,29,41,29,40,22 de junio,3 de septiembre,74,18 de enero,20 de enero,3,13 de junio,11 de septiembre,20.27,5.94,26.21,AEMET
5515X,GRANADA-CARTUJA,GRANADA,775.0,37.1897,-3.5956,48.9,interior,500-800,peninsula,12 de enero,31 de julio,22,40,20,41,22,40,2 de junio,29 de septiembre,120,,,0,14 de junio,12 de septiembre,20.45,8.88,29.33,AEMET
5530E,GRANADA AEROPUERTO,GRANADA,560.0,37.1903,-3.7897,49.0,interior,500-800,peninsula,8 de enero,31 de julio,18,40,16,39,22,34,2 de junio,19 de septiembre,110,,,0,11 de junio,9 de septiembre,21.14,7.08,28.22,AEMET
5641X,ÉCIJA,SEVILLA,130.0,37.5161,-5.085,106.9,interior,<200,peninsula,10 de enero,31 de julio,20,40,19,53,20,40,22 de mayo,9 de octubre,141,,,0,14 de junio,12 de septiembre,19.34,10.22,29.56,AEMET
6032X,RONDA INSTITUTO,MALAGA,760.0,36.75,-5.1686,33.2,interior,500-800,peninsula,26 de enero,31 de julio,36,40,31,47,36,43,10 de junio,18 de septiembre,101,,,0,14 de junio,12 de septiembre,18.48,9.02,27.5,AEMET
6375X,FUENTE DE PIEDRA,MALAGA,420.0,37.1322,-4.7419,54.5,interior,200-500,peninsula,11 de enero,31 de julio,21,40,16,40,27,43,5 de junio,22 de septiembre,110,,,0,14 de junio,12 de septiembre,19.07,8.53,27.61,AEMET
8057C,PEGO,ALICANTE,60.0,38.8467,-0.1183,7.0,litoral,<200,peninsula,9 de enero,31 de julio,19,40,19,44,19,34,24 de mayo,9 de octubre,139,,,0,14 de junio,12 de septiembre,16.12,12.84,28.96,AEMET
8096,CUENCA,CUENCA,949.0,40.0672,-2.1319,165.9,interior,800-1200,peninsula,13 de enero,31 de julio,23,40,18,40,25,34,16 de junio,6 de septiembre,83,4 de enero,21 de enero,18,11 de junio,9 de septiembre,20.75,5.66,26.41,AEMET
8155Y,MOTILLA DEL PALANCAR,CUENCA,830.0,39.5553,-1.9153,136.8,interior,800-1200,peninsula,9 de enero,31 de julio,19,40,18,51,26,34,19 de junio,5 de septiembre,79,28 de diciembre,29 de enero,33,12 de junio,10 de septiembre,20.81,5.15,25.95,AEMET
8245Y,MIRA,CUENCA,815.0,39.7144,-1.4425,98.3,interior,800-1200,peninsula,12 de enero,31 de julio,22,40,17,52,27,40,3 de julio,24 de agosto,53,23 de diciembre,5 de febrero,45,12 de junio,10 de septiembre,19.09,4.54,23.62,AEMET
8354X,ALBARRACÍN,TERUEL,1130.0,40.4197,-1.4414,130.4,interior,800-1200,peninsula,12 de enero,31 de julio,22,40,19,41,28,40,7 de julio,18 de agosto,43,2 de diciembre,22 de febrero,83,11 de junio,9 de septiembre,19.64,3.71,23.35,AEMET
8500A,CASTELLÓ - ALMASSORA,CASTELLON,43.0,39.9572,-0.0719,6.4,litoral,<200,peninsula,11 de enero,31 de julio,21,40,22,43,21,42,2 de junio,1 de octubre,122,,,0,15 de junio,13 de septiembre,15.98,11.48,27.46,AEMET
9027X,SARGENTES DE LA LORA,BURGOS,1017.0,42.7469,-3.8844,75.7,interior,800-1200,peninsula,16 de enero,31 de julio,26,40,23,40,27,39,,,0,18 de noviembre,27 de febrero,102,13 de junio,11 de septiembre,16.71,2.77,19.48,AEMET
9115X,VALDEZCARAY,LA RIOJA,1630.0,42.255,-2.9681,122.4,interior,>1200,peninsula,21 de enero,31 de julio,31,40,31,40,28,40,,,0,6 de noviembre,18 de abril,164,11 de junio,9 de septiembre,15.93,1.26,17.18,AEMET
9121X,HARO,LA RIOJA,465.0,42.5753,-2.8547,88.5,interior,200-500,peninsula,11 de enero,31 de julio,21,40,21,41,20,39,3 de julio,24 de agosto,53,6 de enero,17 de enero,12,11 de junio,9 de septiembre,17.68,5.79,23.47,AEMET
9198X,CANFRANC,HUESCA,1197.0,42.7494,-0.5161,114.1,interior,800-1200,peninsula,16 de enero,31 de julio,26,40,36,39,25,40,,,0,14 de noviembre,15 de marzo,122,9 de junio,7 de septiembre,17.69,2.63,20.32,AEMET
9201K,JACA,HUESCA,823.0,42.5789,-0.5469,123.4,interior,800-1200,peninsula,18 de enero,31 de julio,28,40,28,41,22,40,10 de julio,16 de agosto,38,22 de noviembre,21 de febrero,92,11 de junio,9 de septiembre,19.9,3.22,23.12,AEMET
9374X,SANTA EULALIA DEL CAMPO,TERUEL,1000.0,40.5667,-1.3208,129.9,interior,800-1200,peninsula,11 de enero,31 de julio,21,40,21,41,27,34,2 de julio,22 de agosto,52,2 de diciembre,18 de febrero,79,11 de junio,9 de septiembre,20.39,3.45,23.85,AEMET
9377Y,EL PEDREGAL,GUADALAJARA,1185.0,40.7786,-1.5683,159.6,interior,800-1200,peninsula,17 de enero,31 de julio,27,40,25,41,27,34,9 de julio,17 de agosto,40,1 de diciembre,21 de febrero,83,10 de junio,8 de septiembre,18.97,4.0,22.97,AEMET
9381I,CALAMOCHA,TERUEL,884.0,40.9261,-1.2933,150.3,interior,800-1200,peninsula,9 de enero,31 de julio,19,40,21,41,19,40,28 de junio,24 de agosto,58,9 de diciembre,5 de febrero,59,10 de junio,8 de septiembre,20.27,3.69,23.96,AEMET
9451F,"PANTICOSA, PETROSOS",HUESCA,1850.0,42.7044,-0.2753,133.4,interior,>1200,peninsula,17 de enero,31 de julio,27,40,27,40,27,40,,,0,6 de noviembre,28 de abril,174,10 de junio,8 de septiembre,16.24,1.68,17.92,AEMET
9590D,CAP DE REC,LLEIDA,1940.0,42.4303,1.6675,8.0,litoral,>1200,peninsula,15 de enero,31 de julio,25,40,25,41,19,40,,,0,27 de octubre,6 de mayo,192,10 de junio,8 de septiembre,16.2,0.09,16.29,AEMET
9632X,TUIXENT,LLEIDA,1196.0,42.2303,1.5694,31.6,interior,800-1200,peninsula,16 de enero,31 de julio,26,40,26,40,25,40,,,0,21 de noviembre,26 de febrero,98,10 de junio,8 de septiembre,16.98,3.75,20.72,AEMET
9657X,ESTERRI D'ÀNEU,LLEIDA,952.0,42.625,1.1261,48.2,interior,800-1200,peninsula,11 de enero,31 de julio,21,40,21,35,20,17,,,0,22 de noviembre,20 de febrero,91,9 de junio,7 de septiembre,17.62,3.32,20.93,AEMET
9660,SANT MAURICI (LLAC),LLEIDA,1907.0,42.5808,1.0075,56.6,interior,>1200,peninsula,18 de enero,31 de julio,28,40,35,40,27,40,,,0,30 de octubre,22 de abril,175,10 de junio,8 de septiembre,17.3,0.24,17.54,AEMET
9677,PORT AINÉ,LLEIDA,2410.0,42.41,1.2147,40.3,interior,>1200,peninsula,17 de enero,31 de julio,27,40,27,40,27,40,,,0,1 de octubre,26 de mayo,238,9 de junio,7 de septiembre,17.28,-3.65,13.63,AEMET
9689X,TORRE DE CABDELLA,LLEIDA,1273.0,42.4664,0.9908,57.5,interior,>1200,peninsula,17 de enero,31 de julio,27,40,26,40,27,41,,,0,23 de noviembre,27 de febrero,97,10 de junio,8 de septiembre,16.5,3.96,20.46,AEMET
9707,LLIMIANA,LLEIDA,515.0,42.0669,0.9072,80.4,interior,500-800,peninsula,7 de enero,31 de julio,17,40,22,40,17,40,11 de junio,8 de septiembre,90,3 de diciembre,30 de enero,59,10 de junio,8 de septiembre,22.76,3.73,26.49,AEMET
9729X,MOLLERUSSA,LLEIDA,252.0,41.6169,0.8667,62.5,interior,200-500,peninsula,8 de enero,31 de julio,18,40,23,41,11,40,5 de junio,12 de septiembre,100,24 de diciembre,23 de enero,31,10 de junio,8 de septiembre,21.77,4.95,26.71,AEMET
9814I,"TORLA-ORDESA, EL CEBOLLAR",HUESCA,1905.0,42.6561,-0.1244,146.8,interior,>1200,peninsula,17 de enero,31 de julio,27,40,27,40,27,40,,,0,31 de octubre,1 de mayo,183,10 de junio,8 de septiembre,16.21,1.22,17.44,AEMET
9839V,"CERLER, COGULLA",HUESCA,2374.0,42.555,0.5431,94.2,interior,>1200,peninsula,17 de enero,31 de julio,27,40,27,40,27,40,,,0,11 de octubre,21 de mayo,223,10 de junio,8 de septiembre,15.64,-1.29,14.36,AEMET
9855E,"CAPELLA, LAGUARRES",HUESCA,600.0,42.2014,0.4661,105.9,interior,500-800,peninsula,11 de enero,31 de julio,21,40,24,40,20,40,23 de junio,28 de agosto,67,1 de diciembre,5 de febrero,67,10 de junio,8 de septiembre,21.08,3.61,24.69,AEMET
9866C,BARBASTRO,HUESCA,305.0,42.0214,0.1406,129.6,interior,200-500,peninsula,8 de enero,31 de julio,18,40,29,41,18,40,8 de junio,7 de septiembre,92,22 de diciembre,28 de enero,38,9 de junio,7 de septiembre,21.38,4.61,25.99,AEMET
9894Y,SARIÑENA,HUESCA,300.0,41.7992,-0.1608,126.6,interior,200-500,peninsula,9 de enero,31 de julio,19,40,25,41,17,38,6 de junio,8 de septiembre,95,26 de diciembre,22 de enero,28,9 de junio,7 de septiembre,21.27,5.0,26.27,AEMET
9988B,CAP DE VAQUÈIRA,LLEIDA,2467.0,42.6919,0.9739,62.4,interior,>1200,peninsula,18 de enero,31 de julio,28,40,28,40,28,40,,,0,22 de septiembre,27 de mayo,248,8 de junio,6 de septiembre,16.49,-3.33,13.17,AEMET
0394X,LA VALL DE BIANYA,GIRONA,350.0,42.2106,2.4719,13.4,litoral,200-500,peninsula,11 de enero,30 de julio,21,39,21,35,21,41,21 de junio,31 de agosto,72,6 de enero,18 de enero,13,11 de junio,9 de septiembre,18.69,5.78,24.46,AEMET
0411X,CASTELLÓ D'EMPÚRIES,GIRONA,2.0,42.2247,3.0931,2.2,litoral,<200,peninsula,12 de enero,30 de julio,22,39,21,39,22,49,13 de junio,9 de septiembre,89,,,0,12 de junio,10 de septiembre,17.09,8.4,25.49,AEMET
0421E,ESPOLLA 'LES ALBERES',GIRONA,100.0,42.39,3.0061,7.1,litoral,<200,peninsula,16 de enero,30 de julio,26,39,21,33,26,38,10 de junio,13 de septiembre,96,,,0,12 de junio,10 de septiembre,16.88,9.27,26.15,AEMET
0421X,ESPOLLA,GIRONA,100.0,42.39,3.0061,7.1,litoral,<200,peninsula,12 de enero,30 de julio,22,39,22,39,25,41,9 de junio,12 de septiembre,96,,,0,11 de junio,9 de septiembre,17.15,9.16,26.31,AEMET
0429X,FIGUERES,GIRONA,45.0,42.2592,2.9603,13.5,litoral,<200,peninsula,11 de enero,30 de julio,21,39,21,39,22,39,4 de junio,17 de septiembre,106,,,0,11 de junio,9 de septiembre,17.7,9.35,27.04,AEMET
2624C,RIAÑO,LEON,1090.0,42.9583,-5.0075,54.3,interior,800-1200,peninsula,15 de enero,30 de julio,25,39,31,34,21,40,,,0,18 de noviembre,16 de marzo,119,11 de junio,9 de septiembre,16.87,2.56,19.43,AEMET
3040Y,BETETA,CUENCA,1214.0,40.5717,-2.0764,185.6,interior,>1200,peninsula,14 de enero,30 de julio,24,39,18,41,34,39,25 de julio,3 de agosto,10,15 de noviembre,10 de marzo,116,10 de junio,8 de septiembre,19.53,2.67,22.2,AEMET
5361X,MONTORO,CORDOBA,155.0,38.0133,-4.3303,142.2,interior,<200,peninsula,13 de enero,30 de julio,23,39,20,39,23,34,21 de mayo,1 de octubre,134,,,0,11 de junio,9 de septiembre,20.97,8.85,29.82,AEMET
5788X,"TOMARES, ZAUDÍN",SEVILLA,84.0,37.3617,-6.0597,58.7,interior,<200,peninsula,10 de enero,30 de julio,20,39,19,39,21,39,16 de mayo,11 de octubre,149,,,0,16 de junio,14 de septiembre,17.54,11.43,28.97,AEMET
9501X,VALMADRID,ZARAGOZA,535.0,41.4431,-0.8858,152.5,interior,500-800,peninsula,9 de enero,30 de julio,19,39,21,42,20,39,13 de junio,5 de septiembre,85,,,0,9 de junio,7 de septiembre,19.07,6.48,25.55,AEMET
9638D,COLL DE NARGÓ,LLEIDA,609.0,42.1544,1.3119,49.4,interior,500-800,peninsula,11 de enero,30 de julio,21,39,21,38,22,41,21 de junio,30 de agosto,71,10 de diciembre,2 de febrero,55,10 de junio,8 de septiembre,20.75,4.13,24.88,AEMET
B341X,PORRERES,BALEARES,149.0,39.5061,3.0056,16.5,litoral,<200,baleares,27 de enero,30 de julio,37,39,44,43,37,40,2 de junio,1 de octubre,122,,,0,14 de junio,12 de septiembre,16.65,11.32,27.98,AEMET
0194D,"CORBERA, PUIG D'AGULLES",BARCELONA,647.0,41.4081,1.885,16.9,litoral,500-800,peninsula,16 de enero,29 de julio,26,38,26,38,20,38,13 de junio,5 de septiembre,85,,,0,9 de junio,7 de septiembre,19.27,6.68,25.95,AEMET
0324A,RIPOLL,GIRONA,675.0,42.1914,2.1961,20.5,litoral,500-800,peninsula,11 de enero,29 de julio,21,38,21,35,21,39,28 de junio,21 de agosto,55,3 de diciembre,4 de febrero,64,9 de junio,7 de septiembre,19.41,4.09,23.5,AEMET
0385X,L'ESTARTIT,GIRONA,1.0,42.0539,3.2014,0.7,litoral,<200,peninsula,11 de enero,29 de julio,21,38,21,38,25,38,13 de junio,10 de septiembre,90,,,0,13 de junio,11 de septiembre,15.8,9.6,25.41,AEMET
1178Y,"POSADA DE VALDEÓN, SOTO ",LEON,953.0,43.1453,-4.9317,32.6,interior,800-1200,peninsula,13 de enero,29 de julio,23,38,26,37,18,52,,,0,22 de noviembre,26 de febrero,97,12 de junio,10 de septiembre,14.27,3.33,17.6,AEMET
3319D,PUERTO DEL PICO,AVILA,1285.0,40.3397,-5.0128,290.6,interior,>1200,peninsula,15 de enero,29 de julio,25,38,20,54,25,50,,,0,14 de noviembre,2 de abril,140,12 de junio,10 de septiembre,16.02,2.2,18.22,AEMET
3463Y,TRUJILLO,CACERES,523.0,39.4642,-5.8742,168.7,interior,500-800,peninsula,9 de enero,29 de julio,19,38,18,51,19,40,2 de junio,14 de septiembre,105,,,0,11 de junio,9 de septiembre,19.98,8.4,28.38,AEMET
4220X,PUEBLA DE DON RODRIGO,CIUDAD REAL,533.0,39.0836,-4.6219,225.6,interior,500-800,peninsula,7 de enero,29 de julio,17,38,21,35,17,40,4 de junio,15 de septiembre,104,,,0,11 de junio,9 de septiembre,21.02,6.86,27.88,AEMET
5429X,"CÓRDOBA, PRÁGDENA",CORDOBA,275.0,37.8103,-4.4622,120.3,interior,200-500,peninsula,9 de enero,29 de julio,19,38,19,39,23,34,24 de mayo,5 de octubre,135,,,0,13 de junio,11 de septiembre,20.47,9.28,29.74,AEMET
9195C,"ASTÚN, LA RACA",HUESCA,2276.0,42.7931,-0.5053,112.3,interior,>1200,peninsula,22 de febrero,29 de julio,63,38,63,38,27,38,,,0,18 de octubre,23 de mayo,218,9 de junio,7 de septiembre,17.12,-2.13,14.99,AEMET
9445L,"FORMIGAL, SARRIOS",HUESCA,1800.0,42.7625,-0.3928,121.9,interior,>1200,peninsula,14 de enero,29 de julio,24,38,63,39,23,38,,,0,5 de noviembre,3 de mayo,180,9 de junio,7 de septiembre,16.39,1.26,17.65,AEMET
9726E,LLORAC,TARRAGONA,657.0,41.5572,1.3094,44.9,interior,500-800,peninsula,11 de enero,29 de julio,21,38,25,33,21,39,16 de julio,14 de agosto,30,28 de noviembre,22 de febrero,87,12 de junio,10 de septiembre,19.32,3.19,22.51,AEMET
