indicativo,nombre,provincia,altitud_m,lat,lon,dist_costa_km,grupo_costa,franja_altitud,region,dia_mas_frio,dia_mas_calido,desfase_invierno_dias,desfase_verano_dias,desfase_invierno_tmin,desfase_verano_tmin,desfase_invierno_tmax,desfase_verano_tmax,verano_termico_ini,verano_termico_fin,verano_termico_dias,invierno_termico_ini,invierno_termico_fin,invierno_termico_dias,cuartil_calido_ini,cuartil_calido_fin,amplitud_anual_c,tmed_min_c,tmed_max_c,fuente
2918Y,EL MAÍLLO,SALAMANCA,1027.0,40.5694,-6.2236,236.5,interior,800-1200,peninsula,15 de enero,10 de agosto,25,50,23,53,25,50,24 de julio,2 de agosto,10,27 de diciembre,30 de enero,35,13 de junio,11 de septiembre,17.12,5.12,22.24,AEMET
2926B,BAÑOBÁREZ,SALAMANCA,748.0,40.8514,-6.6089,191.4,interior,500-800,peninsula,11 de enero,10 de agosto,21,50,31,52,18,50,18 de julio,20 de agosto,34,24 de diciembre,31 de enero,39,13 de junio,11 de septiembre,17.82,4.87,22.69,AEMET
2945A,EL BODÓN BASE AÉREA,SALAMANCA,805.0,40.485,-6.5769,224.5,interior,800-1200,peninsula,8 de enero,10 de agosto,18,50,20,34,18,50,19 de julio,17 de agosto,30,20 de diciembre,29 de enero,41,12 de junio,10 de septiembre,17.93,4.57,22.5,AEMET
2946X,SAELICES EL CHICO,SALAMANCA,680.0,40.635,-6.6,210.1,interior,500-800,peninsula,9 de enero,10 de agosto,19,50,25,49,19,50,27 de junio,30 de agosto,65,3 de enero,21 de enero,19,11 de junio,9 de septiembre,18.54,5.63,24.17,AEMET
2966D,ALCAÑICES,ZAMORA,840.0,41.6833,-6.3014,163.0,interior,800-1200,peninsula,9 de enero,10 de agosto,19,50,20,51,9,50,20 de julio,18 de agosto,30,12 de diciembre,29 de enero,49,12 de junio,10 de septiembre,17.59,4.86,22.45,AEMET
2969U,A GUDIÑA,OURENSE,910.0,42.0272,-7.1831,83.5,interior,800-1200,peninsula,9 de enero,10 de agosto,19,50,20,52,19,49,,,0,12 de diciembre,29 de enero,49,13 de junio,11 de septiembre,16.93,5.01,21.94,AEMET
3386A,NAVALVILLAR DE IBOR,CACERES,923.0,39.5917,-5.3917,205.6,interior,800-1200,peninsula,15 de enero,10 de agosto,25,50,24,51,25,50,22 de junio,5 de septiembre,76,,,0,13 de junio,11 de septiembre,19.32,6.63,25.95,AEMET
3422D,CANDELEDA,AVILA,350.0,40.1392,-5.3114,257.8,interior,200-500,peninsula,7 de enero,10 de agosto,17,50,18,51,17,50,4 de junio,20 de septiembre,109,,,0,12 de junio,10 de septiembre,20.17,7.64,27.81,AEMET
3423I,MADRIGAL DE LA VERA,CACERES,464.0,40.1539,-5.3733,256.2,interior,200-500,peninsula,7 de enero,10 de agosto,17,50,18,51,17,50,5 de junio,23 de septiembre,111,,,0,14 de junio,12 de septiembre,20.68,7.83,28.51,AEMET
3434X,NAVALMORAL DE LA MATA,CACERES,269.0,39.9458,-5.5825,227.1,interior,200-500,peninsula,8 de enero,10 de agosto,18,50,23,38,14,50,1 de junio,20 de septiembre,112,,,0,11 de junio,9 de septiembre,21.0,7.03,28.03,AEMET
3436D,GARGANTA LA OLLA,CACERES,690.0,40.1111,-5.7847,234.8,interior,500-800,peninsula,8 de enero,10 de agosto,18,50,20,51,17,50,15 de junio,10 de septiembre,88,,,0,13 de junio,11 de septiembre,19.2,7.79,26.98,AEMET
3448X,SERRADILLA,CACERES,406.0,39.8208,-6.1275,193.3,interior,200-500,peninsula,8 de enero,10 de agosto,18,50,20,50,17,40,2 de junio,25 de septiembre,116,,,0,12 de junio,10 de septiembre,20.68,7.71,28.39,AEMET
3469A,CÁCERES,CACERES,394.0,39.4714,-6.3389,150.5,interior,200-500,peninsula,8 de enero,10 de agosto,18,50,18,51,18,50,3 de junio,24 de septiembre,114,,,0,12 de junio,10 de septiembre,19.9,8.12,28.02,AEMET
3475X,CAÑAVERAL,CACERES,373.0,39.7906,-6.3764,183.1,interior,200-500,peninsula,8 de enero,10 de agosto,18,50,18,50,17,40,30 de mayo,30 de septiembre,124,,,0,12 de junio,10 de septiembre,20.32,8.48,28.79,AEMET
3504X,HERVÁS,CACERES,724.0,40.265,-5.8611,247.7,interior,500-800,peninsula,15 de enero,10 de agosto,25,50,20,51,25,50,26 de junio,5 de septiembre,72,,,0,13 de junio,11 de septiembre,18.24,6.98,25.22,AEMET
3512X,MONTEHERMOSO,CACERES,351.0,40.0808,-6.3389,215.0,interior,200-500,peninsula,8 de enero,10 de agosto,18,50,20,51,17,50,4 de junio,18 de septiembre,107,,,0,12 de junio,10 de septiembre,19.6,7.89,27.49,AEMET
3514B,TORNAVACAS,CACERES,991.0,40.2586,-5.6783,253.5,interior,800-1200,peninsula,15 de enero,10 de agosto,25,50,25,51,25,50,28 de junio,2 de septiembre,67,,,0,13 de junio,11 de septiembre,18.42,6.66,25.08,AEMET
3516X,PIORNAL,CACERES,1260.0,40.1208,-5.8325,234.0,interior,>1200,peninsula,15 de enero,10 de agosto,25,50,25,50,25,50,13 de julio,22 de agosto,41,25 de diciembre,4 de febrero,42,13 de junio,11 de septiembre,18.34,5.22,23.57,AEMET
3519X,PLASENCIA,CACERES,415.0,40.0431,-6.0858,217.6,interior,200-500,peninsula,7 de enero,10 de agosto,17,50,20,50,10,50,29 de mayo,30 de septiembre,125,,,0,12 de junio,10 de septiembre,20.7,8.52,29.23,AEMET
3526X,CORIA,CACERES,313.0,40.0036,-6.5575,202.6,interior,200-500,peninsula,8 de enero,10 de agosto,18,50,18,49,17,40,30 de mayo,27 de septiembre,121,,,0,11 de junio,9 de septiembre,20.19,8.36,28.55,AEMET
3531X,TORRECILLA DE LOS ANGELES,CACERES,459.0,40.255,-6.4117,232.4,interior,200-500,peninsula,8 de enero,10 de agosto,18,50,20,51,17,37,15 de junio,10 de septiembre,88,,,0,13 de junio,11 de septiembre,18.92,7.73,26.65,AEMET
3536X,HOYOS,CACERES,560.0,40.1747,-6.7244,219.5,interior,500-800,peninsula,9 de enero,10 de agosto,19,50,20,49,19,50,11 de junio,11 de septiembre,93,,,0,13 de junio,11 de septiembre,19.01,8.26,27.27,AEMET
3540X,ZARZA LA MAYOR,CACERES,336.0,39.8714,-6.86,185.0,interior,200-500,peninsula,8 de enero,10 de agosto,18,50,18,49,17,50,2 de junio,27 de septiembre,118,,,0,13 de junio,11 de septiembre,19.58,8.45,28.03,AEMET
3562X,ALISEDA,CACERES,321.0,39.4275,-6.7364,136.9,interior,200-500,peninsula,8 de enero,10 de agosto,18,50,18,51,18,50,2 de junio,24 de septiembre,115,,,0,12 de junio,10 de septiembre,19.99,7.9,27.89,AEMET
3565X,BROZAS,CACERES,425.0,39.6181,-6.745,157.8,interior,200-500,peninsula,8 de enero,10 de agosto,18,50,18,51,17,50,7 de junio,20 de septiembre,106,,,0,13 de junio,11 de septiembre,19.02,8.18,27.19,AEMET
3576X,VALENCIA DE ALCÁNTARA,CACERES,444.0,39.4147,-7.2311,135.4,interior,200-500,peninsula,8 de enero,10 de agosto,18,50,18,51,18,50,11 de junio,12 de septiembre,94,,,0,13 de junio,11 de septiembre,18.46,8.0,26.46,AEMET
4210Y,ABENÓJAR,CIUDAD REAL,718.0,38.8981,-4.2919,239.6,interior,500-800,peninsula,10 de enero,10 de agosto,20,50,21,51,20,40,8 de junio,14 de septiembre,99,,,0,12 de junio,10 de septiembre,21.15,6.49,27.63,AEMET
4236Y,PUERTO REY,CACERES,689.0,39.4506,-5.0264,217.6,interior,500-800,peninsula,11 de enero,10 de agosto,21,50,21,51,25,34,4 de junio,16 de septiembre,105,,,0,11 de junio,9 de septiembre,20.8,7.08,27.88,AEMET
4244X,HERRERA DEL DUQUE,BADAJOZ,447.0,39.1694,-5.0622,196.9,interior,200-500,peninsula,10 de enero,10 de agosto,20,50,21,35,17,50,31 de mayo,24 de septiembre,117,,,0,11 de junio,9 de septiembre,20.77,7.61,28.39,AEMET
4339X,CAÑAMERO,CACERES,590.0,39.3142,-5.3689,185.3,interior,500-800,peninsula,15 de enero,10 de agosto,25,50,21,53,25,50,9 de junio,16 de septiembre,100,,,0,13 de junio,11 de septiembre,19.0,7.85,26.85,AEMET
4340,NAVALVILLAR DE PELA,BADAJOZ,313.0,39.1033,-5.4614,164.4,interior,200-500,peninsula,11 de enero,10 de agosto,21,50,21,38,20,50,29 de mayo,28 de septiembre,123,,,0,11 de junio,9 de septiembre,20.03,8.34,28.38,AEMET
4347X,ZORITA,CACERES,413.0,39.2828,-5.7103,161.8,interior,200-500,peninsula,10 de enero,10 de agosto,20,50,21,53,25,50,1 de junio,30 de septiembre,122,,,0,13 de junio,11 de septiembre,19.56,8.65,28.21,AEMET
4362X,RETAMAL DE LLERENA,BADAJOZ,474.0,38.5764,-5.8458,105.7,interior,200-500,peninsula,4 de enero,10 de agosto,14,50,32,51,14,50,5 de junio,11 de septiembre,99,,,0,9 de junio,7 de septiembre,19.93,8.28,28.2,AEMET
4395X,VILLAFRANCA DE LOS BARROS,BADAJOZ,430.0,38.5517,-6.3067,69.1,interior,200-500,peninsula,10 de enero,10 de agosto,20,50,20,53,27,50,8 de junio,12 de septiembre,97,,,0,12 de junio,10 de septiembre,18.52,7.94,26.46,AEMET
4410X,MÉRIDA,BADAJOZ,228.0,38.9158,-6.3856,93.5,interior,200-500,peninsula,9 de enero,10 de agosto,19,50,20,53,19,50,30 de mayo,27 de septiembre,121,,,0,11 de junio,9 de septiembre,18.51,8.88,27.39,AEMET
4436Y,ALMENDRALEJO,BADAJOZ,371.0,38.6889,-6.3611,75.1,interior,200-500,peninsula,10 de enero,10 de agosto,20,50,21,51,20,50,1 de junio,26 de septiembre,118,,,0,12 de junio,10 de septiembre,19.14,8.48,27.63,AEMET
4452,BADAJOZ AEROPUERTO,BADAJOZ,186.0,38.8833,-6.8139,76.1,interior,<200,peninsula,9 de enero,10 de agosto,19,50,21,53,19,50,29 de mayo,29 de septiembre,124,,,0,13 de junio,11 de septiembre,18.75,8.88,27.63,AEMET
4464X,ALBURQUERQUE,BADAJOZ,283.0,39.1819,-6.9953,108.1,interior,200-500,peninsula,8 de enero,10 de agosto,18,50,20,53,19,50,8 de junio,20 de septiembre,105,,,0,14 de junio,12 de septiembre,18.11,8.4,26.51,AEMET
4468X,PUEBLA DE OBANDO,BADAJOZ,392.0,39.1767,-6.6008,112.2,interior,200-500,peninsula,10 de enero,10 de agosto,20,50,21,50,19,50,9 de junio,18 de septiembre,102,,,0,14 de junio,12 de septiembre,18.39,8.32,26.71,AEMET
4478X,BADAJOZ,BADAJOZ,174.0,38.8861,-7.0094,75.2,interior,<200,peninsula,8 de enero,10 de agosto,18,50,23,53,19,50,30 de mayo,30 de septiembre,124,,,0,14 de junio,12 de septiembre,18.98,8.94,27.92,AEMET
4486X,OLIVENZA,BADAJOZ,275.0,38.6975,-7.0844,54.7,interior,200-500,peninsula,8 de enero,10 de agosto,18,50,18,53,19,50,2 de junio,30 de septiembre,121,,,0,14 de junio,12 de septiembre,18.65,8.86,27.51,AEMET
4489X,ALCONCHEL,BADAJOZ,170.0,38.4847,-7.2819,39.2,interior,<200,peninsula,10 de enero,10 de agosto,20,50,23,53,19,50,2 de junio,29 de septiembre,120,,,0,14 de junio,12 de septiembre,17.61,9.33,26.94,AEMET
4492F,BARCARROTA,BADAJOZ,377.0,38.4728,-6.9233,29.5,litoral,200-500,peninsula,13 de enero,10 de agosto,23,50,23,53,27,50,9 de junio,17 de septiembre,101,,,0,14 de junio,12 de septiembre,17.9,8.49,26.4,AEMET
4497X,VILLANUEVA DEL FRESNO,BADAJOZ,247.0,38.3722,-7.1581,22.7,litoral,200-500,peninsula,13 de enero,10 de agosto,23,50,23,53,23,50,3 de junio,29 de septiembre,119,,,0,17 de junio,15 de septiembre,17.2,9.75,26.94,AEMET
4511C,JEREZ DE LOS CABALLEROS,BADAJOZ,381.0,38.2986,-6.765,20.3,litoral,200-500,peninsula,13 de enero,10 de agosto,23,50,23,53,28,50,5 de junio,25 de septiembre,113,,,0,14 de junio,12 de septiembre,18.25,9.02,27.28,AEMET
4520X,FREGENAL DE LA SIERRA,BADAJOZ,586.0,38.1783,-6.6617,26.1,litoral,500-800,peninsula,13 de enero,10 de agosto,23,50,21,53,28,50,25 de junio,6 de septiembre,74,,,0,15 de junio,13 de septiembre,17.07,7.65,24.72,AEMET
4527X,AROCHE,HUELVA,267.0,37.9803,-6.9758,5.3,litoral,200-500,peninsula,13 de enero,10 de agosto,23,50,23,54,27,50,14 de junio,13 de septiembre,92,,,0,15 de junio,13 de septiembre,17.18,8.58,25.76,AEMET
4589X,"ALOSNO, THARSIS",HUELVA,276.0,37.5978,-7.1194,29.7,litoral,200-500,peninsula,14 de enero,10 de agosto,24,50,24,53,24,48,3 de junio,1 de octubre,121,,,0,17 de junio,15 de septiembre,16.02,10.8,26.82,AEMET
C648C,AGÜIMES,LAS PALMAS,306.0,27.9025,-15.4539,6.3,litoral,200-500,canarias,22 de enero,10 de agosto,32,50,34,55,31,50,14 de junio,26 de octubre,135,,,0,1 de julio,29 de septiembre,9.96,17.23,27.19,AEMET
C916Q,"EL PINAR, DEPÓSITO",SANTA CRUZ DE TENERIFE,948.0,27.7189,-17.9781,1.8,litoral,800-1200,canarias,21 de enero,10 de agosto,31,50,35,50,31,50,9 de julio,1 de septiembre,55,,,0,29 de junio,27 de septiembre,12.52,11.72,24.24,AEMET
C917E,"EL PINAR, LA DEHESA",SANTA CRUZ DE TENERIFE,713.0,27.7253,-18.115,1.8,litoral,500-800,canarias,21 de enero,10 de agosto,31,50,35,52,31,49,11 de julio,5 de septiembre,57,,,0,3 de julio,12 de septiembre,9.98,14.36,24.34,AEMET
0076,BARCELONA AEROPUERTO,BARCELONA,4.0,41.2928,2.07,0.3,litoral,<200,peninsula,12 de enero,9 de agosto,22,49,22,52,26,49,7 de junio,23 de septiembre,109,,,0,15 de junio,13 de septiembre,16.53,10.17,26.7,AEMET
0244X,VILASSAR DE DALT,BARCELONA,56.0,41.505,2.3625,0.8,litoral,<200,peninsula,16 de enero,9 de agosto,26,49,30,52,35,49,6 de junio,25 de septiembre,112,,,0,15 de junio,13 de septiembre,15.62,11.02,26.64,AEMET
1183X,LLANES,ASTURIAS,10.0,43.4203,-4.7481,1.0,litoral,<200,peninsula,21 de enero,9 de agosto,31,49,24,41,31,52,,,0,,,0,22 de junio,20 de septiembre,10.31,10.48,20.79,AEMET
1283U,CABO BUSTO,ASTURIAS,60.0,43.5692,-6.47,0.1,litoral,<200,peninsula,21 de enero,9 de agosto,31,49,30,50,31,43,,,0,,,0,25 de junio,23 de septiembre,9.36,10.44,19.8,AEMET
1342X,RIBADEO,LUGO,43.0,43.5406,-7.0831,1.1,litoral,<200,peninsula,15 de enero,9 de agosto,25,49,20,49,25,53,,,0,,,0,24 de junio,22 de septiembre,9.64,10.24,19.87,AEMET
1344X,MONDOÑEDO,LUGO,125.0,43.4314,-7.3617,16.9,litoral,<200,peninsula,10 de enero,9 de agosto,20,49,20,49,25,53,,,0,,,0,21 de junio,19 de septiembre,11.09,9.01,20.1,AEMET
1347T,BURELA,LUGO,80.0,43.6511,-7.3572,0.6,litoral,<200,peninsula,20 de enero,9 de agosto,30,49,36,49,31,47,,,0,,,0,26 de junio,24 de septiembre,9.38,10.73,20.11,AEMET
1387E,A CORUÑA AEROPUERTO,A CORUÑA,98.0,43.3069,-8.3719,8.1,litoral,<200,peninsula,20 de enero,9 de agosto,30,49,30,49,26,52,,,0,,,0,22 de junio,20 de septiembre,10.61,9.5,20.11,AEMET
1390X,"CARBALLO, DEPURADORA",A CORUÑA,98.0,43.2036,-8.7111,9.6,litoral,<200,peninsula,20 de enero,9 de agosto,30,49,30,43,27,52,,,0,,,0,20 de junio,18 de septiembre,10.02,9.12,19.14,AEMET
1399,VIMIANZO,A CORUÑA,287.0,43.0575,-9.0469,13.7,litoral,200-500,peninsula,10 de enero,9 de agosto,20,49,30,48,26,53,,,0,,,0,21 de junio,19 de septiembre,10.02,8.94,18.96,AEMET
1435C,NOIA,A CORUÑA,128.0,42.8003,-8.8761,12.3,litoral,<200,peninsula,10 de enero,9 de agosto,20,49,20,49,20,49,,,0,,,0,21 de junio,19 de septiembre,11.37,9.86,21.23,AEMET
1442U,BOIRO,A CORUÑA,10.0,42.6439,-8.8922,3.7,litoral,<200,peninsula,10 de enero,9 de agosto,20,49,23,36,20,49,,,0,,,0,15 de junio,13 de septiembre,12.01,9.68,21.69,AEMET
1468X,A ESTRADA,PONTEVEDRA,269.0,42.6936,-8.5019,24.6,litoral,200-500,peninsula,10 de enero,9 de agosto,20,49,30,36,21,52,,,0,,,0,18 de junio,16 de septiembre,13.01,8.32,21.33,AEMET
1473A,PADRÓN,A CORUÑA,100.0,42.7383,-8.6272,17.9,litoral,<200,peninsula,9 de enero,9 de agosto,19,49,30,49,18,49,,,0,,,0,19 de junio,17 de septiembre,13.28,8.72,22.0,AEMET
1476R,"ROIS, CASAS DO PORTO",A CORUÑA,210.0,42.7497,-8.7147,14.1,litoral,200-500,peninsula,10 de enero,9 de agosto,20,49,20,49,19,49,,,0,,,0,19 de junio,17 de septiembre,11.81,9.13,20.94,AEMET
1477V,VILAGARCÍA DE AROUSA,PONTEVEDRA,32.0,42.5847,-8.7747,1.4,litoral,<200,peninsula,10 de enero,9 de agosto,20,49,30,49,20,49,8 de agosto,10 de agosto,3,,,0,18 de junio,16 de septiembre,11.78,10.24,22.02,AEMET
1484C,PONTEVEDRA,PONTEVEDRA,113.0,42.4383,-8.6158,12.8,litoral,<200,peninsula,10 de enero,9 de agosto,20,49,20,32,21,49,,,0,,,0,19 de junio,17 de septiembre,11.88,9.75,21.63,AEMET
1489A,A LAMA,PONTEVEDRA,395.0,42.4069,-8.4511,24.7,litoral,200-500,peninsula,10 de enero,9 de agosto,20,49,19,32,23,52,,,0,,,0,18 de junio,16 de septiembre,12.66,7.73,20.39,AEMET
1496X,VIGO,PONTEVEDRA,120.0,42.2306,-8.7242,5.4,litoral,<200,peninsula,10 de enero,9 de agosto,20,49,23,32,20,49,,,0,,,0,21 de junio,19 de septiembre,10.75,10.8,21.55,AEMET
1518A,LUGO,LUGO,442.0,42.9983,-7.5525,67.1,interior,200-500,peninsula,10 de enero,9 de agosto,20,49,20,36,17,49,,,0,,,0,18 de junio,12 de septiembre,14.67,6.42,21.1,AEMET
1730E,O ROSAL,PONTEVEDRA,55.0,41.9439,-8.8475,2.7,litoral,<200,peninsula,10 de enero,9 de agosto,20,49,20,33,18,49,17 de julio,1 de agosto,16,,,0,20 de junio,18 de septiembre,12.5,9.91,22.41,AEMET
1740,"SANTILLANA DEL MAR, ALTAMIRA",CANTABRIA,150.0,43.3772,-4.1244,3.7,litoral,<200,peninsula,15 de enero,9 de agosto,25,49,24,41,25,53,,,0,,,0,21 de junio,19 de septiembre,11.07,9.01,20.09,AEMET
3503,GUIJO DE GRANADILLA,CACERES,393.0,40.1894,-6.1675,230.7,interior,200-500,peninsula,8 de enero,9 de agosto,18,49,20,48,17,50,3 de junio,22 de septiembre,112,,,0,12 de junio,10 de septiembre,19.95,8.12,28.06,AEMET
3547X,VALVERDE DEL FRESNO,CACERES,450.0,40.2072,-6.8961,222.2,interior,200-500,peninsula,7 de enero,9 de agosto,17,49,18,49,17,50,10 de junio,13 de septiembre,96,,,0,13 de junio,11 de septiembre,19.14,8.22,27.37,AEMET
C314Z,"VALLEHERMOSO, ALTO IGUALERO  ",SANTA CRUZ DE TENERIFE,1474.0,28.1069,-17.2492,7.2,litoral,>1200,canarias,21 de enero,9 de agosto,31,49,31,49,31,49,25 de julio,20 de agosto,27,,,0,29 de junio,25 de septiembre,13.93,8.84,22.78,AEMET
C438N,CANDELARIA,SANTA CRUZ DE TENERIFE,463.0,28.3592,-16.4017,3.1,litoral,200-500,canarias,24 de enero,9 de agosto,34,49,34,52,26,49,6 de julio,7 de septiembre,64,,,0,2 de julio,30 de septiembre,8.4,15.25,23.65,AEMET
C612F,"TEJEDA, CRUZ DE TEJEDA",LAS PALMAS,1514.0,28.0069,-15.5989,13.6,litoral,>1200,canarias,21 de enero,9 de agosto,31,49,31,49,31,48,23 de julio,18 de agosto,27,,,0,26 de junio,24 de septiembre,13.78,9.01,22.79,AEMET
C614H,TEJEDA,LAS PALMAS,1060.0,27.995,-15.6158,13.2,litoral,800-1200,canarias,21 de enero,9 de agosto,31,49,32,49,31,49,26 de junio,6 de octubre,103,,,0,28 de junio,26 de septiembre,13.47,13.8,27.27,AEMET
C623I,"SAN BARTOLOME TIRAJANA, CUEVAS DEL PINAR",LAS PALMAS,1220.0,27.9267,-15.5997,17.1,litoral,>1200,canarias,21 de enero,9 de agosto,31,49,31,49,27,49,27 de junio,10 de septiembre,76,,,0,25 de junio,23 de septiembre,15.07,11.78,26.85,AEMET
C625O,"SAN BARTOLOME TIRAJANA, LOMO PEDRO ALFONSO",LAS PALMAS,806.0,27.8569,-15.645,10.5,litoral,800-1200,canarias,21 de enero,9 de agosto,31,49,31,49,31,50,25 de junio,12 de octubre,110,,,0,29 de junio,25 de septiembre,12.19,15.18,27.37,AEMET
C635B,"SAN BARTOLOME TIRAJANA, LAS TIRAJANAS",LAS PALMAS,960.0,27.92,-15.5742,15.4,litoral,800-1200,canarias,21 de enero,9 de agosto,31,49,31,49,27,49,21 de junio,7 de octubre,109,,,0,26 de junio,24 de septiembre,14.23,13.82,28.05,AEMET
0016A,REUS AEROPUERTO,TARRAGONA,71.0,41.145,1.1636,6.8,litoral,<200,peninsula,11 de enero,8 de agosto,21,48,22,38,21,48,8 de junio,20 de septiembre,105,,,0,14 de junio,12 de septiembre,17.67,9.1,26.77,AEMET
1159,SAN VICENTE DE LA BARQUERA,CANTABRIA,38.0,43.3933,-4.3922,0.4,litoral,<200,peninsula,21 de enero,8 de agosto,31,48,21,41,34,49,,,0,,,0,20 de junio,18 de septiembre,11.1,9.59,20.69,AEMET
1331A,CASTROPOL,ASTURIAS,40.0,43.5247,-7.0314,2.8,litoral,<200,peninsula,20 de enero,8 de agosto,30,48,30,48,25,50,,,0,,,0,21 de junio,19 de septiembre,10.24,10.07,20.31,AEMET
1393,CABO VILÁN,A CORUÑA,50.0,43.1606,-9.2108,1.5,litoral,<200,peninsula,16 de enero,8 de agosto,26,48,30,49,26,48,,,0,,,0,30 de junio,28 de septiembre,7.58,10.95,18.53,AEMET
1486E,ESCUELA NAVAL DE MARÍN,PONTEVEDRA,20.0,42.3947,-8.7067,3.9,litoral,<200,peninsula,21 de enero,8 de agosto,31,48,37,50,19,47,,,0,,,0,11 de junio,9 de septiembre,10.34,11.23,21.57,AEMET
3494U,NUÑOMORAL,CACERES,470.0,40.4081,-6.2397,248.9,interior,200-500,peninsula,8 de enero,8 de agosto,18,48,20,43,17,50,23 de junio,3 de septiembre,73,,,0,11 de junio,9 de septiembre,18.48,6.65,25.14,AEMET
4541X,EL GRANADO,HUELVA,60.0,37.5536,-7.52,0.4,litoral,<200,peninsula,13 de enero,8 de agosto,23,48,23,50,22,47,21 de mayo,9 de octubre,142,,,0,14 de junio,12 de septiembre,17.67,10.68,28.35,AEMET
4584X,EL CERRO DE ANDÉVALO,HUELVA,270.0,37.7317,-6.9422,32.6,interior,200-500,peninsula,14 de enero,8 de agosto,24,48,24,53,27,48,29 de mayo,8 de octubre,133,,,0,17 de junio,15 de septiembre,16.63,11.55,28.18,AEMET
4608X,EL CAMPILLO,HUELVA,415.0,37.6772,-6.63,50.7,interior,200-500,peninsula,15 de enero,8 de agosto,25,48,25,52,27,47,4 de junio,1 de octubre,120,,,0,17 de junio,15 de septiembre,17.1,10.6,27.7,AEMET
5654X,LA PUEBLA DE LOS INFANTES,SEVILLA,200.0,37.7867,-5.3711,135.4,interior,200-500,peninsula,7 de enero,8 de agosto,17,48,17,54,20,47,4 de junio,23 de septiembre,112,,,0,14 de junio,12 de septiembre,19.22,8.12,27.34,AEMET
5704B,CAZALLA DE LA SIERRA,SEVILLA,550.0,37.9264,-5.7697,106.7,interior,500-800,peninsula,13 de enero,8 de agosto,23,48,17,52,27,47,20 de junio,11 de septiembre,84,,,0,17 de junio,15 de septiembre,17.74,8.3,26.04,AEMET
5726X,GUADALCANAL,SEVILLA,720.0,38.0994,-5.8192,99.9,interior,500-800,peninsula,17 de enero,8 de agosto,27,48,25,52,27,34,13 de junio,17 de septiembre,97,,,0,16 de junio,14 de septiembre,19.11,8.29,27.4,AEMET
C406G,"LA OROTAVA, CAÑADAS TEIDE",SANTA CRUZ DE TENERIFE,2150.0,28.2242,-16.6261,17.6,litoral,>1200,canarias,6 de febrero,8 de agosto,47,48,47,48,17,48,,,0,,,0,19 de junio,17 de septiembre,13.57,7.17,20.74,AEMET
C430E,IZAÑA,SANTA CRUZ DE TENERIFE,2369.0,28.3083,-16.4997,11.5,litoral,>1200,canarias,22 de enero,8 de agosto,32,48,38,48,32,48,,,0,27 de diciembre,25 de febrero,61,18 de junio,16 de septiembre,14.64,4.95,19.58,AEMET
C611E,VEGA DE SAN MATEO,LAS PALMAS,1702.0,27.9767,-15.5839,16.9,litoral,>1200,canarias,21 de enero,8 de agosto,31,48,60,49,31,48,15 de julio,18 de agosto,35,,,0,22 de junio,20 de septiembre,14.78,8.13,22.91,AEMET
0255B,SANTA SUSANNA,BARCELONA,40.0,41.6508,2.6969,2.3,litoral,<200,peninsula,15 de enero,7 de agosto,25,47,25,52,26,47,27 de junio,5 de septiembre,71,,,0,18 de junio,16 de septiembre,16.05,7.93,23.99,AEMET
4549Y,AYAMONTE,HUELVA,3.0,37.1947,-7.395,0.7,litoral,<200,peninsula,13 de enero,7 de agosto,23,47,20,47,24,47,31 de mayo,7 de octubre,130,,,0,21 de junio,19 de septiembre,13.99,12.48,26.47,AEMET
4554X,CARTAYA,HUELVA,15.0,37.2183,-7.0836,1.0,litoral,<200,peninsula,14 de enero,7 de agosto,24,47,23,47,21,48,20 de junio,14 de septiembre,87,,,0,19 de junio,17 de septiembre,13.86,11.0,24.86,AEMET
4575X,VALVERDE DEL CAMINO,HUELVA,280.0,37.5753,-6.7678,46.4,interior,200-500,peninsula,14 de enero,7 de agosto,24,47,24,47,27,47,29 de mayo,5 de octubre,130,,,0,17 de junio,15 de septiembre,17.54,10.71,28.25,AEMET
4622X,VILLARRASA,HUELVA,145.0,37.4508,-6.6367,39.2,interior,<200,peninsula,13 de enero,7 de agosto,23,47,23,53,24,47,1 de junio,2 de octubre,124,,,0,17 de junio,15 de septiembre,16.76,10.72,27.48,AEMET
4642E,"HUELVA, RONDA ESTE",HUELVA,18.0,37.2783,-6.9117,11.1,litoral,<200,peninsula,13 de enero,7 de agosto,23,47,23,53,25,47,30 de mayo,7 de octubre,131,,,0,19 de junio,17 de septiembre,15.63,11.61,27.24,AEMET
5000C,CEUTA,CEUTA,87.0,35.8886,-5.3469,0.6,litoral,<200,peninsula,21 de enero,7 de agosto,31,47,31,53,31,43,10 de junio,4 de octubre,117,,,0,22 de junio,20 de septiembre,11.8,14.24,26.04,AEMET
5427X,DOÑA MENCÍA,CORDOBA,650.0,37.5561,-4.3539,91.9,interior,500-800,peninsula,17 de enero,7 de agosto,27,47,29,47,27,40,1 de junio,4 de octubre,126,,,0,18 de junio,16 de septiembre,18.77,10.16,28.93,AEMET
5624X,AGUILAR DE LA FRONTERA,CORDOBA,309.0,37.4819,-4.6858,87.6,interior,200-500,peninsula,13 de enero,7 de agosto,23,47,23,52,23,40,29 de mayo,2 de octubre,127,,,0,13 de junio,11 de septiembre,19.29,9.42,28.71,AEMET
