indicativo,mes,tm_mes,tm_max,tm_min,ta_max,ta_min,p_mes,p_max,hr,n_llu,n_nie,n_tor
3266A,09,,,,,,,,,,,
3266A,10,,,,,,,,,,,
3266A,11,,,,,,,,,,,
3266A,12,,,,,,,,,,,
3266A,13,,,,,,,,,,,
3268C,01,,,,,,,,,,,
3268C,02,,,,,,,,,,,
3268C,03,,,,,,,,,,,
3268C,04,,,,,,,,,,,
3268C,05,,,,,,,,,,,
3268C,06,,,,,,,,,,,
3268C,07,,,,,,,,,,,
3268C,08,,,,,,,,,,,
3268C,09,,,,,,,,,,,
3268C,10,,,,,,,,,,,
3268C,11,,,,,,,,,,,
3268C,12,,,,,,,,,,,
3268C,13,,,,,,,,,,,
3298X,01,,,,,,,,,,,
3298X,02,,,,,,,,,,,
3298X,03,,,,,,,,,,,
3298X,04,,,,,,,,,,,
3298X,05,,,,,,,,,,,
3298X,06,,,,,,,,,,,
3298X,07,,,,,,,,,,,
3298X,08,,,,,,,,,,,
3298X,09,,,,,,,,,,,
3298X,10,,,,,,,,,,,
3298X,11,,,,,,,,,,,
3298X,12,,,,,,,,,,,
3298X,13,,,,,,,,,,,
3305Y,01,,,,,,,,,,,
3305Y,02,,,,,,,,,,,
3305Y,03,,,,,,,,,,,
3305Y,04,,,,,,,,,,,
3305Y,05,,,,,,,,,,,
3305Y,06,,,,,,,,,,,
3305Y,07,,,,,,,,,,,
3305Y,08,,,,,,,,,,,
3305Y,09,,,,,,,,,,,
3305Y,10,,,,,,,,,,,
3305Y,11,,,,,,,,,,,
3305Y,12,,,,,,,,,,,
3305Y,13,,,,,,,,,,,
3319D,01,,,,,,,,,,,
3319D,02,,,,,,,,,,,
3319D,03,,,,,,,,,,,
3319D,04,,,,,,,,,,,
3319D,05,,,,,,,,,,,
3319D,06,,,,,,,,,,,
3319D,07,,,,,,,,,,,
3319D,08,,,,,,,,,,,
3319D,09,,,,,,,,,,,
3319D,10,,,,,,,,,,,
3319D,11,,,,,,,,,,,
3319D,12,,,,,,,,,,,
3319D,13,,,,,,,,,,,
3330Y,01,,,,,,,,,,,
3330Y,02,,,,,,,,,,,
3330Y,03,,,,,,,,,,,
3330Y,04,,,,,,,,,,,
3330Y,05,,,,,,,,,,,
3330Y,06,,,,,,,,,,,
3330Y,07,,,,,,,,,,,
3330Y,08,,,,,,,,,,,
3330Y,09,,,,,,,,,,,
3330Y,10,,,,,,,,,,,
3330Y,11,,,,,,,,,,,
3330Y,12,,,,,,,,,,,
3330Y,13,,,,,,,,,,,
3337U,01,,,,,,,,,,,
3337U,02,,,,,,,,,,,
3337U,03,,,,,,,,,,,
3337U,04,,,,,,,,,,,
3337U,05,,,,,,,,,,,
3337U,06,,,,,,,,,,,
3337U,07,,,,,,,,,,,
3337U,08,,,,,,,,,,,
3337U,09,,,,,,,,,,,
3337U,10,,,,,,,,,,,
3337U,11,,,,,,,,,,,
3337U,12,,,,,,,,,,,
3337U,13,,,,,,,,,,,
3338,01,,,,,,,,,,,
3338,02,,,,,,,,,,,
3338,03,,,,,,,,,,,
3338,04,,,,,,,,,,,
3338,05,,,,,,,,,,,
3338,06,,,,,,,,,,,
3338,07,,,,,,,,,,,
3338,08,,,,,,,,,,,
3338,09,,,,,,,,,,,
3338,10,,,,,,,,,,,
3338,11,,,,,,,,,,,
3338,12,,,,,,,,,,,
3338,13,,,,,,,,,,,
3343Y,01,,,,,,,,,,,
3343Y,02,,,,,,,,,,,
3343Y,03,,,,,,,,,,,
3343Y,04,,,,,,,,,,,
3343Y,05,,,,,,,,,,,
3343Y,06,,,,,,,,,,,
3343Y,07,,,,,,,,,,,
3343Y,08,,,,,,,,,,,
3343Y,09,,,,,,,,,,,
3343Y,10,,,,,,,,,,,
3343Y,11,,,,,,,,,,,
3343Y,12,,,,,,,,,,,
3343Y,13,,,,,,,,,,,
3362Y,01,,,,,,,,,,,
3362Y,02,,,,,,,,,,,
3362Y,03,,,,,,,,,,,
3362Y,04,,,,,,,,,,,
3362Y,05,,,,,,,,,,,
3362Y,06,,,,,,,,,,,
3362Y,07,,,,,,,,,,,
3362Y,08,,,,,,,,,,,
3362Y,09,,,,,,,,,,,
3362Y,10,,,,,,,,,,,
3362Y,11,,,,,,,,,,,
3362Y,12,,,,,,,,,,,
3362Y,13,,,,,,,,,,,
3365A,01,,,,,,,,,,,
3365A,02,,,,,,,,,,,
3365A,03,,,,,,,,,,,
3365A,04,,,,,,,,,,,
3365A,05,,,,,,,,,,,
3365A,06,,,,,,,,,,,
3365A,07,,,,,,,,,,,
3365A,08,,,,,,,,,,,
3365A,09,,,,,,,,,,,
3365A,10,,,,,,,,,,,
3365A,11,,,,,,,,,,,
3365A,12,,,,,,,,,,,
3365A,13,,,,,,,,,,,
3386A,01,,,,,,,,,,,
3386A,02,,,,,,,,,,,
3386A,03,,,,,,,,,,,
3386A,04,,,,,,,,,,,
3386A,05,,,,,,,,,,,
3386A,06,,,,,,,,,,,
3386A,07,,,,,,,,,,,
3386A,08,,,,,,,,,,,
3386A,09,,,,,,,,,,,
3386A,10,,,,,,,,,,,
3386A,11,,,,,,,,,,,
3386A,12,,,,,,,,,,,
3386A,13,,,,,,,,,,,
3391,01,,,,,,,,,,,
3391,02,,,,,,,,,,,
3391,03,,,,,,,,,,,
3391,04,,,,,,,,,,,
3391,05,,,,,,,,,,,
3391,06,,,,,,,,,,,
3391,07,,,,,,,,,,,
3391,08,,,,,,,,,,,
3391,09,,,,,,,,,,,
3391,10,,,,,,,,,,,
3391,11,,,,,,,,,,,
3391,12,,,,,,,,,,,
3391,13,,,,,,,,,,,
3422D,01,,,,,,,,,,,
3422D,02,,,,,,,,,,,
3422D,03,,,,,,,,,,,
3422D,04,,,,,,,,,,,
3422D,05,,,,,,,,,,,
3422D,06,,,,,,,,,,,
3422D,07,,,,,,,,,,,
3422D,08,,,,,,,,,,,
3422D,09,,,,,,,,,,,
3422D,10,,,,,,,,,,,
3422D,11,,,,,,,,,,,
3422D,12,,,,,,,,,,,
3422D,13,,,,,,,,,,,
3423I,01,,,,,,,,,,,
3423I,02,,,,,,,,,,,
3423I,03,,,,,,,,,,,
3423I,04,,,,,,,,,,,
3423I,05,,,,,,,,,,,
3423I,06,,,,,,,,,,,
3423I,07,,,,,,,,,,,
3423I,08,,,,,,,,,,,
3423I,09,,,,,,,,,,,
3423I,10,,,,,,,,,,,
3423I,11,,,,,,,,,,,
3423I,12,,,,,,,,,,,
3423I,13,,,,,,,,,,,
3427Y,01,,,,,,,,,,,
3427Y,02,,,,,,,,,,,
3427Y,03,,,,,,,,,,,
3427Y,04,,,,,,,,,,,
3427Y,05,,,,,,,,,,,
3427Y,06,,,,,,,,,,,
3427Y,07,,,,,,,,,,,
3427Y,08,,,,,,,,,,,
3427Y,09,,,,,,,,,,,
3427Y,10,,,,,,,,,,,
3427Y,11,,,,,,,,,,,
3427Y,12,,,,,,,,,,,
3427Y,13,,,,,,,,,,,
3434X,01,,,,,,,,,,,
3434X,02,,,,,,,,,,,
3434X,03,,,,,,,,,,,
3434X,04,,,,,,,,,,,
3434X,05,,,,,,,,,,,
3434X,06,,,,,,,,,,,
3434X,07,,,,,,,,,,,
3434X,08,,,,,,,,,,,
3434X,09,,,,,,,,,,,
3434X,10,,,,,,,,,,,
3434X,11,,,,,,,,,,,
3434X,12,,,,,,,,,,,
3434X,13,,,,,,,,,,,
3436D,01,,,,,,,,,,,
3436D,02,,,,,,,,,,,
3436D,03,,,,,,,,,,,
3436D,04,,,,,,,,,,,
3436D,05,,,,,,,,,,,
3436D,06,,,,,,,,,,,
3436D,07,,,,,,,,,,,
3436D,08,,,,,,,,,,,
3436D,09,,,,,,,,,,,
3436D,10,,,,,,,,,,,
3436D,11,,,,,,,,,,,
3436D,12,,,,,,,,,,,
3436D,13,,,,,,,,,,,
3448X,01,,,,,,,,,,,
3448X,02,,,,,,,,,,,
3448X,03,,,,,,,,,,,
3448X,04,,,,,,,,,,,
3448X,05,,,,,,,,,,,
3448X,06,,,,,,,,,,,
3448X,07,,,,,,,,,,,
3448X,08,,,,,,,,,,,
3448X,09,,,,,,,,,,,
3448X,10,,,,,,,,,,,
3448X,11,,,,,,,,,,,
3448X,12,,,,,,,,,,,
3448X,13,,,,,,,,,,,
3455X,01,,,,,,,,,,,
3455X,02,,,,,,,,,,,
3455X,03,,,,,,,,,,,
3455X,04,,,,,,,,,,,
3455X,05,,,,,,,,,,,
3455X,06,,,,,,,,,,,
3455X,07,,,,,,,,,,,
3455X,08,,,,,,,,,,,
3455X,09,,,,,,,,,,,
3455X,10,,,,,,,,,,,
3455X,11,,,,,,,,,,,
3455X,12,,,,,,,,,,,
3455X,13,,,,,,,,,,,
3463X,01,,,,,,,,,,,
3463X,02,,,,,,,,,,,
3463X,03,,,,,,,,,,,
3463X,04,,,,,,,,,,,
3463X,05,,,,,,,,,,,
3463X,06,,,,,,,,,,,
3463X,07,,,,,,,,,,,
3463X,08,,,,,,,,,,,
3463X,09,,,,,,,,,,,
3463X,10,,,,,,,,,,,
3463X,11,,,,,,,,,,,
3463X,12,,,,,,,,,,,
3463X,13,,,,,,,,,,,
3463Y,01,,,,,,,,,,,
3463Y,02,,,,,,,,,,,
3463Y,03,,,,,,,,,,,
3463Y,04,,,,,,,,,,,
3463Y,05,,,,,,,,,,,
3463Y,06,,,,,,,,,,,
3463Y,07,,,,,,,,,,,
3463Y,08,,,,,,,,,,,
3463Y,09,,,,,,,,,,,
3463Y,10,,,,,,,,,,,
3463Y,11,,,,,,,,,,,
3463Y,12,,,,,,,,,,,
3463Y,13,,,,,,,,,,,
3469,01,,,,,,,,,,,
3469,02,,,,,,,,,,,
3469,03,,,,,,,,,,,
3469,04,,,,,,,,,,,
3469,05,,,,,,,,,,,
3469,06,,,,,,,,,,,
3469,07,,,,,,,,,,,
3469,08,,,,,,,,,,,
3469,09,,,,,,,,,,,
3469,10,,,,,,,,,,,
3469,11,,,,,,,,,,,
3469,12,,,,,,,,,,,
3469,13,,,,,,,,,,,
3469A,01,,,,,,,,,,,
3469A,02,,,,,,,,,,,
3469A,03,,,,,,,,,,,
3469A,04,,,,,,,,,,,
3469A,05,,,,,,,,,,,
3469A,06,,,,,,,,,,,
3469A,07,,,,,,,,,,,
3469A,08,,,,,,,,,,,
3469A,09,,,,,,,,,,,
3469A,10,,,,,,,,,,,
3469A,11,,,,,,,,,,,
3469A,12,,,,,,,,,,,
3469A,13,,,,,,,,,,,
3475X,01,,,,,,,,,,,
3475X,02,,,,,,,,,,,
3475X,03,,,,,,,,,,,
3475X,04,,,,,,,,,,,
3475X,05,,,,,,,,,,,
3475X,06,,,,,,,,,,,
3475X,07,,,,,,,,,,,
3475X,08,,,,,,,,,,,
3475X,09,,,,,,,,,,,
3475X,10,,,,,,,,,,,
3475X,11,,,,,,,,,,,
3475X,12,,,,,,,,,,,
3475X,13,,,,,,,,,,,
3494U,01,,,,,,,,,,,
3494U,02,,,,,,,,,,,
3494U,03,,,,,,,,,,,
3494U,04,,,,,,,,,,,
3494U,05,,,,,,,,,,,
3494U,06,,,,,,,,,,,
3494U,07,,,,,,,,,,,
3494U,08,,,,,,,,,,,
3494U,09,,,,,,,,,,,
3494U,10,,,,,,,,,,,
3494U,11,,,,,,,,,,,
3494U,12,,,,,,,,,,,
3494U,13,,,,,,,,,,,
3503,01,,,,,,,,,,,
3503,02,,,,,,,,,,,
3503,03,,,,,,,,,,,
3503,04,,,,,,,,,,,
3503,05,,,,,,,,,,,
3503,06,,,,,,,,,,,
3503,07,,,,,,,,,,,
3503,08,,,,,,,,,,,
3503,09,,,,,,,,,,,
3503,10,,,,,,,,,,,
3503,11,,,,,,,,,,,
3503,12,,,,,,,,,,,
3503,13,,,,,,,,,,,
3504X,01,,,,,,,,,,,
3504X,02,,,,,,,,,,,
3504X,03,,,,,,,,,,,
3504X,04,,,,,,,,,,,
3504X,05,,,,,,,,,,,
3504X,06,,,,,,,,,,,
3504X,07,,,,,,,,,,,
3504X,08,,,,,,,,,,,
3504X,09,,,,,,,,,,,
3504X,10,,,,,,,,,,,
3504X,11,,,,,,,,,,,
3504X,12,,,,,,,,,,,
3504X,13,,,,,,,,,,,
3512X,01,,,,,,,,,,,
3512X,02,,,,,,,,,,,
3512X,03,,,,,,,,,,,
3512X,04,,,,,,,,,,,
3512X,05,,,,,,,,,,,
3512X,06,,,,,,,,,,,
3512X,07,,,,,,,,,,,
3512X,08,,,,,,,,,,,
3512X,09,,,,,,,,,,,
3512X,10,,,,,,,,,,,
3512X,11,,,,,,,,,,,
3512X,12,,,,,,,,,,,
3512X,13,,,,,,,,,,,
3514B,01,,,,,,,,,,,
3514B,02,,,,,,,,,,,
3514B,03,,,,,,,,,,,
3514B,04,,,,,,,,,,,
3514B,05,,,,,,,,,,,
3514B,06,,,,,,,,,,,
3514B,07,,,,,,,,,,,
3514B,08,,,,,,,,,,,
3514B,09,,,,,,,,,,,
3514B,10,,,,,,,,,,,
3514B,11,,,,,,,,,,,
3514B,12,,,,,,,,,,,
3514B,13,,,,,,,,,,,
3516X,01,,,,,,,,,,,
3516X,02,,,,,,,,,,,
3516X,03,,,,,,,,,,,
3516X,04,,,,,,,,,,,
3516X,05,,,,,,,,,,,
3516X,06,,,,,,,,,,,
3516X,07,,,,,,,,,,,
3516X,08,,,,,,,,,,,
3516X,09,,,,,,,,,,,
3516X,10,,,,,,,,,,,
3516X,11,,,,,,,,,,,
3516X,12,,,,,,,,,,,
3516X,13,,,,,,,,,,,
3519X,01,,,,,,,,,,,
3519X,02,,,,,,,,,,,
3519X,03,,,,,,,,,,,
3519X,04,,,,,,,,,,,
3519X,05,,,,,,,,,,,
3519X,06,,,,,,,,,,,
3519X,07,,,,,,,,,,,
3519X,08,,,,,,,,,,,
3519X,09,,,,,,,,,,,
3519X,10,,,,,,,,,,,
3519X,11,,,,,,,,,,,
3519X,12,,,,,,,,,,,
3519X,13,,,,,,,,,,,
3526X,01,,,,,,,,,,,
3526X,02,,,,,,,,,,,
3526X,03,,,,,,,,,,,
3526X,04,,,,,,,,,,,
3526X,05,,,,,,,,,,,
3526X,06,,,,,,,,,,,
3526X,07,,,,,,,,,,,
3526X,08,,,,,,,,,,,
3526X,09,,,,,,,,,,,
3526X,10,,,,,,,,,,,
3526X,11,,,,,,,,,,,
3526X,12,,,,,,,,,,,
3526X,13,,,,,,,,,,,
3531X,01,,,,,,,,,,,
3531X,02,,,,,,,,,,,
3531X,03,,,,,,,,,,,
3531X,04,,,,,,,,,,,
3531X,05,,,,,,,,,,,
3531X,06,,,,,,,,,,,
3531X,07,,,,,,,,,,,
3531X,08,,,,,,,,,,,
3531X,09,,,,,,,,,,,
3531X,10,,,,,,,,,,,
3531X,11,,,,,,,,,,,
3531X,12,,,,,,,,,,,
3531X,13,,,,,,,,,,,
3536X,01,,,,,,,,,,,
3536X,02,,,,,,,,,,,
3536X,03,,,,,,,,,,,
3536X,04,,,,,,,,,,,
3536X,05,,,,,,,,,,,
3536X,06,,,,,,,,,,,
3536X,07,,,,,,,,,,,
3536X,08,,,,,,,,,,,
3536X,09,,,,,,,,,,,
3536X,10,,,,,,,,,,,
3536X,11,,,,,,,,,,,
3536X,12,,,,,,,,,,,
3536X,13,,,,,,,,,,,
3540X,01,,,,,,,,,,,
3540X,02,,,,,,,,,,,
3540X,03,,,,,,,,,,,
3540X,04,,,,,,,,,,,
3540X,05,,,,,,,,,,,
3540X,06,,,,,,,,,,,
3540X,07,,,,,,,,,,,
3540X,08,,,,,,,,,,,
3540X,09,,,,,,,,,,,
3540X,10,,,,,,,,,,,
3540X,11,,,,,,,,,,,
3540X,12,,,,,,,,,,,
3540X,13,,,,,,,,,,,
3547X,01,,,,,,,,,,,
3547X,02,,,,,,,,,,,
3547X,03,,,,,,,,,,,
3547X,04,,,,,,,,,,,
3547X,05,,,,,,,,,,,
3547X,06,,,,,,,,,,,
3547X,07,,,,,,,,,,,
3547X,08,,,,,,,,,,,
3547X,09,,,,,,,,,,,
3547X,10,,,,,,,,,,,
3547X,11,,,,,,,,,,,
3547X,12,,,,,,,,,,,
3547X,13,,,,,,,,,,,
3562X,01,,,,,,,,,,,
3562X,02,,,,,,,,,,,
3562X,03,,,,,,,,,,,
3562X,04,,,,,,,,,,,
3562X,05,,,,,,,,,,,
3562X,06,,,,,,,,,,,
3562X,07,,,,,,,,,,,
3562X,08,,,,,,,,,,,
3562X,09,,,,,,,,,,,
3562X,10,,,,,,,,,,,
3562X,11,,,,,,,,,,,
3562X,12,,,,,,,,,,,
3562X,13,,,,,,,,,,,
3565X,01,,,,,,,,,,,
3565X,02,,,,,,,,,,,
3565X,03,,,,,,,,,,,
3565X,04,,,,,,,,,,,
3565X,05,,,,,,,,,,,
3565X,06,,,,,,,,,,,
3565X,07,,,,,,,,,,,
3565X,08,,,,,,,,,,,
3565X,09,,,,,,,,,,,
3565X,10,,,,,,,,,,,
3565X,11,,,,,,,,,,,
3565X,12,,,,,,,,,,,
3565X,13,,,,,,,,,,,
3576X,01,,,,,,,,,,,
3576X,02,,,,,,,,,,,
3576X,03,,,,,,,,,,,
3576X,04,,,,,,,,,,,
3576X,05,,,,,,,,,,,
3576X,06,,,,,,,,,,,
3576X,07,,,,,,,,,,,
3576X,08,,,,,,,,,,,
3576X,09,,,,,,,,,,,
3576X,10,,,,,,,,,,,
3576X,11,,,,,,,,,,,
3576X,12,,,,,,,,,,,
3576X,13,,,,,,,,,,,
4007Y,01,,,,,,,,,,,
4007Y,02,,,,,,,,,,,
4007Y,03,,,,,,,,,,,
4007Y,04,,,,,,,,,,,
4007Y,05,,,,,,,,,,,
4007Y,06,,,,,,,,,,,
4007Y,07,,,,,,,,,,,
4007Y,08,,,,,,,,,,,
4007Y,09,,,,,,,,,,,
4007Y,10,,,,,,,,,,,
4007Y,11,,,,,,,,,,,
4007Y,12,,,,,,,,,,,
4007Y,13,,,,,,,,,,,
4051Y,01,,,,,,,,,,,
4051Y,02,,,,,,,,,,,
4051Y,03,,,,,,,,,,,
4051Y,04,,,,,,,,,,,
4051Y,05,,,,,,,,,,,
4051Y,06,,,,,,,,,,,
4051Y,07,,,,,,,,,,,
4051Y,08,,,,,,,,,,,
4051Y,09,,,,,,,,,,,
4051Y,10,,,,,,,,,,,
4051Y,11,,,,,,,,,,,
4051Y,12,,,,,,,,,,,
4051Y,13,,,,,,,,,,,
4061X,01,,,,,,,,,,,
4061X,02,,,,,,,,,,,
4061X,03,,,,,,,,,,,
4061X,04,,,,,,,,,,,
4061X,05,,,,,,,,,,,
4061X,06,,,,,,,,,,,
4061X,07,,,,,,,,,,,
4061X,08,,,,,,,,,,,
4061X,09,,,,,,,,,,,
4061X,10,,,,,,,,,,,
4061X,11,,,,,,,,,,,
4061X,12,,,,,,,,,,,
4061X,13,,,,,,,,,,,
4064Y,01,,,,,,,,,,,
4064Y,02,,,,,,,,,,,
4064Y,03,,,,,,,,,,,
4064Y,04,,,,,,,,,,,
4064Y,05,,,,,,,,,,,
4064Y,06,,,,,,,,,,,
4064Y,07,,,,,,,,,,,
4064Y,08,,,,,,,,,,,
4064Y,09,,,,,,,,,,,
4064Y,10,,,,,,,,,,,
4064Y,11,,,,,,,,,,,
4064Y,12,,,,,,,,,,,
4064Y,13,,,,,,,,,,,
4067,01,,,,,,,,,,,
4067,02,,,,,,,,,,,
4067,03,,,,,,,,,,,
4067,04,,,,,,,,,,,
4067,05,,,,,,,,,,,
4067,06,,,,,,,,,,,
4067,07,,,,,,,,,,,
4067,08,,,,,,,,,,,
4067,09,,,,,,,,,,,
4067,10,,,,,,,,,,,
4067,11,,,,,,,,,,,
4067,12,,,,,,,,,,,
4067,13,,,,,,,,,,,
4070Y,01,,,,,,,,,,,
4070Y,02,,,,,,,,,,,
4070Y,03,,,,,,,,,,,
4070Y,04,,,,,,,,,,,
4070Y,05,,,,,,,,,,,
4070Y,06,,,,,,,,,,,
4070Y,07,,,,,,,,,,,
4070Y,08,,,,,,,,,,,
4070Y,09,,,,,,,,,,,
4070Y,10,,,,,,,,,,,
4070Y,11,,,,,,,,,,,
4070Y,12,,,,,,,,,,,
4070Y,13,,,,,,,,,,,
4075Y,01,,,,,,,,,,,
4075Y,02,,,,,,,,,,,
4075Y,03,,,,,,,,,,,
4075Y,04,,,,,,,,,,,
4075Y,05,,,,,,,,,,,
4075Y,06,,,,,,,,,,,
4075Y,07,,,,,,,,,,,
4075Y,08,,,,,,,,,,,
4075Y,09,,,,,,,,,,,
4075Y,10,,,,,,,,,,,
4075Y,11,,,,,,,,,,,
4075Y,12,,,,,,,,,,,
4075Y,13,,,,,,,,,,,
4089A,01,,,,,,,,,,,
4089A,02,,,,,,,,,,,
4089A,03,,,,,,,,,,,
4089A,04,,,,,,,,,,,
4089A,05,,,,,,,,,,,
4089A,06,,,,,,,,,,,
4089A,07,,,,,,,,,,,
4089A,08,,,,,,,,,,,
4089A,09,,,,,,,,,,,
4089A,10,,,,,,,,,,,
4089A,11,,,,,,,,,,,
4089A,12,,,,,,,,,,,
4089A,13,,,,,,,,,,,
4090Y,01,,,,,,,,,,,
4090Y,02,,,,,,,,,,,
4090Y,03,,,,,,,,,,,
4090Y,04,,,,,,,,,,,
4090Y,05,,,,,,,,,,,
4090Y,06,,,,,,,,,,,
4090Y,07,,,,,,,,,,,
4090Y,08,,,,,,,,,,,
4090Y,09,,,,,,,,,,,
4090Y,10,,,,,,,,,,,
4090Y,11,,,,,,,,,,,
4090Y,12,,,,,,,,,,,
4090Y,13,,,,,,,,,,,
4091Y,01,,,,,,,,,,,
4091Y,02,,,,,,,,,,,
4091Y,03,,,,,,,,,,,
4091Y,04,,,,,,,,,,,
4091Y,05,,,,,,,,,,,
4091Y,06,,,,,,,,,,,
4091Y,07,,,,,,,,,,,
4091Y,08,,,,,,,,,,,
4091Y,09,,,,,,,,,,,
4091Y,10,,,,,,,,,,,
4091Y,11,,,,,,,,,,,
4091Y,12,,,,,,,,,,,
4091Y,13,,,,,,,,,,,
4093Y,01,,,,,,,,,,,
4093Y,02,,,,,,,,,,,
4093Y,03,,,,,,,,,,,
4093Y,04,,,,,,,,,,,
4093Y,05,,,,,,,,,,,
4093Y,06,,,,,,,,,,,
4093Y,07,,,,,,,,,,,
4093Y,08,,,,,,,,,,,
4093Y,09,,,,,,,,,,,
4093Y,10,,,,,,,,,,,
4093Y,11,,,,,,,,,,,
4093Y,12,,,,,,,,,,,
4093Y,13,,,,,,,,,,,
4095Y,01,,,,,,,,,,,
4095Y,02,,,,,,,,,,,
4095Y,03,,,,,,,,,,,
4095Y,04,,,,,,,,,,,
4095Y,05,,,,,,,,,,,
4095Y,06,,,,,,,,,,,
4095Y,07,,,,,,,,,,,
4095Y,08,,,,,,,,,,,
4095Y,09,,,,,,,,,,,
4095Y,10,,,,,,,,,,,
4095Y,11,,,,,,,,,,,
4095Y,12,,,,,,,,,,,
4095Y,13,,,,,,,,,,,
4096Y,01,,,,,,,,,,,
4096Y,02,,,,,,,,,,,
4096Y,03,,,,,,,,,,,
4096Y,04,,,,,,,,,,,
4096Y,05,,,,,,,,,,,
4096Y,06,,,,,,,,,,,
4096Y,07,,,,,,,,,,,
4096Y,08,,,,,,,,,,,
4096Y,09,,,,,,,,,,,
4096Y,10,,,,,,,,,,,
4096Y,11,,,,,,,,,,,
4096Y,12,,,,,,,,,,,
4096Y,13,,,,,,,,,,,
4103X,01,,,,,,,,,,,
4103X,02,,,,,,,,,,,
4103X,03,,,,,,,,,,,
4103X,04,,,,,,,,,,,
4103X,05,,,,,,,,,,,
4103X,06,,,,,,,,,,,
4103X,07,,,,,,,,,,,
4103X,08,,,,,,,,,,,
4103X,09,,,,,,,,,,,
4103X,10,,,,,,,,,,,
4103X,11,,,,,,,,,,,
4103X,12,,,,,,,,,,,
4103X,13,,,,,,,,,,,
4116I,01,,,,,,,,,,,
4116I,02,,,,,,,,,,,
4116I,03,,,,,,,,,,,
4116I,04,,,,,,,,,,,
4116I,05,,,,,,,,,,,
4116I,06,,,,,,,,,,,
4116I,07,,,,,,,,,,,
4116I,08,,,,,,,,,,,
4116I,09,,,,,,,,,,,
4116I,10,,,,,,,,,,,
4116I,11,,,,,,,,,,,
4116I,12,,,,,,,,,,,
4116I,13,,,,,,,,,,,
4121,01,,,,,,,,,,,
4121,02,,,,,,,,,,,
4121,03,,,,,,,,,,,
4121,04,,,,,,,,,,,
4121,05,,,,,,,,,,,
4121,06,,,,,,,,,,,
4121,07,,,,,,,,,,,
4121,08,,,,,,,,,,,
4121,09,,,,,,,,,,,
4121,10,,,,,,,,,,,
4121,11,,,,,,,,,,,
4121,12,,,,,,,,,,,
4121,13,,,,,,,,,,,
4121C,01,,,,,,,,,,,
4121C,02,,,,,,,,,,,
4121C,03,,,,,,,,,,,
4121C,04,,,,,,,,,,,
4121C,05,,,,,,,,,,,
4121C,06,,,,,,,,,,,
4121C,07,,,,,,,,,,,
4121C,08,,,,,,,,,,,
4121C,09,,,,,,,,,,,
4121C,10,,,,,,,,,,,
4121C,11,,,,,,,,,,,
4121C,12,,,,,,,,,,,
4121C,13,,,,,,,,,,,
4138Y,01,,,,,,,,,,,
4138Y,02,,,,,,,,,,,
4138Y,03,,,,,,,,,,,
4138Y,04,,,,,,,,,,,
4138Y,05,,,,,,,,,,,
4138Y,06,,,,,,,,,,,
4138Y,07,,,,,,,,,,,
4138Y,08,,,,,,,,,,,
4138Y,09,,,,,,,,,,,
4138Y,10,,,,,,,,,,,
4138Y,11,,,,,,,,,,,
4138Y,12,,,,,,,,,,,
4138Y,13,,,,,,,,,,,
4147X,01,,,,,,,,,,,
4147X,02,,,,,,,,,,,
4147X,03,,,,,,,,,,,
4147X,04,,,,,,,,,,,
4147X,05,,,,,,,,,,,
4147X,06,,,,,,,,,,,
4147X,07,,,,,,,,,,,
4147X,08,,,,,,,,,,,
4147X,09,,,,,,,,,,,
4147X,10,,,,,,,,,,,
4147X,11,,,,,,,,,,,
4147X,12,,,,,,,,,,,
4147X,13,,,,,,,,,,,
4148,01,,,,,,,,,,,
4148,02,,,,,,,,,,,
4148,03,,,,,,,,,,,
4148,04,,,,,,,,,,,
4148,05,,,,,,,,,,,
4148,06,,,,,,,,,,,
4148,07,,,,,,,,,,,
4148,08,,,,,,,,,,,
4148,09,,,,,,,,,,,
4148,10,,,,,,,,,,,
4148,11,,,,,,,,,,,
4148,12,,,,,,,,,,,
4148,13,,,,,,,,,,,
4193Y,01,,,,,,,,,,,
4193Y,02,,,,,,,,,,,
4193Y,03,,,,,,,,,,,
4193Y,04,,,,,,,,,,,
4193Y,05,,,,,,,,,,,
4193Y,06,,,,,,,,,,,
4193Y,07,,,,,,,,,,,
4193Y,08,,,,,,,,,,,
4193Y,09,,,,,,,,,,,
4193Y,10,,,,,,,,,,,
4193Y,11,,,,,,,,,,,
4193Y,12,,,,,,,,,,,
4193Y,13,,,,,,,,,,,
4195E,01,,,,,,,,,,,
4195E,02,,,,,,,,,,,
4195E,03,,,,,,,,,,,
4195E,04,,,,,,,,,,,
4195E,05,,,,,,,,,,,
4195E,06,,,,,,,,,,,
4195E,07,,,,,,,,,,,
4195E,08,,,,,,,,,,,
4195E,09,,,,,,,,,,,
4195E,10,,,,,,,,,,,
4195E,11,,,,,,,,,,,
4195E,12,,,,,,,,,,,
4195E,13,,,,,,,,,,,
4210Y,01,,,,,,,,,,,
4210Y,02,,,,,,,,,,,
4210Y,03,,,,,,,,,,,
4210Y,04,,,,,,,,,,,
4210Y,05,,,,,,,,,,,
4210Y,06,,,,,,,,,,,
4210Y,07,,,,,,,,,,,
4210Y,08,,,,,,,,,,,
4210Y,09,,,,,,,,,,,
4210Y,10,,,,,,,,,,,
4210Y,11,,,,,,,,,,,
4210Y,12,,,,,,,,,,,
