estacion,altitud_m,noches_tropicales_anio,noches_ecuatoriales_anio,latitud,longitud,anios_datos
Molina de Aragón,1062,0.0,0.0,40.842,-1.879,9.0
Sigüenza,1005,0.0,0.0,41.086,-2.618,9.0
El Pedregal,1185,0.7,0.0,40.779,-1.568,9.0
Pantano el Vado,910,0.7,0.0,41.004,-3.302,9.0
Brihuega,835,0.7,0.0,40.765,-2.874,9.0
Zaorejas,1250,2.2,0.0,40.758,-2.2,9.0
Mandayona,990,2.9,0.0,40.985,-2.76,9.0
Pastrana,920,8.1,0.0,40.408,-2.953,7.0
Guadalajara,727,22.1,0.2,40.63,-3.15,9.0
