estacion,altitud_m,noches_tropicales_anio,noches_ecuatoriales_anio,latitud,longitud,anios_datos
Lalastra,910,0.0,0.0,42.875,-3.232,9.0
Foronda-Txokiza,513,0.0,0.0,42.882,-2.735,9.0
Vitoria-Gasteiz Aeropuerto,513,0.0,0.0,42.872,-2.733,9.0
"Agurain/Salvatierra, Opakua",660,0.9,0.1,42.83,-2.36,9.0
"Aramaio, Etxaguen",617,1.0,0.0,43.058,-2.59,9.0
Campezo/Kanpezu,570,1.2,0.0,42.671,-2.346,9.0
Labastida,612,1.9,0.1,42.604,-2.777,9.0
Amurrio,240,2.0,0.0,43.05,-3.006,9.0
Leza,575,3.0,0.2,42.567,-2.633,9.0
