indicativo,nombre,provincia,altitud_m,anio,dias_con_dato,noches_trop,noches_trop_jja,noches_ecua,noches_sobre_22,racha_max,tmin_minima,tmin_minima_fecha,tmin_maxima,tmin_maxima_fecha,tmin_p95,primera_trop,ultima_trop
5412X,PRIEGO DE CÓRDOBA,CORDOBA,550.0,2018,363,14,13,0,4,7,-4.7,2018-02-09,24.0,2018-08-04,19.3,2018-07-09,2018-09-26
5412X,PRIEGO DE CÓRDOBA,CORDOBA,550.0,2019,365,6,5,0,3,4,-3.8,2019-01-11,22.9,2019-07-21,19.3,2019-07-20,2019-09-04
5412X,PRIEGO DE CÓRDOBA,CORDOBA,550.0,2020,366,30,27,0,4,6,-3.9,2020-12-27,24.9,2020-08-01,20.9,2020-06-29,2020-09-17
5412X,PRIEGO DE CÓRDOBA,CORDOBA,550.0,2021,365,21,18,0,8,7,-4.4,2021-01-03,23.9,2021-08-13,20.2,2021-07-11,2021-09-13
5412X,PRIEGO DE CÓRDOBA,CORDOBA,550.0,2022,364,29,25,0,15,8,-2.2,2022-01-20,25.0,2022-08-13,21.0,2022-05-20,2022-09-12
5412X,PRIEGO DE CÓRDOBA,CORDOBA,550.0,2023,364,35,35,0,16,7,-4.6,2023-01-29,24.6,2023-07-20,21.5,2023-06-24,2023-08-26
5412X,PRIEGO DE CÓRDOBA,CORDOBA,550.0,2024,366,36,34,1,7,10,-2.5,2024-01-08,27.5,2024-07-29,21.0,2024-07-04,2024-09-02
5412X,PRIEGO DE CÓRDOBA,CORDOBA,550.0,2025,358,44,41,0,7,9,-3.5,2025-01-15,23.4,2025-08-15,21.0,2025-06-09,2025-09-19
5427X,DOÑA MENCÍA,CORDOBA,650.0,2017,341,46,38,3,19,6,-4.2,2017-01-18,28.8,2017-07-13,22.3,2017-06-10,2017-10-15
5427X,DOÑA MENCÍA,CORDOBA,650.0,2018,304,32,22,0,17,8,-1.2,2018-02-08,24.4,2018-08-04,22.1,2018-06-16,2018-09-26
5427X,DOÑA MENCÍA,CORDOBA,650.0,2019,342,50,40,0,21,13,1.9,2019-02-03,24.3,2019-07-21,22.3,2019-06-28,2019-10-08
5427X,DOÑA MENCÍA,CORDOBA,650.0,2020,363,63,55,6,40,19,1.4,2020-01-20,27.0,2020-07-07,23.7,2020-05-23,2020-09-17
5427X,DOÑA MENCÍA,CORDOBA,650.0,2021,364,39,36,6,15,10,0.7,2021-01-03,30.2,2021-08-14,21.4,2021-06-10,2021-09-13
5427X,DOÑA MENCÍA,CORDOBA,650.0,2022,356,66,55,5,39,31,3.4,2022-04-03,28.1,2022-07-25,23.5,2022-05-18,2022-10-28
5427X,DOÑA MENCÍA,CORDOBA,650.0,2023,365,72,61,11,41,22,0.5,2023-01-24,27.2,2023-08-25,24.3,2023-04-27,2023-10-07
5427X,DOÑA MENCÍA,CORDOBA,650.0,2024,340,55,51,4,29,21,2.1,2024-01-06,27.1,2024-07-25,23.1,2024-05-30,2024-09-16
5427X,DOÑA MENCÍA,CORDOBA,650.0,2025,313,57,40,7,30,24,0.9,2025-12-22,29.6,2025-08-18,23.2,2025-05-27,2025-09-20
5429X,"CÓRDOBA, PRÁGDENA",CORDOBA,275.0,2017,365,60,55,3,27,15,-3.0,2017-01-18,26.5,2017-08-05,22.6,2017-06-09,2017-09-08
5429X,"CÓRDOBA, PRÁGDENA",CORDOBA,275.0,2018,359,38,29,2,14,13,-2.3,2018-02-09,26.7,2018-08-04,21.5,2018-06-18,2018-09-26
5429X,"CÓRDOBA, PRÁGDENA",CORDOBA,275.0,2019,362,43,37,0,12,9,-2.2,2019-01-13,23.8,2019-07-22,21.7,2019-06-28,2019-09-06
5429X,"CÓRDOBA, PRÁGDENA",CORDOBA,275.0,2020,343,50,47,1,30,31,-2.3,2020-12-31,25.2,2020-08-01,22.9,2020-06-23,2020-09-17
5429X,"CÓRDOBA, PRÁGDENA",CORDOBA,275.0,2021,354,36,31,0,9,9,-2.9,2021-01-03,24.8,2021-09-06,21.4,2021-07-04,2021-09-13
5429X,"CÓRDOBA, PRÁGDENA",CORDOBA,275.0,2022,359,64,57,1,27,21,-1.1,2022-01-20,26.2,2022-07-25,22.6,2022-05-21,2022-09-20
5429X,"CÓRDOBA, PRÁGDENA",CORDOBA,275.0,2023,362,57,54,1,30,13,-2.0,2023-01-23,25.3,2023-08-10,23.0,2023-06-16,2023-09-14
5429X,"CÓRDOBA, PRÁGDENA",CORDOBA,275.0,2024,366,53,51,1,31,22,-1.3,2024-01-08,26.4,2024-07-29,22.8,2024-06-23,2024-09-02
5429X,"CÓRDOBA, PRÁGDENA",CORDOBA,275.0,2025,365,66,62,2,32,27,-2.5,2025-01-16,25.8,2025-08-13,22.7,2025-06-01,2025-09-19
5459X,ESPIEL,CORDOBA,465.0,2017,365,4,4,0,1,1,-5.1,2017-01-18,22.5,2017-08-27,18.2,2017-06-16,2017-08-27
5459X,ESPIEL,CORDOBA,465.0,2018,356,2,2,0,0,1,-5.5,2018-02-09,20.9,2018-08-12,17.6,2018-08-04,2018-08-12
5459X,ESPIEL,CORDOBA,465.0,2019,364,2,2,0,0,2,-5.4,2019-01-12,21.3,2019-07-23,18.0,2019-07-23,2019-07-24
5459X,ESPIEL,CORDOBA,465.0,2020,360,9,9,0,1,2,-4.2,2020-12-27,23.0,2020-07-21,19.1,2020-07-08,2020-08-08
5459X,ESPIEL,CORDOBA,465.0,2022,303,2,2,0,1,1,-4.1,2022-01-20,22.1,2022-07-25,18.2,2022-06-15,2022-07-25
5459X,ESPIEL,CORDOBA,465.0,2023,364,5,5,0,0,3,-6.0,2023-02-01,21.9,2023-08-09,18.5,2023-07-11,2023-08-10
5459X,ESPIEL,CORDOBA,465.0,2024,346,6,5,0,1,2,-3.1,2024-12-31,22.8,2024-07-29,18.3,2024-07-29,2024-09-01
5459X,ESPIEL,CORDOBA,465.0,2025,363,8,7,0,0,1,-5.9,2025-01-15,21.6,2025-08-17,19.4,2025-06-23,2025-09-19
5470,FUENTE PALMERA,CORDOBA,120.0,2017,365,54,49,0,22,11,-2.2,2017-01-18,24.6,2017-08-05,22.2,2017-06-09,2017-09-12
5470,FUENTE PALMERA,CORDOBA,120.0,2018,362,35,28,0,11,9,-1.2,2018-02-09,24.9,2018-08-04,21.3,2018-06-18,2018-09-26
5470,FUENTE PALMERA,CORDOBA,120.0,2019,362,39,32,0,9,9,-0.6,2019-01-12,23.9,2019-07-23,21.1,2019-06-29,2019-09-08
5470,FUENTE PALMERA,CORDOBA,120.0,2020,366,50,47,0,25,23,-0.8,2020-12-31,24.3,2020-08-08,22.6,2020-06-23,2020-09-17
5470,FUENTE PALMERA,CORDOBA,120.0,2021,342,45,40,1,18,11,-3.0,2021-01-03,25.3,2021-09-06,22.1,2021-06-13,2021-09-13
5470,FUENTE PALMERA,CORDOBA,120.0,2022,362,55,49,1,21,20,1.0,2022-01-20,26.4,2022-07-25,22.3,2022-06-09,2022-09-21
5470,FUENTE PALMERA,CORDOBA,120.0,2023,365,57,51,0,28,11,-1.9,2023-01-29,25.0,2023-07-19,22.9,2023-06-16,2023-09-15
5470,FUENTE PALMERA,CORDOBA,120.0,2024,366,52,48,2,16,17,0.7,2024-01-08,26.5,2024-07-29,21.9,2024-06-07,2024-10-03
5470,FUENTE PALMERA,CORDOBA,120.0,2025,365,66,62,1,33,21,-1.4,2025-01-16,25.3,2025-06-20,22.8,2025-05-31,2025-09-19
5473X,AZUAGA,BADAJOZ,581.0,2017,360,35,33,1,11,7,-3.5,2017-01-18,25.8,2017-07-13,21.4,2017-06-08,2017-10-15
5473X,AZUAGA,BADAJOZ,581.0,2018,365,25,19,2,6,6,-2.5,2018-02-08,26.5,2018-08-04,20.5,2018-06-18,2018-09-25
5473X,AZUAGA,BADAJOZ,581.0,2019,365,23,18,0,2,7,-1.4,2019-02-03,22.4,2019-07-22,20.5,2019-06-30,2019-09-05
5473X,AZUAGA,BADAJOZ,581.0,2020,364,34,32,0,8,11,-1.8,2020-12-27,24.1,2020-07-27,21.2,2020-06-30,2020-09-14
5473X,AZUAGA,BADAJOZ,581.0,2021,365,16,14,2,5,5,-3.7,2021-01-12,26.2,2021-08-14,19.7,2021-07-10,2021-09-13
5473X,AZUAGA,BADAJOZ,581.0,2022,365,42,41,2,17,11,0.0,2022-01-09,26.3,2022-07-15,21.7,2022-06-10,2022-09-11
5473X,AZUAGA,BADAJOZ,581.0,2023,365,32,28,2,15,7,-3.3,2023-03-01,25.9,2023-08-09,21.4,2023-04-28,2023-10-07
5473X,AZUAGA,BADAJOZ,581.0,2024,366,32,32,0,8,8,-0.7,2024-12-09,24.3,2024-07-24,21.1,2024-06-24,2024-08-31
5473X,AZUAGA,BADAJOZ,581.0,2025,359,56,50,1,26,23,-1.1,2025-01-14,27.2,2025-08-17,22.7,2025-05-29,2025-09-19
5511,"PRADOLLANO, PARQUE NACIONAL SIERRA NEVADA",GRANADA,3092.0,2024,327,0,0,0,0,0,-14.5,2024-03-03,15.2,2024-07-31,11.3,,
5511,"PRADOLLANO, PARQUE NACIONAL SIERRA NEVADA",GRANADA,3092.0,2025,325,0,0,0,0,0,-17.1,2025-12-22,13.0,2025-07-22,11.0,,
5514,GRANADA BASE AÉREA,GRANADA,687.0,2017,365,21,21,0,3,4,-7.0,2017-01-18,23.8,2017-08-26,20.2,2017-06-15,2017-08-27
5514,GRANADA BASE AÉREA,GRANADA,687.0,2018,365,7,7,0,1,5,-4.5,2018-02-09,22.4,2018-08-04,18.5,2018-07-20,2018-08-28
5514,GRANADA BASE AÉREA,GRANADA,687.0,2019,365,6,6,0,0,2,-5.4,2019-01-12,21.0,2019-07-21,18.7,2019-07-07,2019-07-31
5514,GRANADA BASE AÉREA,GRANADA,687.0,2020,366,12,12,0,4,4,-6.1,2020-12-31,23.6,2020-08-01,19.3,2020-07-12,2020-08-11
5514,GRANADA BASE AÉREA,GRANADA,687.0,2021,365,12,12,0,3,7,-6.2,2021-01-04,23.5,2021-08-13,19.2,2021-07-11,2021-08-23
5514,GRANADA BASE AÉREA,GRANADA,687.0,2022,365,21,18,0,7,4,-4.1,2022-01-09,24.2,2022-06-15,20.2,2022-06-15,2022-10-20
5514,GRANADA BASE AÉREA,GRANADA,687.0,2023,365,24,24,0,7,7,-5.4,2023-01-29,24.9,2023-08-10,20.4,2023-06-26,2023-08-26
5514,GRANADA BASE AÉREA,GRANADA,687.0,2024,366,31,29,0,5,6,-3.7,2024-01-08,25.0,2024-07-29,20.6,2024-07-12,2024-09-02
5514,GRANADA BASE AÉREA,GRANADA,687.0,2025,365,29,27,0,1,3,-4.2,2025-01-16,23.3,2025-08-19,20.5,2025-06-10,2025-09-19
5514Z,GRANADA BASE AÉREA,GRANADA,695.0,2020,366,13,13,0,3,5,-4.9,2020-12-31,23.6,2020-08-01,19.5,2020-07-08,2020-08-10
5514Z,GRANADA BASE AÉREA,GRANADA,695.0,2021,364,11,11,0,3,7,-5.6,2021-01-04,22.9,2021-08-13,18.9,2021-07-11,2021-08-22
5515D,VÍZNAR,GRANADA,1258.0,2017,336,35,35,4,14,7,-6.4,2017-01-18,30.3,2017-07-13,21.7,2017-06-16,2017-08-27
5515D,VÍZNAR,GRANADA,1258.0,2018,337,13,12,0,7,7,-3.9,2018-01-07,23.8,2018-08-04,19.6,2018-08-01,2018-09-24
5515D,VÍZNAR,GRANADA,1258.0,2019,338,51,45,5,27,8,-2.3,2019-02-03,25.8,2019-07-24,23.2,2019-06-03,2019-09-30
5515D,VÍZNAR,GRANADA,1258.0,2020,341,34,34,2,13,10,-4.7,2020-12-05,26.3,2020-07-30,21.7,2020-06-22,2020-08-27
5515D,VÍZNAR,GRANADA,1258.0,2021,316,19,18,5,8,6,-5.3,2021-01-03,29.7,2021-08-14,20.4,2021-07-05,2021-09-07
5515D,VÍZNAR,GRANADA,1258.0,2022,344,42,38,1,18,9,-2.0,2022-03-04,25.4,2022-07-24,22.1,2022-05-20,2022-09-11
5515D,VÍZNAR,GRANADA,1258.0,2023,338,43,42,6,21,19,-4.6,2023-01-24,27.5,2023-08-09,22.9,2023-04-28,2023-08-26
5515D,VÍZNAR,GRANADA,1258.0,2024,348,30,30,1,13,5,-2.5,2024-03-03,25.3,2024-07-30,21.2,2024-07-04,2024-08-28
5515X,GRANADA-CARTUJA,GRANADA,775.0,2017,347,39,39,0,11,9,-4.6,2017-01-18,24.4,2017-07-13,21.2,2017-06-22,2017-08-27
5515X,GRANADA-CARTUJA,GRANADA,775.0,2018,365,12,11,0,4,8,-2.9,2018-02-09,24.3,2018-08-04,19.6,2018-07-20,2018-09-02
5515X,GRANADA-CARTUJA,GRANADA,775.0,2019,362,24,24,0,2,6,-1.6,2019-01-12,22.5,2019-07-21,20.3,2019-06-29,2019-08-29
5515X,GRANADA-CARTUJA,GRANADA,775.0,2020,366,34,34,1,14,20,-2.6,2020-12-27,25.7,2020-08-01,21.7,2020-06-24,2020-08-28
5515X,GRANADA-CARTUJA,GRANADA,775.0,2021,364,27,25,3,11,10,-3.2,2021-01-03,25.9,2021-08-15,20.4,2021-07-11,2021-09-07
5515X,GRANADA-CARTUJA,GRANADA,775.0,2022,353,49,46,0,17,19,-0.8,2022-01-07,25.0,2022-06-17,22.0,2022-06-13,2022-10-19
5515X,GRANADA-CARTUJA,GRANADA,775.0,2023,357,49,48,2,19,12,-2.4,2023-01-29,26.0,2023-07-11,22.2,2023-04-28,2023-08-26
5515X,GRANADA-CARTUJA,GRANADA,775.0,2024,347,47,45,0,16,28,-1.4,2024-01-08,24.6,2024-07-30,21.9,2024-07-04,2024-09-02
5515X,GRANADA-CARTUJA,GRANADA,775.0,2025,365,62,57,0,21,17,-1.5,2025-01-15,23.3,2025-08-12,22.2,2025-06-08,2025-09-20
5516D,SIERRA NEVADA 'RADIOTELESCOPIO',GRANADA,2856.0,2022,365,0,0,0,0,0,-11.4,2022-04-20,15.9,2022-07-18,13.7,,
5516D,SIERRA NEVADA 'RADIOTELESCOPIO',GRANADA,2856.0,2023,355,0,0,0,0,0,-15.3,2023-02-28,17.5,2023-08-09,14.2,,
5516D,SIERRA NEVADA 'RADIOTELESCOPIO',GRANADA,2856.0,2024,365,0,0,0,0,0,-12.4,2024-03-03,17.3,2024-07-31,13.3,,
5516D,SIERRA NEVADA 'RADIOTELESCOPIO',GRANADA,2856.0,2025,359,0,0,0,0,0,-13.4,2025-12-22,14.9,2025-08-05,12.9,,
5530E,GRANADA AEROPUERTO,GRANADA,560.0,2017,365,8,8,0,0,2,-5.9,2017-01-18,21.7,2017-08-07,19.1,2017-06-15,2017-08-27
5530E,GRANADA AEROPUERTO,GRANADA,560.0,2018,365,1,1,0,0,1,-4.5,2018-02-03,20.8,2018-08-28,17.8,2018-08-28,2018-08-28
5530E,GRANADA AEROPUERTO,GRANADA,560.0,2019,365,6,6,0,0,3,-6.9,2019-01-12,21.5,2019-08-22,18.2,2019-07-07,2019-08-26
5530E,GRANADA AEROPUERTO,GRANADA,560.0,2020,366,8,8,0,4,1,-5.4,2020-12-27,24.9,2020-07-12,19.0,2020-07-12,2020-08-07
5530E,GRANADA AEROPUERTO,GRANADA,560.0,2021,365,10,9,0,1,2,-6.3,2021-01-04,22.3,2021-08-22,19.3,2021-07-12,2021-09-07
5530E,GRANADA AEROPUERTO,GRANADA,560.0,2022,365,9,8,0,4,2,-5.3,2022-01-20,24.6,2022-06-17,19.4,2022-06-15,2022-09-12
5530E,GRANADA AEROPUERTO,GRANADA,560.0,2023,364,11,11,0,4,3,-6.3,2023-03-01,24.3,2023-07-20,19.5,2023-07-02,2023-08-10
5530E,GRANADA AEROPUERTO,GRANADA,560.0,2024,365,15,14,0,2,4,-4.5,2024-12-10,24.6,2024-07-29,19.7,2024-07-18,2024-09-01
5530E,GRANADA AEROPUERTO,GRANADA,560.0,2025,365,15,14,0,0,2,-6.5,2025-01-15,21.7,2025-07-25,19.7,2025-06-23,2025-09-07
5582A,LOJA,GRANADA,593.0,2017,365,57,56,2,25,16,-3.0,2017-01-18,26.0,2017-07-13,22.5,2017-06-08,2017-09-04
5582A,LOJA,GRANADA,593.0,2018,364,21,19,0,8,8,-3.4,2018-02-09,23.3,2018-08-04,20.3,2018-06-24,2018-09-02
5582A,LOJA,GRANADA,593.0,2022,364,57,52,5,27,21,-1.5,2022-01-09,27.5,2022-06-17,22.3,2022-05-20,2022-10-19
5582A,LOJA,GRANADA,593.0,2023,324,54,51,5,30,13,-2.3,2023-01-26,26.0,2023-07-20,23.4,2023-04-28,2023-09-09
5582A,LOJA,GRANADA,593.0,2025,311,33,27,0,15,20,-2.5,2025-01-16,25.0,2025-08-13,21.9,2025-05-30,2025-09-20
5598X,BENAMEJÍ,CORDOBA,465.0,2017,358,52,49,2,17,10,-1.9,2017-01-18,25.3,2017-07-13,21.9,2017-06-08,2017-10-13
5598X,BENAMEJÍ,CORDOBA,465.0,2018,360,26,22,1,9,8,-1.1,2018-02-09,25.5,2018-08-04,20.8,2018-07-10,2018-09-26
5598X,BENAMEJÍ,CORDOBA,465.0,2019,364,35,30,0,4,9,0.0,2019-01-11,22.9,2019-07-21,20.9,2019-06-29,2019-09-06
5598X,BENAMEJÍ,CORDOBA,465.0,2020,365,52,48,1,19,20,-0.7,2020-12-31,25.9,2020-08-01,22.1,2020-06-23,2020-09-17
5598X,BENAMEJÍ,CORDOBA,465.0,2021,365,40,37,4,12,18,-1.5,2021-01-03,27.0,2021-08-15,21.2,2021-06-15,2021-09-13
5598X,BENAMEJÍ,CORDOBA,465.0,2022,360,61,54,2,25,21,0.5,2022-01-09,25.6,2022-07-15,22.6,2022-05-20,2022-10-18
5598X,BENAMEJÍ,CORDOBA,465.0,2023,364,62,60,2,34,21,-1.3,2023-01-29,26.2,2023-08-10,23.3,2023-06-16,2023-10-07
