indicativo,nombre,provincia,altitud_m,anios,noches_trop_peor_anio,peor_anio,noches_trop_mejor_anio,noches_trop_ultimo_anio,noches_trop_anio_medio,racha_max_historica,racha_max_en_un_anio,noches_ecua_peor_anio,tmin_p95,peor_noche,peor_noche_fecha,noche_mas_fria,noches_fuera_jja_anio
1234P,"MIERES, BAIÑA",ASTURIAS,170.0,9,3,2018,0,1,1.2,2,2,0,18.6,21.9,2023-10-17,-4.3,0.1
1272B,"TINEO, SOUTU",ASTURIAS,280.0,9,3,2018,0,1,0.8,2,2,0,18.0,21.0,2018-08-04,-5.4,0.0
1351,ESTACA DE BARES,A CORUÑA,90.0,9,3,2023,0,0,0.3,2,2,0,18.5,20.3,2023-08-22,2.2,0.1
1658,FOLGOSO DO COUREL,LUGO,612.0,8,3,2022,0,0,0.4,1,1,1,16.1,25.4,2022-06-17,-7.9,0.0
1484C,PONTEVEDRA,PONTEVEDRA,113.0,9,3,2018,0,3,1.3,3,3,0,18.0,24.9,2022-07-13,-1.2,0.1
2568D,"SANTERVÁS DE LA VEGA, VILLAPÚN",PALENCIA,985.0,9,3,2022,0,0,0.3,3,3,0,16.3,21.5,2022-07-18,-8.5,0.0
2789H,POZUELO DE TABARA,ZAMORA,711.0,7,3,2017,0,0,0.7,2,2,0,17.1,22.1,2022-07-15,-9.7,0.0
2863C,PEDRAZA DE ALBA  ,SALAMANCA,897.0,9,3,2022,0,1,0.8,2,1,0,16.3,22.0,2017-06-19,-13.4,0.0
2926B,BAÑOBÁREZ,SALAMANCA,748.0,9,3,2022,0,1,0.8,2,2,0,17.1,22.1,2023-08-23,-7.9,0.0
2400E,AUTILLA DEL PINO,PALENCIA,874.0,9,3,2022,0,3,1.2,3,3,0,16.7,22.0,2022-07-16,-10.0,0.0
2462,PUERTO DE NAVACERRADA,MADRID,1892.0,9,3,2022,0,2,1.1,2,2,0,17.2,21.2,2018-08-03,-13.8,0.0
2290Y,PEDROSA DEL PRÍNCIPE,BURGOS,771.0,9,3,2024,0,2,0.9,2,2,0,15.9,21.2,2022-08-03,-10.2,0.0
2362C,"VELILLA DEL RÍO CARRIÓN, CAMPORREDONDO DE ALBA",PALENCIA,1575.0,9,3,2022,0,1,0.6,2,2,0,16.3,21.9,2025-08-16,-9.9,0.0
2166Y,PEÑAFIEL,VALLADOLID,756.0,9,3,2022,0,1,0.8,1,1,0,17.0,22.5,2024-08-11,-12.7,0.0
1740,"SANTILLANA DEL MAR, ALTAMIRA",CANTABRIA,150.0,9,3,2022,0,1,0.8,3,3,0,18.5,22.7,2022-07-17,-2.6,0.1
2664B,VALENCIA DE DON JUAN,LEON,788.0,9,3,2022,0,0,0.6,3,3,0,15.9,23.1,2022-07-17,-9.3,0.0
2611D,VILLAFÁFILA,ZAMORA,690.0,9,3,2022,0,0,0.4,1,1,0,16.9,21.8,2022-07-15,-9.5,0.0
8368U,TERUEL,TERUEL,902.0,9,3,2023,0,1,0.9,1,1,0,17.9,21.3,2023-07-31,-21.0,0.0
1037Y,ZUMARRAGA,GIPUZKOA,431.0,9,4,2023,0,3,1.2,4,2,0,17.8,22.6,2024-07-29,-7.1,0.4
1033X,ARESO,NAVARRA,520.0,9,4,2022,0,1,1.2,4,2,0,17.3,22.8,2025-09-19,-8.7,0.8
9178X,CAMPEZO/KANPEZU,ARABA/ALAVA,570.0,9,4,2019,0,1,1.3,2,2,0,17.0,24.2,2023-08-23,-7.9,0.1
9935X,VALDERROBRES,TERUEL,483.0,9,4,2024,0,1,1.8,2,2,0,18.0,22.1,2020-07-28,-9.7,0.0
2285B,VILLADIEGO,BURGOS,869.0,7,4,2022,0,1,1.1,3,3,0,16.6,22.2,2025-08-15,-8.2,0.0
2593D,VILLALÓN DE CAMPOS,VALLADOLID,782.0,9,4,2022,0,1,0.9,2,2,0,17.3,22.1,2022-07-16,-9.9,0.0
2755X,BENAVENTE,ZAMORA,715.0,9,4,2022,0,1,1.0,3,3,0,17.8,23.0,2022-07-17,-8.6,0.0
1309C,"IBIAS, SAN ANTOLIN",ASTURIAS,780.0,9,4,2022,0,0,0.9,2,2,0,16.3,24.1,2022-07-17,-6.2,0.2
9280B,LARRAGA,NAVARRA,375.0,9,4,2022,0,2,2.0,4,3,0,18.8,22.1,2022-06-17,-6.2,0.1
1477V,VILAGARCÍA DE AROUSA,PONTEVEDRA,32.0,9,4,2022,0,0,1.4,2,2,0,18.6,22.8,2022-07-14,-0.9,0.1
2946X,SAELICES EL CHICO,SALAMANCA,680.0,9,4,2022,0,2,1.1,2,1,0,17.7,22.4,2021-09-06,-8.0,0.1
9638D,COLL DE NARGÓ,LLEIDA,609.0,9,4,2023,0,0,0.9,1,1,0,18.0,23.1,2023-07-19,-9.3,0.0
1549,PONFERRADA,LEON,532.0,9,4,2022,0,2,1.0,2,2,0,18.1,21.9,2022-06-17,-8.4,0.0
1719,A CAÑIZA,PONTEVEDRA,560.0,9,4,2018,0,2,1.4,4,4,0,16.9,23.5,2022-07-13,-4.5,0.1
1701X,RIBADAVIA,OURENSE,112.0,9,4,2024,0,1,1.2,4,2,0,18.3,21.6,2023-08-23,-6.0,0.0
2117D,ARANDA DE DUERO,BURGOS,790.0,9,4,2022,0,1,0.9,2,2,0,17.7,22.6,2024-07-28,-14.7,0.0
1347T,BURELA,LUGO,80.0,9,4,2023,0,0,0.9,3,2,0,18.8,21.2,2023-08-01,2.0,0.0
1283U,CABO BUSTO,ASTURIAS,60.0,8,4,2023,0,0,0.6,3,3,0,18.9,21.8,2023-08-01,0.3,0.0
1331A,CASTROPOL,ASTURIAS,40.0,9,4,2023,0,1,0.6,3,2,0,18.2,20.9,2023-08-01,-1.9,0.1
9262P,MONREAL/ELO,NAVARRA,585.0,9,4,2024,0,2,1.6,3,3,0,17.1,23.6,2024-08-11,-6.7,0.2
1342X,RIBADEO,LUGO,43.0,9,4,2023,0,1,0.6,4,2,0,18.1,21.2,2023-08-01,-0.7,0.1
1049N,ELGETA,GIPUZKOA,470.0,9,4,2022,0,0,0.8,3,2,0,17.7,21.6,2022-10-27,-5.8,0.2
1152C,SAN FELICES DE BUELNA,CANTABRIA,105.0,9,4,2022,0,0,0.9,2,2,0,18.2,23.1,2022-10-27,-5.4,0.4
9073X,"AGURAIN/SALVATIERRA, OPAKUA",ARABA/ALAVA,660.0,9,4,2023,0,1,1.3,5,2,1,17.0,25.2,2025-08-15,-11.0,0.4
C406G,"LA OROTAVA, CAÑADAS TEIDE",SANTA CRUZ DE TENERIFE,2150.0,9,4,2023,0,0,0.9,4,2,0,16.9,21.6,2023-07-14,-8.5,0.0
2604B,MEDINA DE RIOSECO,VALLADOLID,731.0,9,5,2022,0,0,0.9,4,4,0,17.1,21.7,2024-08-11,-10.4,0.0
2311Y,VILLAMAYOR DE LOS MONTES,BURGOS,884.0,9,5,2022,0,3,2.1,2,2,1,17.6,25.2,2022-07-18,-7.9,0.0
1025A,SEGURA,GIPUZKOA,255.0,9,5,2022,0,3,2.0,4,3,0,18.4,22.1,2022-10-28,-6.7,0.9
1025X,"BEASAIN, ARRIARAN",GIPUZKOA,255.0,9,5,2022,0,3,2.0,4,2,0,18.4,22.3,2020-09-14,-6.2,0.9
1446X,MONTERROSO,LUGO,680.0,9,5,2022,0,3,1.1,5,5,0,16.5,22.9,2022-07-13,-3.3,0.0
1495,VIGO AEROPUERTO,PONTEVEDRA,255.0,9,5,2020,0,4,2.8,3,3,0,17.5,24.9,2018-08-04,-3.1,0.4
4527X,AROCHE,HUELVA,267.0,9,5,2025,0,5,1.7,2,2,0,18.0,23.8,2023-08-09,-6.9,0.0
1207U,"GIJÓN, CAMPUS",ASTURIAS,26.0,8,5,2024,0,5,1.9,3,3,0,18.6,21.2,2024-08-11,-3.4,0.0
9121X,HARO,LA RIOJA,465.0,8,5,2022,0,2,2.0,3,2,1,18.0,25.2,2019-06-27,-4.9,0.2
3266A,PUERTO ALTO DEL LEÓN,MADRID,1530.0,8,5,2025,0,5,2.1,3,3,0,17.9,21.8,2024-07-24,-12.3,0.0
9354X,ALHAMA DE ARAGON,ZARAGOZA,703.0,9,5,2022,0,2,2.6,3,3,0,18.0,23.6,2020-07-28,-18.2,0.0
9122I,LABASTIDA,ARABA/ALAVA,612.0,9,5,2017,0,3,2.3,2,2,1,17.5,25.3,2019-06-27,-6.4,0.4
2555B,FUENTESAUCO,ZAMORA,811.0,9,5,2022,0,5,2.1,3,1,0,17.4,22.4,2017-06-13,-10.6,0.1
1387,A CORUÑA,A CORUÑA,57.0,9,5,2023,0,0,1.3,1,1,0,18.9,22.5,2023-08-23,1.9,0.2
9263X,"ARANGUREN, ILUNDAIN",NAVARRA,572.0,8,5,2022,0,3,2.2,4,2,0,17.3,24.6,2024-07-30,-6.7,0.5
1096X,"BARCENA DE CICERO, TRETO",CANTABRIA,10.0,9,5,2025,0,5,1.9,3,3,0,18.9,21.5,2024-07-29,-3.2,0.2
9145X,LEZA,ARABA/ALAVA,575.0,9,5,2022,0,5,3.4,8,2,1,18.1,25.7,2025-08-15,-6.7,0.4
1048X,ARETXABALETA,GIPUZKOA,308.0,9,5,2022,0,2,1.4,3,3,0,17.7,22.2,2022-10-27,-6.8,0.9
1074C,AMOREBIETA-ETXANO,BIZKAIA,100.0,9,5,2022,0,2,1.6,4,2,0,18.8,23.0,2022-10-27,-5.2,0.7
9751,SOPEIRA,HUESCA,760.0,9,5,2023,0,0,1.2,2,1,0,18.2,21.9,2023-07-19,-8.0,0.0
4520X,FREGENAL DE LA SIERRA,BADAJOZ,586.0,9,6,2023,0,2,2.3,3,3,0,17.6,23.2,2024-07-29,-5.0,0.0
2150H,"LA PINILLA, ESTACIÓN DE ESQUÍ",SEGOVIA,1798.0,8,6,2022,0,1,1.6,5,5,0,18.0,22.0,2022-07-15,-13.5,0.0
2059B,LA RIBA DE ESCALOTE,SORIA,1042.0,9,6,2023,0,0,2.1,5,5,0,17.6,23.3,2023-07-18,-16.7,0.0
2507Y,RUEDA,VALLADOLID,724.0,9,6,2022,0,5,2.4,2,2,0,18.2,21.9,2023-07-18,-9.1,0.0
8198Y,ALMANSA,ALBACETE,710.0,9,6,2023,0,4,2.3,3,3,0,18.9,22.9,2023-07-19,-9.0,0.0
1010X,BERA,NAVARRA,54.0,9,6,2022,0,4,3.4,4,2,0,18.8,22.1,2025-07-01,-6.3,0.4
0394X,LA VALL DE BIANYA,GIRONA,350.0,9,6,2023,0,1,1.3,2,2,0,18.6,22.4,2020-08-22,-8.8,0.0
0114X,PRATS DE LLUÇANÈS,BARCELONA,700.0,9,6,2023,0,2,1.4,4,4,0,18.3,21.6,2025-07-18,-10.1,0.0
1002Y,"BAZTAN, IRURITA",NAVARRA,183.0,9,6,2022,0,3,1.8,5,3,0,18.2,21.8,2025-07-01,-8.7,0.1
1154H,"TORRELAVEGA, SIERRAPANDO",CANTABRIA,110.0,9,6,2022,0,3,2.1,4,3,0,18.6,24.7,2022-10-27,-2.4,0.4
1056K,FORUA,BIZKAIA,45.0,9,6,2025,0,6,2.8,5,5,0,18.8,21.6,2023-08-24,-3.5,0.7
9252X,OLITE/ERRIBERRI,NAVARRA,390.0,9,6,2024,0,6,3.4,3,3,0,18.9,23.0,2024-07-30,-6.3,0.1
2471Y,SAN RAFAEL,SEGOVIA,1237.0,9,6,2022,0,4,2.6,4,4,0,18.3,23.6,2022-07-17,-12.6,0.0
2916A,VITIGUDINO,SALAMANCA,769.0,9,6,2022,0,3,1.7,3,3,0,17.8,22.9,2022-07-14,-7.7,0.1
2096B,LICERAS,SORIA,1150.0,9,6,2022,0,3,3.1,4,4,0,18.4,23.8,2023-08-24,-10.6,0.1
1477U,VILAGARCIA DE AROUSA,PONTEVEDRA,36.0,6,6,2022,0,6,2.0,3,3,0,18.8,23.2,2022-07-14,-1.0,0.2
2966D,ALCAÑICES,ZAMORA,840.0,9,6,2022,0,0,0.9,6,6,0,16.9,22.4,2022-07-15,-8.7,0.0
1038X,AZPEITIA,GIPUZKOA,180.0,9,6,2022,0,5,2.7,3,2,0,18.8,22.5,2022-09-13,-5.2,1.2
8381X,ADEMUZ,VALENCIA,705.0,9,6,2023,0,2,1.4,2,2,0,17.2,21.9,2025-07-09,-15.5,0.0
4070Y,ABIA DE OBISPALIA,CUENCA,1020.0,8,6,2022,1,4,3.2,3,3,0,19.0,22.7,2023-07-18,-9.1,0.0
1050J,ELGOIBAR,GIPUZKOA,119.0,7,7,2023,0,7,1.6,5,2,0,19.0,23.0,2023-08-24,-4.9,1.1
0061X,PONTONS,BARCELONA,632.0,9,7,2023,0,3,1.9,4,4,0,18.4,21.6,2023-08-23,-5.8,0.1
9244X,SOS DEL REY CATÓLICO,ZARAGOZA,626.0,9,7,2022,0,1,3.4,3,3,0,18.9,24.9,2024-07-30,-8.8,0.6
1354C,FERROL,A CORUÑA,4.0,8,7,2022,0,2,2.4,3,3,0,18.8,21.9,2023-08-23,0.0,0.1
9647X,TORÀ,LLEIDA,435.0,9,7,2023,0,2,1.6,2,2,0,19.0,23.0,2021-08-12,-11.1,0.2
1026X,ORDIZIA,GIPUZKOA,290.0,9,7,2022,0,4,2.8,4,3,0,18.5,23.0,2022-10-27,-5.9,1.4
2870,SALAMANCA,SALAMANCA,775.0,9,7,2022,0,3,2.3,3,3,0,19.0,22.1,2017-06-19,-8.0,0.0
1021X,"ERRENTERIA, AÑARBE",GIPUZKOA,165.0,9,7,2022,1,3,3.0,4,3,0,18.8,24.2,2022-10-27,-6.1,1.9
9170,"LOGROÑO, AEROPUERTO",LA RIOJA,353.0,9,7,2019,1,2,4.1,4,4,0,18.5,21.7,2023-08-22,-7.5,0.1
7195X,"CARAVACA DE LA CRUZ, LOS ROYOS",MURCIA,985.0,9,7,2023,0,2,3.0,4,3,0,18.7,24.2,2023-08-10,-7.8,0.0
2430Y,MUÑOTELLO,AVILA,1178.0,8,7,2022,0,6,2.9,4,4,0,18.2,22.2,2021-08-14,-9.6,0.0
2503B,"OLMEDO, DEPÓSITO DE AGUA",VALLADOLID,786.0,9,7,2022,1,4,3.0,4,2,0,18.3,23.2,2022-07-18,-12.9,0.1
9115X,VALDEZCARAY,LA RIOJA,1630.0,9,7,2025,0,7,2.9,5,5,0,17.4,23.3,2021-08-14,-12.8,0.0
1210X,CABO PEÑAS,ASTURIAS,100.0,6,7,2023,0,0,1.7,4,3,0,19.4,21.5,2023-08-23,1.9,0.3
0341X,TONA,BARCELONA,607.0,8,7,2023,0,1,1.2,4,4,0,18.7,21.8,2023-08-23,-7.5,0.0
5047E,BAZA,GRANADA,785.0,9,8,2021,0,4,3.8,3,3,0,18.6,22.2,2023-07-24,-8.8,0.1
8155Y,MOTILLA DEL PALANCAR,CUENCA,830.0,8,8,2023,1,8,5.1,5,5,0,19.5,22.1,2021-08-14,-15.5,0.0
1730E,O ROSAL,PONTEVEDRA,55.0,9,8,2018,0,8,4.2,4,4,1,18.9,26.0,2022-07-14,-2.8,0.6
1400,FISTERRA,A CORUÑA,230.0,8,8,2018,1,1,3.0,4,4,1,17.4,27.3,2022-07-13,1.1,1.4
1183X,LLANES,ASTURIAS,10.0,8,8,2023,0,0,4.2,3,3,0,19.2,22.0,2018-08-04,-0.4,1.0
1297E,CERVANTES,LUGO,1020.0,9,8,2022,0,6,2.7,4,4,0,17.6,24.6,2022-07-16,-6.6,0.1
1176A,TRESVISO,CANTABRIA,940.0,9,8,2025,0,8,2.7,2,2,0,17.0,24.5,2022-07-16,-7.0,0.4
3021Y,ZAOREJAS,GUADALAJARA,1250.0,8,8,2022,0,0,2.5,4,4,0,18.3,23.3,2021-08-14,-13.5,0.0
1387D,A CORUÑA BENS,A CORUÑA,132.0,8,8,2020,0,0,1.9,2,2,0,19.0,21.9,2023-08-23,0.9,0.8
9436X,FONFRÍA,TERUEL,1255.0,9,8,2023,0,4,2.8,5,5,0,18.1,23.0,2023-07-18,-9.9,0.0
C101A,ROQUE DE LOS MUCHACHOS,SANTA CRUZ DE TENERIFE,2223.0,6,8,2023,1,1,4.0,5,5,0,18.4,21.8,2023-08-11,-4.1,0.0
2456B,AREVALO,AVILA,820.0,9,8,2022,0,4,2.4,2,2,0,17.6,22.8,2024-08-11,-14.3,0.2
9855E,"CAPELLA, LAGUARRES",HUESCA,600.0,9,8,2023,0,1,3.1,3,3,0,18.7,22.0,2023-07-19,-10.3,0.0
1159,SAN VICENTE DE LA BARQUERA,CANTABRIA,38.0,9,8,2022,0,5,4.4,6,4,0,19.2,21.7,2024-07-31,-2.0,0.6
1060X,AMURRIO,ARABA/ALAVA,240.0,9,8,2025,0,8,2.6,5,5,0,18.6,21.9,2023-08-24,-7.3,0.6
8008Y,VILLENA,ALICANTE,486.0,9,8,2023,2,5,4.1,2,2,0,18.9,22.8,2019-07-07,-9.6,0.3
5459X,ESPIEL,CORDOBA,465.0,8,9,2020,2,8,4.8,3,3,0,19.4,23.0,2020-07-21,-6.0,0.2
2891A,VILLARINO DE LOS AIRES,SALAMANCA,690.0,9,9,2022,0,6,3.7,6,6,0,18.6,23.6,2022-07-15,-7.2,0.1
2536D,MORALES DEL TORO,ZAMORA,710.0,9,9,2022,0,2,2.0,5,5,0,17.3,23.6,2022-07-17,-8.8,0.1
8520X,LA POBLA DE BENIFASSÀ-FREDES,CASTELLON,1165.0,7,9,2023,0,7,3.7,4,4,0,18.0,23.1,2025-08-17,-9.4,0.0
3140Y,MANDAYONA,GUADALAJARA,990.0,7,9,2023,0,1,3.4,5,5,0,18.9,23.7,2021-08-14,-10.3,0.1
9301X,MONTEAGUDO,NAVARRA,410.0,9,9,2025,2,9,4.3,4,3,0,19.3,23.7,2024-07-30,-6.9,0.2
1521X,BECERREÁ,LUGO,1080.0,9,9,2025,0,9,2.8,3,3,0,17.8,23.6,2023-08-23,-5.9,0.1
9390,DAROCA,ZARAGOZA,774.0,9,9,2022,0,2,3.8,3,3,1,18.7,25.3,2023-07-18,-18.5,0.2
2804F,VILLADEPERA,ZAMORA,790.0,9,10,2022,0,4,2.8,7,7,0,18.9,23.0,2022-07-14,-7.9,0.1
5858X,ALMONTE,HUELVA,5.0,9,10,2021,1,2,5.4,2,2,1,19.3,27.5,2022-07-25,-4.4,1.0
5704B,CAZALLA DE LA SIERRA,SEVILLA,550.0,9,10,2025,1,10,4.4,3,3,0,18.8,23.7,2023-08-23,-4.8,0.1
9808X,"AÍNSA-SOBRARBE, LA SERRETA",HUESCA,610.0,9,10,2022,1,1,4.3,5,4,0,19.1,22.4,2023-08-21,-8.4,0.0
9211F,"BAILO, PUYALTO",HUESCA,722.0,9,10,2019,2,3,6.6,5,5,0,18.8,24.9,2019-06-27,-9.4,0.1
9145Y,CENICERO,LA RIOJA,429.0,9,10,2023,1,5,5.2,7,7,0,18.8,24.3,2019-06-27,-4.6,0.4
9171K,LOS ARCOS,NAVARRA,470.0,9,10,2022,1,9,5.0,5,3,1,19.0,25.3,2023-08-23,-6.6,0.2
2918Y,EL MAÍLLO,SALAMANCA,1027.0,9,10,2022,0,8,3.3,6,6,1,18.6,26.2,2022-07-17,-7.9,0.2
9344C,ARCOS DE JALÓN,SORIA,863.0,9,10,2022,0,1,2.4,3,3,0,17.8,21.8,2019-07-25,-13.6,0.0
6258X,LANJARÓN,GRANADA,708.0,9,10,2021,0,2,3.2,7,5,0,18.5,22.3,2020-08-01,-3.3,0.0
9245X,CÁSEDA,NAVARRA,440.0,9,10,2022,0,2,3.6,5,5,0,19.1,23.2,2022-06-17,-7.2,0.1
7119B,CARAVACA DE LA CRUZ,MURCIA,643.0,9,10,2023,1,6,5.3,7,7,0,19.4,23.5,2025-08-18,-7.2,0.1
8005X,FONTANARS DELS ALFORINS,VALENCIA,622.0,8,10,2023,2,4,4.5,3,3,0,19.3,22.3,2021-08-15,-8.5,0.1
2969U,A GUDIÑA,OURENSE,910.0,8,10,2025,0,10,3.5,6,6,0,19.1,24.0,2022-07-17,-7.5,0.1
2106B,CORUÑA DEL CONDE,BURGOS,955.0,9,11,2022,0,5,4.8,5,5,0,19.0,23.9,2023-08-22,-11.0,0.1
2482B,MIGUELAÑEZ,SEGOVIA,870.0,9,11,2017,0,6,5.0,4,4,0,19.0,24.0,2022-07-17,-13.5,0.0
2444,ÁVILA,AVILA,1130.0,9,11,2022,0,6,4.0,5,4,0,18.9,23.6,2022-07-15,-11.4,0.0
9394X,CALATAYUD,ZARAGOZA,582.0,9,11,2022,0,2,6.1,6,6,0,19.5,23.2,2020-07-28,-15.4,0.0
4051Y,ALCÁZAR DEL REY,CUENCA,875.0,9,11,2017,2,11,8.1,4,4,0,19.5,24.2,2021-08-15,-13.9,0.0
9208E,ARAGÜÉS DEL PUERTO,HUESCA,1025.0,9,11,2022,2,7,5.8,5,5,0,19.0,24.9,2019-06-27,-9.4,0.2
9262,PAMPLONA,NAVARRA,450.0,8,11,2022,3,7,6.0,6,6,1,19.5,26.4,2022-06-19,-5.2,0.6
1690A,OURENSE,OURENSE,146.0,8,11,2024,0,4,3.5,6,6,0,19.3,22.4,2023-08-23,-6.3,0.1
1496X,VIGO,PONTEVEDRA,120.0,9,11,2018,2,6,4.7,4,4,2,18.5,26.5,2022-07-13,0.3,1.1
1583X,O BARCO DE VALDEORRAS,OURENSE,315.0,9,12,2022,1,5,4.3,6,6,0,19.2,23.6,2022-07-15,-7.3,0.1
4089A,ALBERCA DE ZANCARA,CUENCA,858.0,8,12,2025,1,12,6.9,5,5,0,19.7,23.9,2021-08-15,-15.9,0.1
3531X,TORRECILLA DE LOS ANGELES,CACERES,459.0,9,12,2017,3,8,7.7,5,5,0,19.4,24.5,2017-08-20,-4.7,0.2
2614,ZAMORA,ZAMORA,656.0,9,12,2025,1,12,5.3,7,7,0,19.1,23.7,2017-06-19,-6.9,0.0
8376,JABALOYAS,TERUEL,1430.0,9,12,2023,1,8,5.8,4,3,1,18.8,25.1,2021-08-15,-10.6,0.0
3085Y,PASTRANA,GUADALAJARA,920.0,5,12,2022,2,6,8.0,4,3,0,19.7,22.7,2022-07-14,-6.7,0.0
9531Y,MONTALBÁN,TERUEL,895.0,9,12,2022,0,1,5.3,3,3,1,18.7,25.1,2021-08-14,-14.6,0.2
0255B,SANTA SUSANNA,BARCELONA,40.0,5,12,2017,7,8,9.6,7,7,0,19.6,23.4,2018-08-08,-3.5,0.8
1109X,SANTANDER AEROPUERTO,CANTABRIA,3.0,9,12,2018,0,4,5.3,3,3,0,19.5,24.6,2022-10-27,-4.3,1.0
0106X,BALSARENY,BARCELONA,361.0,9,12,2023,0,2,2.9,5,5,0,19.4,22.7,2017-07-14,-10.0,0.1
8439X,SEGORBE,CASTELLON,400.0,9,13,2023,0,13,4.8,6,6,0,19.6,23.0,2022-08-13,-4.0,0.1
2453E,GOTARRENDURA,AVILA,920.0,9,13,2022,0,9,4.6,4,4,0,19.2,24.3,2025-08-14,-12.5,0.3
1082,BILBAO AEROPUERTO,BIZKAIA,42.0,9,13,2022,2,10,7.0,7,5,0,19.6,22.6,2022-10-27,-4.1,2.0
9756X,BENABARRE,HUESCA,765.0,9,13,2023,1,5,5.1,6,6,0,19.3,22.7,2024-07-20,-7.8,0.1
9501X,VALMADRID,ZARAGOZA,535.0,9,13,2022,2,13,7.2,5,5,1,19.4,25.7,2022-08-13,-5.6,0.1
2422,VALLADOLID,VALLADOLID,734.0,9,13,2022,1,7,4.4,7,7,0,19.3,23.5,2022-08-10,-6.7,0.1
1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250.0,9,14,2022,2,6,6.0,9,6,0,19.5,24.3,2022-10-27,-5.1,2.6
0413A,MAÇANET DE CABRENYS,GIRONA,355.0,9,14,2023,1,11,7.6,7,7,1,19.4,29.8,2018-08-04,-7.3,0.3
4096Y,MUNERA,ALBACETE,918.0,7,14,2024,0,1,3.0,4,4,0,18.6,22.1,2024-07-30,-13.0,0.1
8492X,ATZENETA DEL MAESTRAT,CASTELLON,420.0,9,14,2023,0,10,6.1,5,5,0,19.7,22.5,2025-08-18,-5.6,0.1
9513X,MUNIESA,TERUEL,800.0,9,14,2022,2,10,7.1,4,4,1,19.4,25.4,2024-07-31,-7.3,0.0
1111X,SANTANDER,CANTABRIA,51.0,9,14,2023,0,8,6.6,7,6,0,19.8,24.5,2022-10-27,-0.9,1.3
1111,SANTANDER,CANTABRIA,52.0,7,15,2023,0,15,5.4,7,7,0,19.6,23.6,2022-10-27,-0.8,1.6
3516X,PIORNAL,CACERES,1260.0,9,15,2025,1,15,8.3,8,8,0,19.9,24.2,2023-08-22,-7.8,0.0
1109,SANTANDER AEROPUERTO,CANTABRIA,3.0,7,15,2018,0,13,9.0,3,3,1,19.9,25.5,2022-10-27,-2.0,1.9
5530E,GRANADA AEROPUERTO,GRANADA,560.0,9,15,2024,1,15,9.2,4,4,0,19.7,24.9,2020-07-12,-6.9,0.4
9698U,TALARN,LLEIDA,807.0,8,15,2023,0,6,6.6,4,4,0,19.4,22.9,2023-07-19,-8.3,0.1
4492F,BARCARROTA,BADAJOZ,377.0,9,15,2025,3,15,8.8,6,6,1,19.7,26.6,2025-08-13,-5.6,0.2
3427Y,OROPESA,TOLEDO,345.0,7,15,2022,2,14,9.4,4,3,1,19.3,26.4,2019-07-22,-8.8,0.4
7080X,MORATALLA,MURCIA,955.0,9,15,2023,6,13,10.8,10,5,3,19.7,27.7,2023-08-10,-7.5,0.2
5654X,LA PUEBLA DE LOS INFANTES,SEVILLA,200.0,9,15,2023,1,8,7.3,4,4,0,19.6,24.4,2024-08-19,-6.0,0.9
9650X,ARTESA DE SEGRE,LLEIDA,400.0,9,15,2023,4,9,8.3,7,7,0,19.9,23.3,2023-07-19,-8.6,0.1
5060X,VÉLEZ BLANCO - TOPARES,ALMERIA,1190.0,9,15,2023,0,6,6.3,10,6,0,19.6,24.5,2023-08-10,-8.7,0.0
0009X,ALFORJA,TARRAGONA,406.0,9,15,2023,1,13,6.9,6,4,0,19.8,22.9,2018-08-08,-3.8,0.4
9299X,TARAZONA,ZARAGOZA,475.0,9,16,2022,2,13,6.3,6,6,0,19.8,23.9,2024-07-30,-5.4,0.2
9707,LLIMIANA,LLEIDA,515.0,9,16,2023,1,2,6.1,4,4,0,20.0,23.1,2023-07-19,-9.2,0.0
2512Y,RIVILLA DE BARAJAS,AVILA,925.0,9,16,2025,1,16,6.1,4,4,0,19.4,24.6,2025-08-17,-10.0,0.3
2882D,PEÑAUSENDE,ZAMORA,1003.0,8,17,2017,3,3,6.0,4,3,2,20.0,25.9,2022-07-17,-5.9,0.8
1208H,"GIJÓN, PUERTO",ASTURIAS,5.0,9,17,2023,0,11,8.6,7,7,0,20.0,21.7,2023-08-23,0.0,0.7
7247X,EL PINÓS/PINOSO,ALICANTE,577.0,9,17,2025,0,17,5.8,7,5,0,20.0,25.0,2025-08-18,-8.6,0.2
9563X,CASTELLFORT,CASTELLON,1220.0,9,17,2025,3,17,9.8,8,8,0,19.9,25.0,2023-07-18,-8.8,0.0
3330Y,ROZAS DE PUERTO REAL,MADRID,890.0,9,18,2022,6,14,10.9,6,6,0,19.9,24.7,2021-08-14,-6.1,0.0
5341C,FUENCALIENTE,CIUDAD REAL,710.0,9,18,2023,1,7,6.6,5,5,0,20.0,23.9,2024-07-29,-5.3,0.1
9321X,EJEA DE LOS CABALLEROS,ZARAGOZA,321.0,7,18,2022,4,15,11.4,6,6,0,19.9,24.4,2023-08-24,-7.2,1.0
3245Y,TEMBLEQUE,TOLEDO,635.0,9,18,2017,8,17,13.4,5,5,0,20.0,23.9,2024-08-12,-13.6,0.6
9491X,ALMUDÉVAR,HUESCA,390.0,9,18,2022,1,14,8.8,8,8,1,19.8,25.3,2023-08-24,-11.4,0.3
C656V,TEROR,LAS PALMAS,683.0,9,18,2023,1,9,6.3,5,5,2,20.0,25.6,2023-08-12,3.4,2.0
