indicativo,nombre,provincia,altitud_m,anios,noches_trop_peor_anio,peor_anio,noches_trop_mejor_anio,noches_trop_ultimo_anio,noches_trop_anio_medio,racha_max_historica,racha_max_en_un_anio,noches_ecua_peor_anio,tmin_p95,peor_noche,peor_noche_fecha,noche_mas_fria,noches_fuera_jja_anio
C623I,"SAN BARTOLOME TIRAJANA, CUEVAS DEL PINAR",LAS PALMAS,1220.0,9,89,2020,45,65,63.6,28,28,29,26.8,31.6,2023-07-13,3.1,17.8
B410B,SANTANYÍ,BALEARES,45.0,9,89,2022,51,87,75.6,73,33,4,24.0,26.8,2019-07-07,0.1,14.6
5996B,BARBATE,CADIZ,4.0,9,89,2025,50,89,69.2,33,33,11,24.0,28.6,2025-08-16,0.7,19.7
7023X,FUENTE ÁLAMO DE MURCIA,MURCIA,140.0,9,89,2025,49,89,74.3,66,66,6,23.7,27.2,2022-08-13,-1.1,11.7
8013X,NOVELDA,ALICANTE,233.0,9,90,2025,52,90,69.7,54,46,6,23.9,27.5,2025-08-18,0.0,9.3
7031,SAN JAVIER AEROPUERTO,MURCIA,4.0,9,90,2017,72,89,82.0,48,48,13,25.0,27.2,2017-08-02,-2.0,16.6
6143X,COÍN,MALAGA,230.0,9,91,2025,60,91,69.8,69,69,7,23.5,27.7,2025-08-18,1.2,9.6
C614H,TEJEDA,LAS PALMAS,1060.0,8,91,2020,47,52,64.9,28,28,31,26.7,32.4,2023-08-13,3.9,23.2
7031X,SAN JAVIER AEROPUERTO,MURCIA,4.0,9,92,2024,75,88,84.7,78,78,13,24.8,27.8,2022-07-30,-1.2,17.4
B860X,CIUTADELLA,ILLES BALEARS,20.0,9,92,2022,55,80,73.7,46,46,5,24.1,27.5,2017-08-03,0.8,14.6
0244X,VILASSAR DE DALT,BARCELONA,56.0,9,92,2022,61,85,75.4,46,46,5,24.3,27.1,2018-08-04,0.0,11.2
8416X,"VALENCIA, UPV",VALENCIA,6.0,7,92,2018,64,77,75.1,81,81,10,24.4,27.5,2022-08-13,1.2,12.9
7218Y,TOTANA,MURCIA,281.0,6,93,2025,59,93,79.2,74,74,4,23.5,27.4,2025-08-18,0.5,12.8
B954,"IBIZA, AEROPUERTO",ILLES BALEARS,6.0,9,93,2025,71,93,83.1,62,62,10,24.2,27.9,2017-08-02,0.0,18.2
8503Y,TORREBLANCA,CASTELLON,35.0,9,93,2025,59,93,77.9,73,61,4,24.3,27.2,2018-08-05,1.1,12.9
7020C,MURCIA AEROPUERTO,MURCIA,205.0,7,94,2025,53,94,70.6,71,60,2,23.3,25.9,2023-08-03,0.1,11.4
B825B,ES MERCADAL,ILLES BALEARS,80.0,9,94,2022,53,72,71.6,73,46,3,23.4,26.7,2017-08-02,1.5,13.2
B301,"LLUCMAJOR, RADAR",BALEARES,113.0,9,94,2022,61,89,76.1,79,79,5,23.5,26.7,2017-08-02,1.6,14.8
B603X,ARTÀ-COLÒNIA DE SANT PERE,BALEARES,99.0,9,95,2025,53,95,78.9,46,46,7,24.5,28.9,2021-08-15,2.1,16.1
7012D,"CARTAGENA, TENTEGORRA",MURCIA,56.0,9,95,2025,52,95,70.6,50,48,5,23.8,26.3,2024-07-29,-0.9,11.9
8414A,VALENCIA AEROPUERTO,VALENCIA,56.0,9,96,2025,60,96,74.6,61,61,13,24.7,27.1,2022-07-27,-2.3,10.1
0201D,"BARCELONA, PORT OLÍMPIC",BARCELONA,26.0,6,97,2025,75,97,84.8,61,61,17,24.8,27.1,2018-08-04,0.1,14.7
7178I,MURCIA,MURCIA,62.0,9,97,2025,67,97,87.0,83,83,12,24.6,27.2,2022-08-13,-1.4,15.9
8036Y,BENIDORM,ALICANTE,36.0,7,97,2025,65,97,79.4,50,40,6,24.0,27.1,2017-08-02,-0.1,15.6
8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43.0,9,97,2025,64,97,81.3,72,72,8,24.2,27.2,2017-08-02,0.0,15.0
C628B,"LA ALDEA DE SAN NICOLÁS, TASARTE",LAS PALMAS,318.0,9,98,2023,34,65,63.3,20,20,21,25.5,34.6,2023-08-12,10.2,26.8
6001,TARIFA,CADIZ,45.0,9,98,2017,28,83,60.7,23,23,2,23.5,25.5,2023-08-23,2.2,18.4
6268Y,"MOTRIL, PUERTO",GRANADA,3.0,6,99,2025,67,99,79.8,56,56,10,24.1,26.7,2024-08-26,4.4,17.0
0076,BARCELONA AEROPUERTO,BARCELONA,4.0,9,100,2022,69,92,84.2,61,61,12,24.4,27.3,2018-08-05,-0.8,12.8
8500A,CASTELLÓ - ALMASSORA,CASTELLON,43.0,9,100,2025,70,100,84.4,71,69,11,24.5,27.1,2025-08-11,0.8,14.2
5998X,OSUNA,SEVILLA,255.0,9,102,2025,63,102,85.7,50,50,31,26.2,30.6,2025-08-17,0.3,22.9
5000C,CEUTA,CEUTA,87.0,9,102,2023,58,95,80.4,51,51,4,23.4,27.8,2022-07-26,4.6,21.0
B800X,"LA MOLA, MAÓ",ILLES BALEARS,78.0,8,102,2025,78,102,89.5,51,51,8,24.6,26.6,2018-08-09,1.9,22.2
B434X,PORTOCOLOM  ,ILLES BALEARS,17.0,9,102,2022,73,95,86.8,74,65,16,24.9,27.1,2017-08-02,1.2,19.3
7261X,ROJALES,ALICANTE,31.0,9,103,2025,66,103,82.4,71,70,9,24.2,27.7,2022-08-13,-0.5,15.1
5972X,SAN FERNANDO,CADIZ,28.0,9,104,2023,63,98,84.6,33,33,13,24.4,28.0,2025-08-13,1.9,25.0
8025,ALACANT/ALICANTE,ALICANTE,81.0,9,105,2025,66,105,84.9,72,72,10,24.5,28.6,2022-08-13,0.0,15.4
6155A,MÁLAGA AEROPUERTO,MALAGA,7.0,9,106,2025,80,106,92.1,55,55,18,25.0,31.6,2023-07-20,1.1,20.8
0433D,CABO DE CREUS,GIRONA,75.0,6,106,2025,79,106,91.8,74,74,27,25.6,29.8,2025-08-16,1.3,21.7
6156X,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54.0,9,107,2025,78,107,91.9,87,87,18,25.0,30.6,2023-07-20,1.7,20.4
6340X,GARRUCHA,ALMERIA,28.0,9,108,2024,83,83,95.8,83,83,20,25.1,27.7,2024-07-30,2.5,21.8
6291B,EL EJIDO,ALMERIA,98.0,9,109,2025,82,109,93.2,78,78,18,25.0,26.9,2022-08-04,5.0,22.1
7007Y,MAZARRÓN,MURCIA,66.0,8,110,2025,74,110,95.0,87,87,12,24.8,28.3,2024-07-30,3.2,22.8
8416Y,"VALÈNCIA, VIVEROS",VALENCIA,13.0,9,110,2025,79,110,90.8,81,81,20,25.1,28.2,2022-08-13,1.1,18.0
8416,VALÈNCIA,VALENCIA,13.0,9,111,2025,77,111,92.8,81,81,20,25.2,27.5,2022-08-13,0.8,19.6
8057C,PEGO,ALICANTE,60.0,9,111,2025,75,111,93.4,90,90,15,24.9,29.1,2022-08-13,0.6,19.3
6325O,ALMERÍA AEROPUERTO,ALMERIA,21.0,9,112,2025,88,112,98.6,82,75,26,25.4,27.3,2022-08-10,3.8,25.0
0016B,REUS (CENTRE LECTURA),TARRAGONA,118.0,9,113,2022,70,101,85.8,42,42,20,25.1,27.9,2023-08-22,0.2,18.0
B051A,"SÓLLER, PUERTO",BALEARES,5.0,5,113,2022,91,111,102.0,94,94,23,25.2,29.9,2022-08-14,3.5,23.6
6272X,CASTELL DE FERRO,GRANADA,235.0,8,113,2025,75,113,89.2,72,72,9,24.4,27.5,2025-08-17,4.3,20.9
6213X,NERJA,MALAGA,169.0,9,114,2025,70,114,84.1,61,61,6,23.9,28.1,2023-08-03,4.5,20.1
8058Y,MIRAMAR,VALENCIA,12.0,9,114,2025,82,114,98.6,73,73,24,25.4,28.9,2022-08-13,1.2,21.4
B986,FORMENTERA,BALEARES,24.0,9,114,2025,69,114,87.9,61,61,13,24.8,27.8,2022-08-13,0.5,20.4
0201X,"BARCELONA, DRASSANES",BARCELONA,11.0,7,115,2023,40,111,91.7,64,64,18,25.0,27.7,2023-08-24,1.3,20.0
6175X,RINCÓN DE LA VICTORIA,MALAGA,7.0,8,115,2023,80,94,97.8,88,62,19,25.1,27.2,2023-08-03,5.5,26.8
C419X,ADEJE,SANTA CRUZ DE TENERIFE,130.0,9,118,2023,52,91,77.8,32,32,2,22.6,25.5,2024-11-21,8.6,33.7
B087X,BANYALBUFAR,ILLES BALEARS,60.0,9,119,2022,79,112,96.2,78,73,23,25.4,30.3,2022-08-13,3.0,22.1
6088X,TORREMOLINOS,MALAGA,85.0,9,120,2025,79,120,94.7,87,87,15,24.6,30.7,2024-08-02,3.8,23.3
7002Y,ÁGUILAS,MURCIA,32.0,9,120,2025,90,120,103.3,90,90,25,25.3,27.2,2017-08-07,2.0,26.0
7012C,CARTAGENA,MURCIA,17.0,9,121,2025,89,121,106.1,96,96,35,25.7,27.4,2022-08-14,1.3,28.4
6000A,MELILLA,MELILLA,52.0,9,122,2025,97,122,106.9,87,87,24,25.5,31.8,2020-08-02,5.6,31.4
B228,"PALMA, PUERTO",BALEARES,3.0,9,123,2022,89,118,107.0,108,108,36,26.3,29.0,2022-08-14,2.5,27.1
6083X,MARBELLA,MALAGA,2.0,6,124,2021,70,88,96.3,49,49,22,25.4,27.9,2024-08-26,4.1,33.0
C619Y,LA ALDEA DE SAN NICOLÁS,LAS PALMAS,13.0,9,126,2023,86,114,105.7,46,37,3,23.4,29.7,2025-09-20,6.2,36.6
5973,CÁDIZ,CADIZ,2.0,9,128,2023,86,123,109.0,80,80,14,24.7,28.0,2025-08-13,2.4,36.2
6329X,CABO DE GATA,ALMERIA,42.0,9,135,2017,103,134,120.6,103,103,41,26.3,29.4,2022-08-10,4.8,43.6
C669B,ARUCAS,LAS PALMAS,86.0,9,136,2023,75,104,98.3,56,56,3,22.6,26.2,2023-10-07,10.4,43.1
6172X,MÁLAGA,MALAGA,25.0,9,136,2025,102,136,113.1,87,87,22,25.3,28.8,2023-08-01,3.9,34.4
B569X,CAPDEPERA,BALEARES,57.0,8,137,2022,87,129,112.8,103,103,52,26.3,28.4,2022-08-14,2.2,34.4
C839X,LA GRACIOSA,LAS PALMAS,19.0,9,138,2023,84,111,104.7,75,75,1,22.7,27.2,2023-10-08,9.5,45.8
C659H,"LAS PALMAS DE GRAN CANARIA, SAN CRISTOBAL",LAS PALMAS,55.0,8,138,2025,94,138,120.0,99,99,3,22.9,28.4,2025-09-20,10.5,60.1
C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14.0,9,139,2023,74,114,100.7,98,98,4,23.2,27.6,2023-10-08,7.6,39.4
C639U,"SAN BARTOLOME TIRAJANA, EL MATORRAL",LAS PALMAS,41.0,9,140,2023,77,109,103.4,39,39,17,25.0,30.6,2025-07-17,9.4,46.8
C649R,"TELDE, MELENARA",LAS PALMAS,9.0,9,143,2023,106,131,129.3,95,95,3,23.6,26.3,2025-07-17,9.8,55.7
C239N,"TUINEJE,PUERTO GRAN TARAJAL",LAS PALMAS,1.0,9,147,2023,98,123,123.6,74,74,14,24.7,29.8,2021-08-17,9.0,54.0
C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64.0,9,148,2023,83,134,111.0,60,60,12,24.7,30.6,2021-08-17,10.3,52.6
C629X,"MOGÁN, PUERTO",LAS PALMAS,10.0,9,153,2020,79,123,120.2,108,108,5,24.1,26.5,2023-10-09,11.9,55.0
C129Z,TAZACORTE,SANTA CRUZ DE TENERIFE,62.0,6,154,2023,89,117,113.0,104,104,1,22.9,29.3,2021-08-17,11.2,52.0
C329B,"LA GOMERA, AEROPUERTO",STA. CRUZ DE TENERIFE,219.0,8,154,2023,49,93,87.8,82,82,15,24.8,28.5,2023-08-12,10.8,46.6
C459Z,PUERTO DE LA CRUZ,SANTA CRUZ DE TENERIFE,25.0,9,155,2023,85,132,121.1,128,128,5,23.7,26.8,2025-09-20,11.7,53.7
C649I,GRAN CANARIA AEROPUERTO,LAS PALMAS,24.0,9,156,2023,101,132,128.7,93,93,13,24.2,28.7,2025-07-17,10.6,59.7
C019V,YAIZA PLAYA BLANCA,LAS PALMAS,6.0,9,157,2023,89,129,119.2,91,91,1,23.3,29.5,2023-10-08,10.0,51.0
C249I,FUERTEVENTURA AEROPUERTO,LAS PALMAS,25.0,9,157,2017,101,124,128.8,100,100,4,23.7,28.4,2025-07-17,9.5,57.7
C449F,ANAGA,SANTA CRUZ DE TENERIFE,19.0,9,162,2023,109,146,136.2,129,129,15,24.5,30.5,2021-08-17,11.2,58.3
C139E,LA PALMA AEROPUERTO,SANTA CRUZ DE TENERIFE,33.0,9,163,2023,107,139,130.2,130,130,1,23.6,26.7,2021-08-17,11.0,61.0
C639M,"MASPALOMAS, C. INSULAR TURISMO",LAS PALMAS,45.0,9,172,2023,114,137,142.6,128,128,16,24.6,30.0,2023-10-09,12.0,66.7
C939T,"FRONTERA, SABINOSA",STA. CRUZ DE TENERIFE,20.0,9,174,2023,112,148,143.2,149,149,2,23.6,28.1,2023-11-21,12.4,65.6
C129V,FUENCALIENTE,STA. CRUZ DE TENERIFE,19.0,9,180,2023,117,151,148.7,148,148,2,24.0,27.6,2021-08-17,11.8,73.3
C449C,STA.CRUZ DE TENERIFE,SANTA CRUZ DE TENERIFE,36.0,9,182,2023,110,156,153.8,144,144,19,25.1,28.4,2023-07-14,11.8,73.1
C619X,AGAETE,LAS PALMAS,5.0,9,183,2023,100,156,152.7,109,109,11,24.3,29.0,2025-09-20,12.3,76.2
C229J,PÁJARA,LAS PALMAS,15.0,9,184,2024,97,162,155.3,128,128,12,24.8,30.1,2023-10-08,10.2,78.8
C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15.0,8,186,2017,122,174,153.5,132,132,9,24.1,26.9,2023-10-09,12.0,78.2
C919K,TACORON-LAPILLAS-TORTUGA,STA. CRUZ DE TENERIFE,98.0,7,187,2023,74,129,117.4,161,161,14,24.4,32.0,2023-10-04,12.2,63.4
C329Z,SAN SEBASTIÁN DE LA GOMERA,STA. CRUZ DE TENERIFE,15.0,8,187,2023,121,172,161.9,148,148,24,25.4,28.4,2023-07-14,12.1,77.9
C629Q,"MOGÁN, PUERTO RICO",LAS PALMAS,10.0,9,189,2023,126,161,164.3,160,160,9,24.5,26.0,2025-09-20,13.2,81.0
C929I,HIERRO AEROPUERTO,SANTA CRUZ DE TENERIFE,32.0,9,204,2023,131,170,170.2,161,161,3,24.0,26.2,2023-10-11,12.5,86.2
