indicativo,temporada,nombre,provincia,altitud,dias_tmin,dias_tmax,noches_calefaccion,noches_frias,heladas,heladas_fuertes,calefaccion_nucleo,heladas_nucleo,dias_terraza,dias_terraza_20,dias_lluvia,racha_terraza,racha_sin_terraza,racha_heladas,tmin_p05,tmin_min,tmin_min_fecha,tmax_max,tmax_max_fecha
5911A,2025-26,GRAZALEMA,CADIZ,913,145,147,136,67,4,0,83,4,21,11,66,8,70,2,0.7,-1.6,2026-01-07,21.7,2025-11-12
5919X,2017-18,OLVERA,CADIZ,530,151,151,131,55,2,0,87,2,32,18,49,14,31,1,1.2,-0.3,2018-02-09,23.9,2017-11-20
5919X,2018-19,OLVERA,CADIZ,530,148,148,123,22,0,0,83,0,59,30,20,11,19,0,3.3,1.1,2019-02-03,25.5,2019-03-15
5919X,2019-20,OLVERA,CADIZ,530,150,150,119,23,0,0,72,0,53,28,32,9,24,0,4.1,1.0,2019-11-16,29.2,2020-03-11
5919X,2020-21,OLVERA,CADIZ,530,128,128,93,29,1,0,64,1,49,30,35,14,17,1,1.0,-1.0,2021-01-03,27.7,2020-11-01
5919X,2021-22,OLVERA,CADIZ,530,149,149,123,24,0,0,71,0,47,26,37,8,18,0,3.5,0.6,2021-11-28,25.3,2022-02-22
5919X,2022-23,OLVERA,CADIZ,530,151,151,90,23,0,0,65,0,62,49,34,14,19,0,1.6,0.2,2023-03-02,28.1,2023-03-29
5919X,2023-24,OLVERA,CADIZ,530,152,152,100,16,0,0,68,0,67,46,41,15,13,0,3.8,2.9,2024-01-08,28.2,2023-11-14
5919X,2024-25,OLVERA,CADIZ,530,151,151,101,17,0,0,75,0,64,37,36,12,20,0,3.2,2.1,2024-12-10,27.0,2024-11-30
5919X,2025-26,OLVERA,CADIZ,530,151,151,114,29,1,0,70,1,46,33,58,9,35,1,3.5,-0.7,2026-01-07,26.1,2025-11-11
5941X,2017-18,EL BOSQUE,CADIZ,295,151,151,123,66,6,0,81,6,45,30,49,28,28,3,0.7,-1.7,2018-02-09,25.7,2017-11-24
5941X,2018-19,EL BOSQUE,CADIZ,295,151,151,128,37,0,0,87,0,81,43,26,15,11,0,1.8,0.2,2019-02-04,26.4,2019-03-11
5941X,2019-20,EL BOSQUE,CADIZ,295,152,152,127,27,0,0,82,0,66,39,44,15,22,0,3.5,0.6,2019-11-16,29.2,2020-03-11
5941X,2020-21,EL BOSQUE,CADIZ,295,150,150,104,36,6,0,71,6,64,46,47,24,24,2,0.1,-2.2,2021-01-03,27.3,2020-11-02
5941X,2021-22,EL BOSQUE,CADIZ,295,150,150,123,32,0,0,75,0,64,30,39,14,20,0,2.5,0.6,2022-01-09,25.6,2021-12-31
5941X,2022-23,EL BOSQUE,CADIZ,295,151,151,96,30,2,0,63,2,75,49,39,22,20,2,0.9,-1.5,2023-01-26,27.5,2023-03-25
5941X,2023-24,EL BOSQUE,CADIZ,295,149,149,107,25,0,0,74,0,78,46,31,13,10,0,3.7,0.1,2024-01-08,28.8,2024-03-18
5941X,2024-25,EL BOSQUE,CADIZ,295,148,148,99,31,0,0,76,0,68,38,40,12,18,0,3.0,0.3,2025-01-16,26.5,2024-11-30
5941X,2025-26,EL BOSQUE,CADIZ,295,140,140,105,27,1,0,66,1,49,28,54,12,51,1,3.2,-1.9,2026-01-07,25.3,2026-02-24
5950X,2017-18,SAN JOSÉ DEL VALLE,CADIZ,105,150,150,104,30,0,0,74,0,60,33,41,29,21,0,3.3,0.9,2018-02-09,27.2,2017-11-24
5950X,2018-19,SAN JOSÉ DEL VALLE,CADIZ,105,151,151,104,14,0,0,76,0,105,48,28,23,9,0,4.4,2.5,2019-02-03,27.8,2019-03-11
5950X,2019-20,SAN JOSÉ DEL VALLE,CADIZ,105,152,152,100,1,0,0,66,0,102,50,35,31,11,0,5.6,3.8,2019-11-16,27.8,2020-03-12
5950X,2020-21,SAN JOSÉ DEL VALLE,CADIZ,105,151,151,72,20,0,0,55,0,78,51,40,25,23,0,2.9,1.2,2021-01-03,27.9,2020-11-01
5950X,2021-22,SAN JOSÉ DEL VALLE,CADIZ,105,149,149,87,10,0,0,51,0,82,35,32,17,15,0,4.8,3.2,2022-01-09,24.8,2021-12-21
5950X,2022-23,SAN JOSÉ DEL VALLE,CADIZ,105,151,151,65,17,0,0,46,0,103,59,31,22,16,0,3.0,1.1,2023-01-26,28.7,2023-03-25
5950X,2023-24,SAN JOSÉ DEL VALLE,CADIZ,105,152,152,93,10,0,0,67,0,102,53,36,26,8,0,4.8,2.3,2024-01-08,28.6,2024-03-18
5950X,2024-25,SAN JOSÉ DEL VALLE,CADIZ,105,149,149,78,10,0,0,63,0,91,53,41,12,8,0,4.6,1.5,2025-01-16,26.6,2024-11-04
5950X,2025-26,SAN JOSÉ DEL VALLE,CADIZ,105,148,148,88,7,0,0,59,0,66,36,56,16,30,0,5.1,0.9,2026-01-07,26.6,2025-11-03
5960,2017-18,JEREZ DE LA FRONTERA AEROPUERTO,CADIZ,27,151,151,123,79,10,0,83,10,67,35,37,15,14,3,-0.3,-2.6,2018-02-09,27.0,2017-11-24
5960,2018-19,JEREZ DE LA FRONTERA AEROPUERTO,CADIZ,27,150,150,131,67,9,0,86,9,106,62,25,55,10,4,-0.5,-2.3,2019-01-13,28.2,2019-03-11
5960,2019-20,JEREZ DE LA FRONTERA AEROPUERTO,CADIZ,27,151,151,124,43,1,0,81,1,101,60,28,33,10,1,1.3,-0.2,2020-01-13,30.4,2020-03-11
5960,2020-21,JEREZ DE LA FRONTERA AEROPUERTO,CADIZ,27,150,150,106,47,14,1,68,13,88,57,37,25,28,7,-1.2,-3.1,2021-01-03,28.0,2020-11-02
5960,2021-22,JEREZ DE LA FRONTERA AEROPUERTO,CADIZ,27,149,149,120,67,1,0,81,1,111,70,26,24,9,1,1.0,-0.9,2022-01-09,26.9,2022-02-22
5960,2022-23,JEREZ DE LA FRONTERA AEROPUERTO,CADIZ,27,151,151,103,36,9,0,68,6,118,69,28,30,9,4,-0.3,-2.8,2023-01-29,28.9,2023-03-27
5960,2023-24,JEREZ DE LA FRONTERA AEROPUERTO,CADIZ,27,151,151,116,47,1,0,77,1,110,67,31,31,7,1,1.5,-0.4,2023-12-20,27.9,2023-11-14
5960,2024-25,JEREZ DE LA FRONTERA AEROPUERTO,CADIZ,27,151,151,101,41,2,0,78,2,105,59,37,24,8,2,1.2,-2.3,2025-01-16,26.3,2025-03-31
5960,2025-26,JEREZ DE LA FRONTERA AEROPUERTO,CADIZ,27,151,151,107,32,1,0,68,1,78,49,56,21,14,1,2.8,-1.0,2026-01-07,27.9,2026-03-26
5972X,2017-18,SAN FERNANDO,CADIZ,28,151,151,63,4,0,0,57,0,47,26,43,29,26,0,5.6,4.0,2018-02-05,25.6,2017-11-01
5972X,2018-19,SAN FERNANDO,CADIZ,28,145,145,36,1,0,0,33,0,84,36,23,18,17,0,6.8,4.0,2019-02-04,26.0,2019-03-15
5972X,2019-20,SAN FERNANDO,CADIZ,28,150,150,37,0,0,0,27,0,73,26,29,9,14,0,7.5,6.2,2020-01-21,27.5,2020-03-11
5972X,2020-21,SAN FERNANDO,CADIZ,28,151,151,41,9,0,0,33,0,72,40,40,25,34,0,4.8,2.4,2021-01-13,26.9,2020-11-15
5972X,2021-22,SAN FERNANDO,CADIZ,28,143,143,41,1,0,0,24,0,77,26,25,12,19,0,7.2,4.8,2021-11-28,25.1,2022-02-22
5972X,2022-23,SAN FERNANDO,CADIZ,28,150,150,34,6,0,0,28,0,102,52,31,17,18,0,5.9,3.7,2023-01-29,26.8,2023-03-27
5972X,2023-24,SAN FERNANDO,CADIZ,28,150,150,39,0,0,0,30,0,94,45,32,24,10,0,7.8,5.9,2024-01-08,27.1,2024-03-17
5972X,2024-25,SAN FERNANDO,CADIZ,28,151,151,53,2,0,0,49,0,77,39,35,19,10,0,6.2,3.2,2024-12-10,25.1,2025-03-29
5972X,2025-26,SAN FERNANDO,CADIZ,28,151,151,50,2,0,0,36,0,56,33,60,19,64,0,6.9,3.9,2026-01-07,25.7,2026-03-31
5973,2017-18,CÁDIZ,CADIZ,2,151,151,58,2,0,0,53,0,48,26,42,15,23,0,6.2,4.7,2017-12-04,24.4,2017-11-01
5973,2018-19,CÁDIZ,CADIZ,2,151,151,35,1,0,0,34,0,80,23,22,13,22,0,7.0,4.8,2019-02-04,24.5,2019-03-15
5973,2019-20,CÁDIZ,CADIZ,2,152,152,14,0,0,0,12,0,83,20,29,12,11,0,8.4,7.3,2020-01-21,24.4,2020-03-10
5973,2020-21,CÁDIZ,CADIZ,2,151,151,25,4,0,0,24,0,85,39,36,25,28,0,5.9,3.6,2021-01-15,25.0,2020-11-15
5973,2021-22,CÁDIZ,CADIZ,2,151,151,19,0,0,0,14,0,71,14,28,15,20,0,8.3,7.0,2021-11-26,23.2,2021-11-01
5973,2022-23,CÁDIZ,CADIZ,2,151,151,24,1,0,0,20,0,93,46,33,27,26,0,6.9,4.6,2023-01-29,24.6,2023-03-27
5973,2023-24,CÁDIZ,CADIZ,2,152,152,22,0,0,0,19,0,99,49,34,31,8,0,8.6,7.4,2024-01-08,25.4,2024-03-18
5973,2024-25,CÁDIZ,CADIZ,2,151,151,31,0,0,0,31,0,92,34,37,37,9,0,8.4,6.5,2024-12-10,23.1,2024-11-11
5973,2025-26,CÁDIZ,CADIZ,2,151,151,32,0,0,0,23,0,61,32,60,19,64,0,8.1,5.3,2026-01-07,24.4,2026-03-26
5983X,2017-18,MEDINA SIDONIA,CADIZ,70,151,151,105,49,3,0,74,3,46,31,43,29,28,1,0.9,-1.3,2018-02-03,26.6,2017-11-24
5983X,2018-19,MEDINA SIDONIA,CADIZ,70,138,138,90,32,3,0,70,3,66,29,24,10,10,1,1.3,-0.8,2019-01-14,25.6,2019-03-16
5983X,2019-20,MEDINA SIDONIA,CADIZ,70,152,152,99,19,0,0,65,0,78,38,27,9,12,0,3.1,1.4,2019-11-17,25.4,2020-03-11
5983X,2020-21,MEDINA SIDONIA,CADIZ,70,144,144,76,27,5,0,54,5,67,40,33,24,14,3,1.4,-1.6,2021-01-04,27.2,2020-11-15
5983X,2021-22,MEDINA SIDONIA,CADIZ,70,147,147,90,24,0,0,51,0,64,30,28,19,21,0,3.4,1.0,2021-11-27,25.0,2021-11-14
5983X,2022-23,MEDINA SIDONIA,CADIZ,70,150,150,86,27,5,0,55,3,89,53,23,22,20,1,1.1,-2.0,2023-03-03,27.6,2022-11-01
5983X,2023-24,MEDINA SIDONIA,CADIZ,70,152,152,92,24,0,0,63,0,91,42,30,26,9,0,2.4,0.8,2023-12-20,28.1,2024-03-18
5983X,2024-25,MEDINA SIDONIA,CADIZ,70,140,140,84,21,1,0,71,1,69,35,32,23,12,1,3.4,-0.5,2025-01-16,25.1,2024-11-10
5983X,2025-26,MEDINA SIDONIA,CADIZ,70,151,151,97,19,1,0,61,1,61,32,59,16,35,1,3.6,-0.1,2026-01-07,26.4,2025-11-12
5995B,2017-18,VEJER DE LA FRONTERA,CADIZ,186,150,150,78,6,0,0,62,0,38,24,44,19,29,0,5.3,3.8,2018-02-06,26.8,2017-11-24
5995B,2018-19,VEJER DE LA FRONTERA,CADIZ,186,151,151,42,1,0,0,36,0,61,27,27,12,11,0,7.8,4.1,2019-02-04,25.9,2019-03-12
5995B,2019-20,VEJER DE LA FRONTERA,CADIZ,186,152,152,24,0,0,0,15,0,83,37,32,9,11,0,9.2,6.2,2020-01-20,26.2,2020-03-11
5995B,2020-21,VEJER DE LA FRONTERA,CADIZ,186,126,126,48,7,0,0,40,0,36,11,47,10,35,0,5.0,3.3,2021-01-11,23.5,2021-03-26
5995B,2021-22,VEJER DE LA FRONTERA,CADIZ,186,151,151,52,1,0,0,27,0,52,17,34,15,22,0,7.8,4.7,2021-11-28,23.4,2021-11-14
5995B,2022-23,VEJER DE LA FRONTERA,CADIZ,186,151,151,35,2,0,0,27,0,83,45,27,22,22,0,6.7,4.6,2023-01-28,25.9,2022-11-01
5995B,2023-24,VEJER DE LA FRONTERA,CADIZ,186,151,151,38,0,0,0,24,0,77,45,39,13,12,0,8.1,5.9,2024-01-07,29.3,2024-03-18
5995B,2024-25,VEJER DE LA FRONTERA,CADIZ,186,151,151,38,0,0,0,33,0,65,38,42,20,15,0,8.3,6.3,2024-12-10,26.2,2025-03-29
5995B,2025-26,VEJER DE LA FRONTERA,CADIZ,186,151,151,51,1,0,0,39,0,51,28,61,12,69,0,6.7,2.4,2026-01-06,25.0,2025-11-03
5996B,2017-18,BARBATE,CADIZ,4,150,150,88,25,0,0,67,0,64,31,37,29,27,0,2.9,0.9,2018-02-09,26.2,2017-11-01
5996B,2018-19,BARBATE,CADIZ,4,150,150,76,15,0,0,56,0,103,38,24,24,9,0,4.0,2.1,2019-01-14,24.6,2019-03-17
5996B,2019-20,BARBATE,CADIZ,4,148,148,74,2,0,0,49,0,87,30,30,14,14,0,6.1,4.9,2019-11-16,25.6,2020-03-11
5996B,2020-21,BARBATE,CADIZ,4,150,150,57,17,0,0,42,0,79,42,35,24,14,0,3.2,0.7,2021-01-04,24.8,2020-11-05
5996B,2021-22,BARBATE,CADIZ,4,151,151,69,8,0,0,41,0,90,32,33,22,18,0,4.9,3.2,2022-01-09,23.8,2021-11-14
5996B,2022-23,BARBATE,CADIZ,4,148,148,58,11,0,0,42,0,100,55,8,22,14,0,3.7,1.4,2023-03-03,26.4,2023-03-26
5996B,2023-24,BARBATE,CADIZ,4,135,136,59,6,0,0,42,0,92,48,34,25,7,0,5.1,2.5,2024-01-08,26.4,2024-03-17
5996B,2024-25,BARBATE,CADIZ,4,150,150,58,4,0,0,52,0,92,50,42,23,8,0,5.7,2.1,2025-01-16,24.9,2024-11-09
5996B,2025-26,BARBATE,CADIZ,4,151,151,74,4,0,0,49,0,76,44,52,20,27,0,5.3,1.9,2026-01-07,25.0,2025-11-05
5998X,2017-18,OSUNA,SEVILLA,255,146,146,102,28,0,0,70,0,38,20,45,14,22,0,3.0,0.3,2018-02-08,25.0,2017-11-24
5998X,2018-19,OSUNA,SEVILLA,255,151,151,79,9,0,0,59,0,63,32,22,12,23,0,4.8,1.9,2019-01-11,26.3,2019-03-16
5998X,2019-20,OSUNA,SEVILLA,255,152,152,71,2,0,0,43,0,60,31,31,15,34,0,6.0,4.2,2019-11-16,27.9,2020-03-11
5998X,2020-21,OSUNA,SEVILLA,255,151,151,63,19,0,0,49,0,57,40,36,25,35,0,2.8,1.1,2021-01-11,29.1,2020-11-02
5998X,2021-22,OSUNA,SEVILLA,255,151,151,84,5,0,0,51,0,64,29,32,12,20,0,5.3,2.7,2021-11-28,24.6,2022-02-22
5998X,2022-23,OSUNA,SEVILLA,255,150,150,57,17,0,0,47,0,78,50,23,25,26,0,3.3,1.1,2023-01-24,29.0,2023-03-29
5998X,2023-24,OSUNA,SEVILLA,255,144,144,73,3,0,0,52,0,73,42,36,13,12,0,5.2,2.5,2023-12-27,29.7,2024-03-22
5998X,2024-25,OSUNA,SEVILLA,255,151,151,69,5,0,0,54,0,70,43,39,12,12,0,5.8,2.3,2025-01-15,24.5,2024-11-30
5998X,2025-26,OSUNA,SEVILLA,255,151,151,78,9,0,0,57,0,51,31,54,16,44,0,4.8,1.1,2026-01-06,26.6,2025-11-12
6000A,2017-18,MELILLA,MELILLA,52,151,151,44,0,0,0,43,0,80,36,27,29,19,0,7.2,5.9,2018-02-06,27.0,2017-11-29
6000A,2018-19,MELILLA,MELILLA,52,151,151,37,0,0,0,33,0,71,35,16,26,16,0,7.4,6.1,2019-01-06,24.9,2019-03-17
6000A,2019-20,MELILLA,MELILLA,52,152,152,23,0,0,0,19,0,91,47,19,20,19,0,8.9,7.0,2019-11-16,24.4,2019-11-01
6000A,2020-21,MELILLA,MELILLA,52,151,151,31,0,0,0,25,0,87,51,23,25,22,0,7.8,6.2,2021-01-13,34.0,2020-11-06
6000A,2021-22,MELILLA,MELILLA,52,150,150,31,0,0,0,25,0,63,31,23,16,20,0,8.5,7.1,2022-01-04,25.3,2021-11-02
6000A,2022-23,MELILLA,MELILLA,52,151,151,24,0,0,0,19,0,109,69,20,44,24,0,7.6,5.6,2023-01-23,30.3,2022-11-12
6000A,2023-24,MELILLA,MELILLA,52,152,152,18,0,0,0,16,0,124,82,12,44,4,0,9.2,7.4,2024-01-08,27.8,2023-12-12
6000A,2024-25,MELILLA,MELILLA,52,149,149,25,0,0,0,23,0,108,60,23,19,9,0,8.6,5.6,2025-01-19,27.6,2025-01-27
6000A,2025-26,MELILLA,MELILLA,52,151,151,29,0,0,0,17,0,81,44,45,21,10,0,8.9,6.3,2026-01-18,26.9,2025-11-15
6001,2017-18,TARIFA,CADIZ,32,145,145,55,9,0,0,43,0,51,24,44,11,32,0,4.8,3.4,2018-02-03,23.8,2017-11-02
6001,2018-19,TARIFA,CADIZ,32,147,147,49,3,0,0,39,0,21,2,23,2,52,0,6.4,3.1,2019-02-04,20.5,2019-03-11
6001,2019-20,TARIFA,CADIZ,32,145,145,48,0,0,0,31,0,25,7,32,6,24,0,7.4,5.9,2019-11-16,21.3,2020-03-11
6001,2020-21,TARIFA,CADIZ,32,149,149,52,8,0,0,38,0,33,10,42,21,43,0,4.9,2.7,2021-01-03,23.0,2020-11-06
6001,2021-22,TARIFA,CADIZ,32,148,148,44,2,0,0,22,0,14,0,35,6,65,0,6.7,4.3,2021-12-03,19.7,2021-11-14
6001,2022-23,TARIFA,CADIZ,32,150,150,40,6,0,0,30,0,64,20,38,18,53,0,6.0,2.2,2023-01-26,22.9,2022-11-02
6001,2023-24,TARIFA,CADIZ,32,152,152,34,1,0,0,22,0,74,20,33,21,13,0,7.5,3.8,2024-01-07,23.1,2023-11-13
6001,2024-25,TARIFA,CADIZ,32,151,151,26,0,0,0,22,0,64,22,42,33,21,0,7.8,5.4,2024-12-09,22.8,2024-11-10
6001,2025-26,TARIFA,CADIZ,32,151,151,58,4,0,0,42,0,30,12,58,19,42,0,6.6,3.6,2026-01-06,22.8,2025-11-03
6032X,2017-18,RONDA INSTITUTO,MALAGA,760,151,151,142,68,8,0,90,8,31,14,49,11,33,3,0.0,-1.1,2018-02-05,22.9,2017-11-21
6032X,2018-19,RONDA INSTITUTO,MALAGA,760,151,151,137,38,0,0,83,0,38,20,18,9,24,0,2.8,0.2,2019-02-03,24.3,2018-12-06
6032X,2020-21,RONDA INSTITUTO,MALAGA,760,122,122,100,21,0,0,65,0,34,18,39,6,21,0,2.1,0.4,2020-12-30,26.3,2020-11-02
6032X,2021-22,RONDA INSTITUTO,MALAGA,760,151,151,138,41,0,0,81,0,29,15,36,6,29,0,2.5,0.1,2021-11-28,24.5,2021-12-31
6032X,2022-23,RONDA INSTITUTO,MALAGA,760,151,151,114,31,6,0,75,6,53,30,31,14,34,4,0.2,-0.8,2023-01-24,26.3,2022-11-01
6032X,2024-25,RONDA INSTITUTO,MALAGA,760,150,150,121,35,0,0,82,0,42,13,39,12,49,0,2.5,0.8,2025-01-15,24.9,2024-11-30
6032X,2025-26,RONDA INSTITUTO,MALAGA,760,149,149,131,53,2,0,80,2,31,14,56,5,39,2,2.3,-1.3,2026-01-07,23.2,2026-02-24
6040X,2017-18,CORTES DE LA FRONTERA,MALAGA,315,151,151,125,51,2,0,79,2,47,24,48,16,32,1,1.0,-1.1,2018-02-09,25.1,2018-03-28
6040X,2018-19,CORTES DE LA FRONTERA,MALAGA,315,151,151,129,36,1,0,87,1,56,29,27,11,16,1,1.9,-0.3,2019-01-13,26.7,2019-03-11
6040X,2019-20,CORTES DE LA FRONTERA,MALAGA,315,151,151,122,18,0,0,82,0,62,30,41,12,28,0,3.5,1.9,2019-11-16,25.2,2020-03-10
6040X,2020-21,CORTES DE LA FRONTERA,MALAGA,315,137,137,102,30,2,0,71,2,46,28,45,10,32,1,2.1,-0.5,2021-01-13,24.9,2020-11-01
6040X,2021-22,CORTES DE LA FRONTERA,MALAGA,315,151,151,121,29,0,0,72,0,45,22,37,11,18,0,3.1,1.2,2022-01-08,23.1,2022-02-17
6040X,2022-23,CORTES DE LA FRONTERA,MALAGA,315,151,151,107,28,1,0,74,1,68,42,36,24,38,1,1.4,-0.2,2023-01-29,28.0,2023-03-30
6040X,2023-24,CORTES DE LA FRONTERA,MALAGA,315,152,152,107,21,0,0,76,0,74,44,38,25,11,0,4.0,1.1,2023-12-26,27.4,2023-11-14
6040X,2024-25,CORTES DE LA FRONTERA,MALAGA,315,150,150,101,28,0,0,76,0,61,22,37,12,19,0,2.8,0.9,2025-01-15,26.6,2025-03-29
6040X,2025-26,CORTES DE LA FRONTERA,MALAGA,315,150,150,116,24,1,0,74,1,41,20,57,6,33,1,3.5,-0.6,2026-01-07,25.9,2026-03-31
6042I,2017-18,JIMENA DE LA FRONTERA,CADIZ,42,143,143,112,70,8,0,75,8,76,46,43,27,11,3,-0.2,-2.0,2018-02-03,26.0,2018-03-28
6042I,2018-19,JIMENA DE LA FRONTERA,CADIZ,42,151,151,113,64,6,0,79,6,94,50,19,21,11,2,0.2,-1.3,2019-01-07,28.6,2019-03-11
6042I,2019-20,JIMENA DE LA FRONTERA,CADIZ,42,152,152,125,51,0,0,84,0,89,49,32,21,10,0,1.8,0.8,2020-01-08,27.3,2020-03-09
6042I,2020-21,JIMENA DE LA FRONTERA,CADIZ,42,151,151,106,46,7,0,68,7,84,47,39,25,21,3,0.5,-2.1,2021-01-04,27.1,2020-11-16
6042I,2021-22,JIMENA DE LA FRONTERA,CADIZ,42,150,150,105,58,1,0,61,1,74,34,34,22,18,1,1.0,-1.0,2022-01-09,25.6,2021-12-11
6042I,2022-23,JIMENA DE LA FRONTERA,CADIZ,42,148,148,106,48,10,0,65,8,104,69,28,18,12,4,-0.6,-2.5,2023-01-26,29.9,2022-11-01
6042I,2023-24,JIMENA DE LA FRONTERA,CADIZ,42,152,152,119,50,2,0,78,2,109,68,33,31,7,1,1.4,-0.8,2024-01-07,30.5,2023-11-14
6042I,2024-25,JIMENA DE LA FRONTERA,CADIZ,42,151,151,105,39,1,0,82,1,92,56,44,17,9,1,1.8,-0.7,2025-01-16,28.4,2025-03-29
6042I,2025-26,JIMENA DE LA FRONTERA,CADIZ,42,150,150,113,44,1,0,69,1,68,31,57,19,28,1,2.1,-1.9,2026-01-07,27.7,2026-03-31
6045X,2017-18,ALPANDEIRE,MALAGA,676,151,151,132,41,0,0,86,0,42,23,46,11,28,0,1.4,0.5,2018-02-05,23.4,2017-11-25
6045X,2018-19,ALPANDEIRE,MALAGA,676,151,151,129,9,0,0,81,0,58,26,25,11,11,0,4.1,1.5,2019-02-03,25.6,2019-03-11
6045X,2019-20,ALPANDEIRE,MALAGA,676,151,151,121,17,0,0,77,0,47,32,37,9,23,0,4.5,1.3,2020-01-20,26.5,2020-03-11
6045X,2020-21,ALPANDEIRE,MALAGA,676,149,149,115,28,1,0,80,1,66,46,38,9,18,1,2.3,-0.2,2021-01-03,28.9,2020-11-01
6045X,2021-22,ALPANDEIRE,MALAGA,676,151,151,130,17,0,0,75,0,49,33,33,11,20,0,4.2,2.2,2021-11-28,25.5,2021-12-31
6045X,2022-23,ALPANDEIRE,MALAGA,676,150,150,88,23,0,0,66,0,70,53,32,16,20,0,2.5,1.3,2023-01-26,28.3,2023-03-12
6045X,2023-24,ALPANDEIRE,MALAGA,676,151,151,99,13,0,0,68,0,72,48,38,13,11,0,4.5,3.8,2024-01-06,29.6,2024-03-18
6045X,2024-25,ALPANDEIRE,MALAGA,676,150,150,107,15,0,0,79,0,61,33,47,12,27,0,4.2,2.1,2024-12-10,27.2,2024-11-30
6045X,2025-26,ALPANDEIRE,MALAGA,676,146,146,123,27,0,0,77,0,38,24,53,6,35,0,3.4,0.5,2026-01-07,25.3,2026-02-23
6050X,2017-18,GAUCÍN,MALAGA,594,148,148,131,46,2,0,86,2,32,12,49,7,22,1,0.7,-1.5,2018-02-05,22.5,2017-11-25
6050X,2018-19,GAUCÍN,MALAGA,594,149,149,124,21,0,0,81,0,30,16,29,7,26,0,3.3,1.9,2019-01-13,24.5,2018-12-03
6050X,2019-20,GAUCÍN,MALAGA,594,121,121,102,10,0,0,77,0,24,12,32,7,33,0,3.8,1.4,2019-11-16,23.9,2020-02-04
6050X,2020-21,GAUCÍN,MALAGA,594,150,150,114,30,4,0,80,4,37,17,46,6,44,2,1.4,-0.6,2021-01-03,23.4,2020-11-16
6050X,2023-24,GAUCÍN,MALAGA,594,152,152,110,16,0,0,73,0,42,28,36,10,21,0,4.0,2.6,2023-12-27,27.1,2023-11-14
6050X,2024-25,GAUCÍN,MALAGA,594,151,151,103,19,0,0,75,0,36,14,43,11,34,0,3.6,2.1,2024-12-10,25.2,2024-11-30
6050X,2025-26,GAUCÍN,MALAGA,594,151,151,126,39,1,0,78,1,26,11,58,5,69,1,3.1,-1.0,2026-01-07,23.4,2026-03-31
6056X,2017-18,SAN ROQUE  ,CADIZ,1,150,150,94,18,0,0,62,0,78,29,33,27,8,0,3.9,2.2,2018-02-06,25.1,2017-11-12
6056X,2018-19,SAN ROQUE  ,CADIZ,1,150,150,80,10,0,0,60,0,79,29,16,11,11,0,3.9,3.0,2019-01-06,27.1,2019-03-17
6056X,2019-20,SAN ROQUE  ,CADIZ,1,152,152,75,0,0,0,52,0,93,52,29,25,9,0,6.4,5.0,2020-01-08,27.4,2019-11-01
6056X,2020-21,SAN ROQUE  ,CADIZ,1,151,151,65,10,0,0,46,0,82,33,34,24,21,0,4.3,1.8,2021-01-03,26.8,2020-11-16
6056X,2021-22,SAN ROQUE  ,CADIZ,1,151,151,69,3,0,0,38,0,73,30,34,17,19,0,5.8,4.7,2022-01-09,25.3,2021-11-01
6056X,2022-23,SAN ROQUE  ,CADIZ,1,138,138,61,11,0,0,42,0,90,59,24,30,19,0,3.9,2.4,2023-01-23,30.5,2023-03-31
6056X,2023-24,SAN ROQUE  ,CADIZ,1,148,148,71,3,0,0,50,0,113,50,28,31,4,0,6.2,3.4,2024-01-08,24.9,2024-03-15
6056X,2024-25,SAN ROQUE  ,CADIZ,1,151,151,60,3,0,0,51,0,111,53,42,25,6,0,6.1,3.1,2025-01-16,25.6,2025-03-28
6056X,2025-26,SAN ROQUE  ,CADIZ,1,151,151,81,4,0,0,54,0,73,30,61,29,38,0,5.8,2.7,2026-01-07,27.4,2025-11-02
6057X,2018-19,MANILVA,MALAGA,140,151,151,43,1,0,0,35,0,65,34,19,12,11,0,7.9,4.9,2019-02-03,27.9,2019-03-17
6057X,2019-20,MANILVA,MALAGA,140,151,151,41,0,0,0,25,0,80,43,30,19,11,0,8.2,5.6,2019-11-16,27.3,2019-11-01
6057X,2020-21,MANILVA,MALAGA,140,151,151,44,5,0,0,35,0,59,29,39,20,22,0,5.9,3.8,2021-01-10,27.4,2020-11-16
6057X,2021-22,MANILVA,MALAGA,140,149,149,43,0,0,0,20,0,54,27,30,16,20,0,8.2,5.0,2021-11-28,25.6,2021-11-15
6057X,2022-23,MANILVA,MALAGA,140,151,151,33,0,0,0,27,0,83,53,32,18,31,0,6.2,5.6,2023-01-26,30.2,2023-03-30
6057X,2023-24,MANILVA,MALAGA,140,152,152,33,0,0,0,22,0,91,59,18,22,8,0,8.3,6.7,2024-01-06,27.7,2023-11-14
6057X,2024-25,MANILVA,MALAGA,140,150,150,40,0,0,0,31,0,68,29,42,12,23,0,8.1,6.8,2024-12-10,27.7,2025-03-29
6057X,2025-26,MANILVA,MALAGA,140,145,145,66,2,0,0,50,0,82,45,23,26,10,0,6.8,3.2,2026-01-07,28.5,2025-11-02
6058I,2017-18,ESTEPONA,MALAGA,19,136,136,50,2,0,0,48,0,89,43,31,32,8,0,6.2,4.9,2018-02-05,25.7,2017-11-05
