idema,nombre,provincia,altitud,lat,lon,noches,h20_mediana,h20_peor,h20_mejor,h18_mediana,h18_peor,noches_sin_alivio,cruce_20_tipico,nunca_cruza
1207U,"GIJÓN, CAMPUS",ASTURIAS,26,43.52305555555555,-5.621111111111111,22,9.0,0,9,8.0,0,1,23,1
1210X,CABO PEÑAS,ASTURIAS,100,43.655833333333334,-5.8486111111111105,23,9,0,9,2,0,1,23,1
1212E,ASTURIAS AEROPUERTO,ASTURIAS,127,43.566944444444445,-6.0441666666666665,14,9.0,0,9,7.5,0,1,23,1
1234P,"MIERES, BAIÑA",ASTURIAS,170,43.275,-5.819166666666667,21,9,0,9,9,0,2,23,2
1249X,OVIEDO,ASTURIAS,334,43.35333333333333,-5.87388888888889,23,9,0,9,8,0,1,23,1
1283U,CABO BUSTO,ASTURIAS,60,43.56916666666667,-6.47,23,9,0,9,7,0,1,23,1
1297E,CERVANTES,LUGO,1020,42.76861111111111,-7.0175,22,9.0,0,9,9.0,0,3,23,3
1331A,CASTROPOL,ASTURIAS,40,43.52472222222222,-7.0313888888888885,23,9,0,9,6,0,2,23,2
1342X,RIBADEO,LUGO,43,43.54055555555556,-7.083055555555555,23,9,0,9,5,0,1,23,1
1347T,BURELA,LUGO,80,43.651111111111106,-7.357222222222222,23,9,0,9,6,0,1,23,1
1400,FISTERRA,A CORUÑA,230,42.92472222222222,-9.29138888888889,23,9,0,9,7,0,6,23,6
1435C,NOIA,A CORUÑA,128,42.80027777777777,-8.876111111111111,21,9,0,9,8,0,1,23,1
1446X,MONTERROSO,LUGO,680,42.80972222222222,-7.7683333333333335,23,9,0,9,8,0,2,23,2
1466A,SILLEDA,PONTEVEDRA,435,42.700833333333335,-8.257777777777777,22,9.0,0,9,8.5,0,1,23,1
1476R,"ROIS, CASAS DO PORTO",A CORUÑA,210,42.749722222222225,-8.714722222222221,23,9,0,9,7,0,1,23,1
1484C,PONTEVEDRA,PONTEVEDRA,113,42.43833333333333,-8.615833333333333,23,9,0,9,7,0,1,23,1
1486E,ESCUELA NAVAL DE MARÍN,PONTEVEDRA,20,42.39472222222222,-8.706666666666665,23,9,0,9,4,0,1,23,1
1489A,A LAMA,PONTEVEDRA,395,42.40694444444444,-8.45111111111111,23,9,0,9,9,0,2,23,2
1495,VIGO AEROPUERTO,PONTEVEDRA,255,42.23861111111111,-8.623888888888889,23,9,0,9,8,0,3,23,3
1496X,VIGO,PONTEVEDRA,120,42.230555555555554,-8.724166666666667,23,9,0,9,4,0,7,23,7
1521X,BECERREÁ,LUGO,1080,42.86388888888889,-7.185277777777778,23,9,0,9,9,0,2,23,2
1719,A CAÑIZA,PONTEVEDRA,560,42.21805555555556,-8.281111111111112,22,9.0,0,9,6.5,0,1,23,1
1740,"SANTILLANA DEL MAR, ALTAMIRA",CANTABRIA,150,43.37722222222222,-4.124444444444444,22,9.0,0,9,8.5,0,2,23,2
2140A,ALDEANUEVA DE SERREZUELA,SEGOVIA,1135,41.464444444444446,-3.785833333333333,23,9,0,9,3,0,5,23,5
2182C,PEDRAZA,SEGOVIA,1107,41.13388888888889,-3.790277777777778,22,9.0,0,9,6.0,0,3,23,3
2285B,VILLADIEGO,BURGOS,869,42.52388888888889,-4.001111111111111,23,9,0,9,9,0,1,23,1
2290Y,PEDROSA DEL PRÍNCIPE,BURGOS,771,42.25111111111111,-4.198888888888889,22,9.0,0,9,9.0,0,1,23,1
2311Y,VILLAMAYOR DE LOS MONTES,BURGOS,884,42.10527777777778,-3.767777777777778,21,9,0,9,7,0,1,23,1
2374X,CARRIÓN DE LOS CONDES,PALENCIA,830,42.350833333333334,-4.617222222222223,23,9,0,9,8,0,1,23,1
2453E,GOTARRENDURA,AVILA,920,40.82888888888889,-4.741944444444444,23,9,0,9,7,0,1,23,1
2471Y,SAN RAFAEL,SEGOVIA,1237,40.718611111111116,-4.211944444444445,23,9,0,9,8,0,2,23,2
2568D,"SANTERVÁS DE LA VEGA, VILLAPÚN",PALENCIA,985,42.52361111111111,-4.851111111111111,23,9,0,9,9,0,1,23,1
2593D,VILLALÓN DE CAMPOS,VALLADOLID,782,42.094166666666666,-5.041111111111111,20,9.0,0,9,7.0,0,1,23,1
2604B,MEDINA DE RIOSECO,VALLADOLID,731,41.87583333333333,-5.040277777777778,23,9,0,9,8,0,1,23,1
2611D,VILLAFÁFILA,ZAMORA,690,41.85638888888889,-5.592499999999999,21,9,0,9,9,0,1,23,1
2755X,BENAVENTE,ZAMORA,715,42.01083333333333,-5.666666666666667,23,9,0,9,7,0,1,23,1
2777K,SANTIBAÑEZ DE VIDRIALES,ZAMORA,737,42.07805555555556,-6.0072222222222225,23,9,0,9,9,0,1,23,1
2789H,POZUELO DE TABARA,ZAMORA,711,41.785555555555554,-5.908888888888889,23,9,0,9,8,0,1,23,1
2885K,FRESNO DE SAYAGO,ZAMORA,804,41.30444444444444,-6.022222222222222,18,9.0,0,9,9.0,0,1,23,1
2918Y,EL MAÍLLO,SALAMANCA,1027,40.56944444444445,-6.223611111111111,19,9,0,9,5,0,3,23,3
2966D,ALCAÑICES,ZAMORA,840,41.68333333333333,-6.301388888888889,20,9.0,0,9,7.0,0,1,23,1
3021Y,ZAOREJAS,GUADALAJARA,1250,40.75833333333333,-2.199722222222222,23,9,0,9,7,0,1,23,1
3111D,SOMOSIERRA,MADRID,1454,41.13583333333333,-3.5802777777777774,23,9,0,9,8,0,1,23,1
3266A,PUERTO ALTO DEL LEÓN,MADRID,1530,40.70638888888889,-4.14138888888889,23,9,0,9,6,0,3,23,3
5051X,HUÉSCAR,GRANADA,1100,37.86138888888889,-2.6527777777777777,23,9,0,9,8,0,1,23,1
5060X,VÉLEZ BLANCO - TOPARES,ALMERIA,1190,37.86083333333333,-2.2280555555555557,23,9,0,9,9,0,2,23,2
5103F,"CAMARATE, PARQUE NACIONAL SIERRA NEVADA",GRANADA,1534,37.191111111111105,-3.253888888888889,23,9,0,9,8,0,5,23,5
5107D,DÓLAR,GRANADA,1197,37.18,-2.986388888888889,23,9,0,9,9,0,4,23,4
6302X,ABLA,ALMERIA,832,37.153055555555554,-2.78,23,9,0,9,6,0,1,23,1
6307C,"LAÚJAR, PARQUE NACIONAL SIERRA NEVADA",ALMERIA,1713,37.05305555555555,-2.897222222222222,23,9,0,9,9,0,5,23,5
6307X,LÁUJAR DE ANDARAX,ALMERIA,1510,37.03333333333333,-2.9125,16,9.0,0,9,9.0,0,5,23,5
6335O,"NACIMIENTO, PARQUE NACIONAL SIERRA NEVADA",ALMERIA,970,37.11,-2.6991666666666667,23,9,0,9,7,0,8,23,8
7203A,"LORCA, ZARCILLA DE RAMOS",MURCIA,646,37.844722222222224,-1.8697222222222223,23,9,0,9,7,0,1,23,1
7247X,EL PINÓS/PINOSO,ALICANTE,577,38.39972222222222,-1.0380555555555557,23,9,0,9,8,0,1,23,1
7275C,YECLA,MURCIA,640,38.60166666666667,-1.159722222222222,23,9,0,9,7,0,1,23,1
8005X,FONTANARS DELS ALFORINS,VALENCIA,622,38.78,-0.7958333333333333,23,9,0,9,9,0,2,23,2
8008Y,VILLENA,ALICANTE,486,38.57694444444445,-0.8655555555555555,23,9,0,9,8,0,1,23,1
8177A,CHINCHILLA,ALBACETE,880,38.9375,-1.6588888888888889,23,9,0,9,4,0,6,23,6
8198Y,ALMANSA,ALBACETE,710,38.85055555555556,-1.0630555555555556,23,9,0,9,8,0,1,23,1
8203O,ZARRA,VALENCIA,856,39.08305555555556,-1.1011111111111112,23,9,0,9,4,0,6,23,6
8354X,ALBARRACÍN,TERUEL,1130,40.41972222222222,-1.4413888888888888,22,9.0,0,9,8.5,0,1,23,1
8376,JABALOYAS,TERUEL,1430,40.236111111111114,-1.4116666666666666,22,9.0,0,9,8.5,0,4,23,4
8439X,SEGORBE,CASTELLON,400,39.79555555555555,-0.4852777777777778,23,9,0,9,8,0,1,23,1
8472A,MONTANEJOS,CASTELLON,601,40.08777777777778,-0.5469444444444445,23,9,0,9,5,0,3,23,3
8489X,VILLAFRANCA DEL CID/VILAFRANCA,CASTELLON,1130,40.43333333333333,-0.25555555555555554,23,9,0,9,9,0,2,23,2
8492X,ATZENETA DEL MAESTRAT,CASTELLON,420,40.227222222222224,-0.16972222222222222,23,9,0,9,7,0,1,23,1
8520X,LA POBLA DE BENIFASSÀ-FREDES,CASTELLON,1165,40.69361111111111,0.16527777777777777,23,9,0,9,8,0,5,23,5
9031C,BRIVIESCA,BURGOS,730,42.559444444444445,-3.3088888888888888,23,9,0,9,9,0,1,23,1
9069C,MIRANDA DE EBRO,BURGOS,460,42.68722222222222,-2.9605555555555556,22,9.0,0,9,8.0,0,1,23,1
9073X,"AGURAIN/SALVATIERRA, OPAKUA",ARABA/ALAVA,660,42.82972222222222,-2.3597222222222225,23,9,0,9,9,0,1,23,1
9111,BELORADO,BURGOS,820,42.42111111111111,-3.1702777777777778,23,9,0,9,9,0,1,23,1
9115X,VALDEZCARAY,LA RIOJA,1630,42.255,-2.968055555555556,23,9,0,9,9,0,2,23,2
9122I,LABASTIDA,ARABA/ALAVA,612,42.60388888888889,-2.7766666666666664,21,9,0,9,8,0,1,23,1
9141V,NÁJERA,LA RIOJA,500,42.41416666666667,-2.7266666666666666,17,9,0,9,6,0,1,23,1
9145X,LEZA,ARABA/ALAVA,575,42.56722222222223,-2.6327777777777777,21,9,0,9,7,0,1,23,1
9170,"LOGROÑO, AEROPUERTO",LA RIOJA,353,42.452222222222225,-2.331111111111111,19,9,0,9,8,0,1,23,1
9201X,JACA,HUESCA,832,42.57972222222222,-0.545,23,9,0,9,8,0,1,23,1
9208E,ARAGÜÉS DEL PUERTO,HUESCA,1025,42.70861111111111,-0.6727777777777777,23,9,0,9,7,0,4,23,4
9244X,SOS DEL REY CATÓLICO,ZARAGOZA,626,42.490833333333335,-1.2133333333333334,23,9,0,9,8,0,1,23,1
9262P,MONREAL/ELO,NAVARRA,585,42.70111111111111,-1.4955555555555555,23,9,0,9,8,0,1,23,1
9263X,"ARANGUREN, ILUNDAIN",NAVARRA,572,42.77611111111111,-1.5325,23,9,0,9,8,0,1,23,1
9344C,ARCOS DE JALÓN,SORIA,863,41.21638888888889,-2.2930555555555556,22,9.0,0,9,8.0,0,2,23,2
9436X,FONFRÍA,TERUEL,1255,40.99527777777778,-1.0875,21,9,0,9,9,0,1,23,1
9451F,"PANTICOSA, PETROSOS",HUESCA,1850,42.70444444444445,-0.2752777777777778,23,9,0,9,9,0,1,23,1
9513X,MUNIESA,TERUEL,800,41.03111111111111,-0.8055555555555556,23,9,0,9,7,0,4,23,4
9531Y,MONTALBÁN,TERUEL,895,40.828611111111115,-0.7927777777777778,22,9.0,0,9,8.0,0,1,23,1
9563X,CASTELLFORT,CASTELLON,1220,40.49861111111111,-0.18666666666666665,23,9,0,9,6,0,5,23,5
9647X,TORÀ,LLEIDA,435,41.80583333333333,1.3955555555555554,22,9.0,0,9,7.5,0,1,23,1
9650X,ARTESA DE SEGRE,LLEIDA,400,41.88138888888889,1.1086111111111112,23,9,0,9,6,0,2,23,2
9756X,BENABARRE,HUESCA,765,42.112500000000004,0.48,23,9,0,9,7,0,3,23,3
9812M,"PARADOR DE ORDESA, PARQUE NACIONAL ORDESA Y MONTEPERDIDO",HUESCA,1206,42.655277777777776,-0.09916666666666667,23,9,0,9,9,0,1,23,1
9866C,BARBASTRO,HUESCA,305,42.021388888888886,0.14055555555555554,22,9.0,0,9,8.0,0,1,23,1
B013X,"ESCORCA, LLUC",ILLES BALEARS,490,39.82333333333334,2.8858333333333333,23,9,0,9,8,0,1,23,1
B236C,"PALMA, UNIVERSITAT",BALEARES,95,39.64222222222222,2.6438888888888887,19,9,0,9,5,0,1,23,1
C117A,PUNTAGORDA,STA. CRUZ DE TENERIFE,684,28.760555555555555,-17.985555555555557,16,9.0,0,9,2.0,0,2,23,2
C317B,AGULO,STA. CRUZ DE TENERIFE,765,28.17888888888889,-17.213055555555556,23,9,0,9,5,0,3,23,3
C406G,"LA OROTAVA, CAÑADAS TEIDE",SANTA CRUZ DE TENERIFE,2150,28.224166666666665,-16.62611111111111,23,9,0,9,9,0,1,23,1
C446G,"SAN CRISTÓBAL DE LA LAGUNA,LLANO DE LOS LOROS",STA. CRUZ DE TENERIFE,868,28.52638888888889,-16.280277777777776,21,9,0,9,9,0,4,23,4
C447A,TENERIFE NORTE AEROPUERTO,SANTA CRUZ DE TENERIFE,632,28.4775,-16.329444444444444,22,9.0,0,9,0.0,0,4,23,4
C457I,LA VICTORIA DE ACENTEJO,SANTA CRUZ DE TENERIFE,567,28.434444444444445,-16.454444444444444,21,9,0,9,6,0,2,23,2
C928I,VALVERDE,STA. CRUZ DE TENERIFE,670,27.810833333333335,-17.919444444444444,23,9,0,9,2,0,2,23,2
3516X,PIORNAL,CACERES,1260,40.12083333333334,-5.8325,23,9,0,9,2,0,2,23,2
9495Y,LECIÑENA,ZARAGOZA,405,41.79666666666667,-0.6172222222222222,14,9.0,0,9,7.5,0,1,23,1
1057B,MATXITXAKO,BIZKAIA,93,43.45388888888889,-2.7527777777777778,20,9.0,0,9,0.5,0,4,23,4
2276B,VILLAELES DE VALDAVIA,PALENCIA,908,42.56888888888889,-4.575,13,9,0,9,8,0,1,23,1
9263D,"PAMPLONA, AEROPUERTO",NAVARRA,459,42.776944444444446,-1.65,19,9,0,9,7,0,1,23,1
9562X,MORELLA,CASTELLON,990,40.62166666666667,-0.10194444444444445,15,9,0,9,4,0,4,23,4
9855E,"CAPELLA, LAGUARRES",HUESCA,600,42.20138888888889,0.46611111111111114,21,9,0,9,7,0,1,23,1
C468X,SAN JUAN DE LA RAMBLA,SANTA CRUZ DE TENERIFE,667,28.373055555555556,-16.625833333333333,17,9,0,9,6,0,2,23,2
8486X,MOSQUERUELA,TERUEL,1515,40.362500000000004,-0.45444444444444443,16,9.0,0,9,9.0,0,1,23,1
B362X,"CAMPOS, CAN SION",ILLES BALEARS,40,39.405833333333334,3.0641666666666665,15,9,0,9,8,0,1,23,1
1309C,"IBIAS, SAN ANTOLIN",ASTURIAS,780,43.027499999999996,-6.885,17,9,0,9,9,0,1,23,1
2166Y,PEÑAFIEL,VALLADOLID,756,41.59305555555556,-4.124722222222222,22,8.5,4,9,8.0,0,0,13,0
2664B,VALENCIA DE DON JUAN,LEON,788,42.295833333333334,-5.504722222222222,20,8.5,4,9,7.5,0,0,13,0
2400E,AUTILLA DEL PINO,PALENCIA,874,41.995555555555555,-4.602777777777778,22,8.5,0,9,8.0,0,1,23,1
8283X,ONTINYENT,VALENCIA,350,38.82944444444445,-0.6077777777777778,22,8.5,0,9,5.5,0,5,23,5
8395X,CHELVA,VALENCIA,515,39.75333333333333,-0.9936111111111111,18,8.5,0,9,7.0,0,1,23,1
9207,"VALLE DE HECHO, HECHO",HUESCA,860,42.74055555555556,-0.7505555555555555,22,8.5,0,9,7.5,0,1,23,1
9336D,CASTEJON DE VALDEJASA,ZARAGOZA,543,41.98416666666667,-0.9958333333333332,18,8.5,0,9,6.0,0,2,23,2
C925F,"SAN ANDRÉS, VALVERDE",STA. CRUZ DE TENERIFE,1070,27.76888888888889,-17.960277777777776,22,8.5,0,9,8.0,0,4,23,4
8381X,ADEMUZ,VALENCIA,705,40.06055555555555,-1.283611111111111,21,8,5,9,7,3,0,3,0
8368U,TERUEL,TERUEL,902,40.350833333333334,-1.1241666666666668,23,8,4,9,7,1,0,4,0
0066X,VILAFRANCA DEL PENEDÈS,BARCELONA,177,41.33027777777778,1.6769444444444443,13,8,3,9,6,0,0,1,0
0106X,BALSARENY,BARCELONA,361,41.86638888888889,1.8725,20,8.0,3,9,6.0,0,0,2,0
7119B,CARAVACA DE LA CRUZ,MURCIA,643,38.10305555555556,-1.8772222222222223,23,8,3,9,7,0,0,4,0
9638D,COLL DE NARGÓ,LLEIDA,609,42.154444444444444,1.3119444444444446,21,8,3,9,7,0,0,4,0
0411X,CASTELLÓ D'EMPÚRIES,GIRONA,2,42.224722222222226,3.093055555555556,17,8,2,9,4,0,0,23,0
2456B,AREVALO,AVILA,820,41.07138888888889,-4.73,21,8,2,9,7,0,0,2,0
2916A,VITIGUDINO,SALAMANCA,769,41.01138888888889,-6.437777777777778,19,8,2,9,5,0,0,2,0
7138B,JUMILLA,MURCIA,485,38.45888888888889,-1.3352777777777778,23,8,2,9,7,0,0,6,0
9751,SOPEIRA,HUESCA,760,42.31861111111112,0.7469444444444444,22,8.0,2,9,6.0,0,0,4,0
2059B,LA RIBA DE ESCALOTE,SORIA,1042,41.349722222222226,-2.783333333333333,23,8,1,9,8,0,0,2,0
3427Y,OROPESA,TOLEDO,345,39.99333333333333,-5.114444444444444,23,8,1,9,5,0,0,2,0
9354X,ALHAMA DE ARAGON,ZARAGOZA,703,41.293055555555554,-1.8952777777777778,20,8.0,1,9,7.0,0,0,4,0
0034X,VALLS,TARRAGONA,233,41.293055555555554,1.2608333333333333,22,8.0,0,9,3.5,0,2,3,2
0194D,"CORBERA, PUIG D'AGULLES",BARCELONA,647,41.408055555555556,1.885,18,8.0,0,9,0.0,0,6,23,6
0367,GIRONA AEROPUERTO,GIRONA,143,41.91138888888889,2.7630555555555554,21,8,0,9,6,0,1,6,1
1208H,"GIJÓN, PUERTO",ASTURIAS,5,43.55972222222222,-5.700833333333334,23,8,0,9,3,0,3,4,3
1473A,PADRÓN,A CORUÑA,100,42.73833333333334,-8.627222222222223,23,8,0,9,6,0,1,12,1
1477V,VILAGARCÍA DE AROUSA,PONTEVEDRA,32,42.584722222222226,-8.774722222222223,23,8,0,9,5,0,1,13,1
1730E,O ROSAL,PONTEVEDRA,55,41.943888888888885,-8.8475,23,8,0,9,5,0,1,23,1
2106B,CORUÑA DEL CONDE,BURGOS,955,41.74583333333334,-3.3819444444444446,23,8,0,9,7,0,2,2,2
2430Y,MUÑOTELLO,AVILA,1178,40.54333333333333,-5.0441666666666665,23,8,0,9,6,0,2,23,2
2482B,MIGUELAÑEZ,SEGOVIA,870,41.12638888888889,-4.375833333333333,23,8,0,9,6,0,2,4,2
2507Y,RUEDA,VALLADOLID,724,41.419444444444444,-4.963611111111112,23,8,0,9,5,0,1,3,1
2555B,FUENTESAUCO,ZAMORA,811,41.236666666666665,-5.481388888888889,22,8.0,0,9,7.0,0,1,5,1
2914C,BOADILLA FUENTE SAN ESTEBAN,SALAMANCA,785,40.78611111111111,-6.202777777777778,22,8.0,0,9,7.0,0,1,2,1
2945A,EL BODÓN BASE AÉREA,SALAMANCA,805,40.485,-6.576944444444444,22,8.0,0,9,7.0,0,1,1,1
2946X,SAELICES EL CHICO,SALAMANCA,680,40.635,-6.6,23,8,0,9,6,0,1,2,1
2969U,A GUDIÑA,OURENSE,910,42.02722222222222,-7.183055555555556,23,8,0,9,6,0,2,23,2
3103,PANTANO EL VADO,GUADALAJARA,910,41.00361111111111,-3.301944444444444,23,8,0,9,6,0,1,2,1
3140Y,MANDAYONA,GUADALAJARA,990,40.985,-2.76,23,8,0,9,6,0,2,5,2
3170Y,ALCALA DE HENARES,MADRID,605,40.52833333333333,-3.289722222222222,23,8,0,9,6,0,2,4,2
3194Y,POZUELO DE ALARCÓN,MADRID,665,40.44833333333333,-3.813333333333333,23,8,0,9,6,0,1,5,1
3209Y,BRIHUEGA,GUADALAJARA,835,40.765277777777776,-2.8741666666666665,23,8,0,9,6,0,2,4,2
4070Y,ABIA DE OBISPALIA,CUENCA,1020,40.01888888888889,-2.395277777777778,23,8,0,9,6,0,3,23,3
5047E,BAZA,GRANADA,785,37.505833333333335,-2.735,17,8,0,9,6,0,1,4,1
6281X,VÁLOR,GRANADA,1020,37.00527777777778,-3.071388888888889,21,8,0,9,2,0,9,23,9
7072Y,YESTE,ALBACETE,960,38.294999999999995,-2.2938888888888886,23,8,0,9,7,0,4,23,4
7080X,MORATALLA,MURCIA,955,38.26833333333333,-1.986388888888889,23,8,0,9,7,0,4,23,4
8059C,ALCOI/ALCOY,ALICANTE,530,38.71083333333333,-0.46,19,8,0,9,6,0,4,7,4
8072Y,BARX,VALENCIA,340,39.01694444444444,-0.3047222222222222,21,8,0,9,4,0,4,23,4
8155Y,MOTILLA DEL PALANCAR,CUENCA,830,39.555277777777775,-1.9152777777777776,23,8,0,9,6,0,2,6,2
8270X,BICORP,VALENCIA,305,39.13361111111111,-0.79,23,8,0,9,5,0,2,7,2
8300X,CARCAIXENT,VALENCIA,25,39.11333333333334,-0.44583333333333336,23,8,0,9,3,0,4,23,4
8409X,LLÍRIA,VALENCIA,198,39.663888888888884,-0.653888888888889,20,8.0,0,9,1.5,0,5,23,5
9121X,HARO,LA RIOJA,465,42.57527777777778,-2.854722222222222,23,8,0,9,6,0,1,15,1
9171K,LOS ARCOS,NAVARRA,470,42.57027777777778,-2.1838888888888888,21,8,0,9,6,0,2,23,2
9211F,"BAILO, PUYALTO",HUESCA,722,42.51416666666667,-0.8172222222222222,23,8,0,9,6,0,2,23,2
9245X,CÁSEDA,NAVARRA,440,42.521388888888886,-1.3663888888888889,20,8.0,0,9,5.5,0,2,3,2
9252X,OLITE/ERRIBERRI,NAVARRA,390,42.48916666666667,-1.6555555555555554,13,8,0,9,6,0,1,14,1
9280B,LARRAGA,NAVARRA,375,42.54944444444444,-1.8575000000000002,22,8.0,0,9,6.0,0,2,13,2
9299X,TARAZONA,ZARAGOZA,475,41.915,-1.7233333333333334,20,8.0,0,9,4.0,0,1,7,1
9301X,MONTEAGUDO,NAVARRA,410,41.95888888888889,-1.6905555555555556,22,8.0,0,9,6.0,0,1,5,1
9427X,LA ALMUNIA DE DOÑA GODINA,ZARAGOZA,370,41.48111111111111,-1.3808333333333334,23,8,0,9,5,0,1,23,1
9501X,VALMADRID,ZARAGOZA,535,41.44305555555555,-0.8858333333333333,23,8,0,9,6,0,4,23,4
9573X,ALCAÑIZ,TERUEL,334,41.058055555555555,-0.14166666666666666,23,8,0,9,6,0,3,14,3
B908X,SANT JOAN DE LABRITJA,ILLES BALEARS,110,39.05611111111111,1.4925000000000002,23,8,0,9,7,0,5,23,5
C611E,VEGA DE SAN MATEO,LAS PALMAS,1702,27.976666666666667,-15.58388888888889,23,8,0,9,1,0,5,23,5
0009X,ALFORJA,TARRAGONA,406,41.21388888888889,0.9633333333333333,20,8.0,0,9,3.5,0,1,23,1
4093Y,OSA DE LA VEGA,CUENCA,763,39.65611111111111,-2.76,22,7.5,0,9,6.0,0,2,15,2
9394X,CALATAYUD,ZARAGOZA,582,41.33111111111111,-1.6452777777777778,18,7.0,2,9,6.0,0,0,2,0
9707,LLIMIANA,LLEIDA,515,42.066944444444445,0.9072222222222223,20,7.0,2,9,5.5,0,0,5,0
2503B,"OLMEDO, DEPÓSITO DE AGUA",VALLADOLID,786,41.28,-4.691944444444444,22,7.0,1,9,6.0,0,0,3,0
3531X,TORRECILLA DE LOS ANGELES,CACERES,459,40.255,-6.411666666666667,20,7.0,1,9,3.0,0,0,5,0
0092X,BERGA,BARCELONA,682,42.10138888888889,1.8575000000000002,18,7.0,0,9,3.0,0,4,5,4
0149X,MANRESA,BARCELONA,291,41.72,1.840277777777778,23,7,0,9,4,0,2,4,2
0222X,CALDES DE MONTBUI,BARCELONA,175,41.61277777777778,2.168333333333333,21,7,0,9,3,0,2,5,2
1549,PONFERRADA,LEON,532,42.56388888888888,-6.6,23,7,0,9,6,0,1,2,1
1701X,RIBADAVIA,OURENSE,112,42.3,-8.129166666666666,23,7,0,9,6,0,1,1,1
2422,VALLADOLID,VALLADOLID,734,41.64055555555556,-4.754166666666666,23,7,0,9,5,0,1,4,1
2465,SEGOVIA,SEGOVIA,1008,40.945277777777775,-4.126388888888888,23,7,0,9,6,0,3,2,3
2512Y,RIVILLA DE BARAJAS,AVILA,925,40.882222222222225,-5.018611111111111,23,7,0,9,6,0,2,5,2
2614,ZAMORA,ZAMORA,656,41.51555555555556,-5.735277777777778,23,7,0,9,5,0,1,3,1
3085Y,PASTRANA,GUADALAJARA,920,40.407777777777774,-2.9530555555555558,23,7,0,9,4,0,2,5,2
3229Y,TIELMES,MADRID,594,40.24722222222222,-3.3116666666666665,23,7,0,9,4,0,2,3,2
3504X,HERVÁS,CACERES,724,40.265,-5.861111111111111,23,7,0,9,0,0,5,14,5
4007Y,OSSA DE MONTIEL,ALBACETE,905,38.965833333333336,-2.745,23,7,0,9,5,0,3,6,3
4067,MADRIDEJOS,TOLEDO,690,39.49194444444444,-3.5283333333333333,22,7.0,0,9,5.0,0,3,2,3
4075Y,VILLARES DEL SAZ,CUENCA,870,39.84027777777778,-2.5033333333333334,23,7,0,9,3,0,5,6,5
4089A,ALBERCA DE ZANCARA,CUENCA,858,39.51694444444444,-2.4958333333333336,23,7,0,9,5,0,2,23,2
4091Y,VILLARROBLEDO,ALBACETE,718,39.261944444444445,-2.5925000000000002,22,7.0,0,9,4.5,0,3,4,3
4520X,FREGENAL DE LA SIERRA,BADAJOZ,586,38.17833333333333,-6.661666666666667,22,7.0,0,9,5.0,0,1,4,1
5459X,ESPIEL,CORDOBA,465,38.111111111111114,-4.9286111111111115,22,7.0,0,9,4.0,0,2,1,2
7066Y,"YESTE, EMBALSE FUENSANTA",ALBACETE,680,38.39333333333333,-2.218888888888889,23,7,0,9,4,0,2,5,2
7096B,HELLÍN,ALBACETE,605,38.54194444444444,-1.7030555555555555,23,7,0,9,4,0,6,3,6
7103Y,TOBARRA,ALBACETE,615,38.588055555555556,-1.6894444444444445,23,7,0,9,3,0,4,2,4
7127X,BULLAS,MURCIA,690,38.049166666666665,-1.6952777777777779,23,7,0,9,3,0,5,5,5
7227X,ALHAMA DE MURCIA,MURCIA,157,37.861666666666665,-1.3347222222222221,23,7,0,9,1,0,5,1,5
8096,CUENCA,CUENCA,949,40.06722222222223,-2.1319444444444446,23,7,0,9,4,0,3,5,3
8175,ALBACETE BASE AÉREA,ALBACETE,702,38.95416666666667,-1.856388888888889,23,7,0,9,4,0,2,5,2
8193E,JALANCE,VALENCIA,372,39.208333333333336,-1.0944444444444443,22,7.0,0,9,5.5,0,1,4,1
9145Y,CENICERO,LA RIOJA,429,42.48277777777778,-2.6394444444444445,21,7,0,9,5,0,1,3,1
9294E,"BARDENAS REALES, BASE AÉREA",NAVARRA,295,42.198611111111106,-1.475277777777778,23,7,0,9,4,0,2,4,2
9491X,ALMUDÉVAR,HUESCA,390,42.029444444444444,-0.5858333333333333,21,7,0,9,4,0,1,6,1
9698U,TALARN,LLEIDA,807,42.20472222222222,0.8647222222222222,23,7,0,9,4,0,3,7,3
9718X,TORDERA - GRANYANELLA,LLEIDA,463,41.68111111111111,1.2230555555555558,21,7,0,9,1,0,7,3,7
9724X,OS DE BALAGUER,LLEIDA,520,41.873333333333335,0.7561111111111111,12,7.0,0,9,2.0,0,4,23,4
9729X,MOLLERUSSA,LLEIDA,252,41.61694444444444,0.8666666666666667,20,7.0,0,9,5.0,0,2,4,2
9894Y,SARIÑENA,HUESCA,300,41.799166666666665,-0.16083333333333333,21,7,0,9,5,0,2,5,2
9946X,HORTA DE SANT JOAN,TARRAGONA,495,40.95305555555556,0.31166666666666665,22,7.0,0,9,4.5,0,4,5,4
B605X,"MURO, S'ALBUFERA",BALEARES,2,39.79666666666667,3.104722222222222,23,7,0,9,2,0,5,7,5
2891A,VILLARINO DE LOS AIRES,SALAMANCA,690,41.26277777777778,-6.4622222222222225,22,6.5,0,9,4.0,0,1,4,1
4051Y,ALCÁZAR DEL REY,CUENCA,875,40.06111111111111,-2.8069444444444445,22,6.5,0,9,3.5,0,3,6,3
5514Z,GRANADA BASE AÉREA,GRANADA,695,37.13611111111111,-3.6333333333333333,22,6.5,0,9,3.5,0,1,5,1
9808X,"AÍNSA-SOBRARBE, LA SERRETA",HUESCA,610,42.42166666666667,0.13805555555555554,20,6.5,0,9,4.0,0,3,5,3
